Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,27.529124,[122 118] ; [279 111],[152.76190476  87.23809524] ; [248.23809524 141.76190476],1
s3,1,0.153397,2.038142,[121 125] ; [215 176],[129.75824176 116.24175824] ; [206.24175824 184.75824176],0
v2,1,0.155435,2.01809,[103 136] ; [186 194],[111.58481422 127.41518578] ; [177.41518578 202.58481422],0
n1,1,0.170623,1.877463,[40 58] ; [51 50],[44.81407035 53.18592965] ; [46.18592965 54.81407035],0
b5,1,0.176499,1.826858,[156  93] ; [228 170],[147.78361669 101.21638331] ; [236.21638331 161.78361669],0
s6,1,0.196361,1.669237,[138 105] ; [238 146],[145.72248804  97.27751196] ; [230.27751196 153.72248804],0
a4,1,0.196475,1.668389,[105 142] ; [189 207],[112.93623639 134.06376361] ; [181.06376361 214.93623639],0
d4,1,0.259322,1.272372,[185  62] ; [311  84],[190.82866044  56.17133956] ; [305.17133956  89.82866044],0
u4,1,0.259638,1.270686,[  4 245] ; [ 12 385],[  6.16718266 242.83281734] ; [  9.83281734 387.16718266],0
v3,1,0.273733,1.197945,[ 75 162] ; [138 246],[ 81.28985507 155.71014493] ; [131.71014493 252.28985507],0
a7,1,0.292942,1.106049,[166  81] ; [250 146],[159.80093313  87.19906687] ; [256.19906687 139.80093313],0
s2,1,0.299508,1.076385,[112 136] ; [194 199],[118.3900156 129.6099844] ; [187.6099844 205.3900156],0
n3,1,0.339844,0.911019,[61 36] ; [70 31],[64.17676768 32.82323232] ; [66.82323232 34.17676768],0
d1,1,0.376591,0.781801,[125 124] ; [214 184],[130.46522411 118.53477589] ; [208.53477589 189.46522411],0
a8,1,0.409482,0.680304,[ 24 201] ; [ 48 323],[ 27.18120805 197.81879195] ; [ 44.81879195 326.18120805],0
s5,1,0.476246,0.507448,[ 68 167] ; [120 259],[ 71.95439739 163.04560261] ; [116.04560261 262.95439739],0
d3,1,0.542472,0.370977,[156  90] ; [241 154],[152.35881435  93.64118565] ; [244.64118565 150.35881435],0
a6,1,0.564773,0.331507,[144 104] ; [239 157],[147.49068323 100.50931677] ; [235.50931677 160.49068323],0
a1,1,0.570462,0.321909,[ 17 232] ; [ 32 366],[ 18.85780526 230.14219474] ; [ 30.14219474 367.85780526],0
b4,1,0.589308,0.291426,[136 113] ; [226 172],[139.31684699 109.68315301] ; [222.68315301 175.31684699],0
d2,1,0.600558,0.274155,[122 125] ; [204 192],[125.22861586 121.77138414] ; [200.77138414 195.22861586],0
a2,1,0.652942,0.202211,[ 55 194] ; [ 94 304],[ 57.3431221 191.6568779] ; [ 91.6568779 306.3431221],0
b2,1,0.657585,0.196471,[43 88] ; [ 86 159],[44.94414894 86.05585106] ; [ 84.05585106 160.94414894],0
b3,1,0.657585,0.196471,[43 88] ; [ 86 159],[44.94414894 86.05585106] ; [ 84.05585106 160.94414894],0
d5,1,0.707856,0.140428,[185  62] ; [301  94],[186.98130841  60.01869159] ; [299.01869159  95.98130841],0
n2,1,0.762933,0.090982,[64 36] ; [68 35],[65.02463054 34.97536946] ; [66.97536946 36.02463054],0
u1,1,0.846399,0.037525,[ 38 211] ; [ 63 335],[ 38.87017002 210.12982998] ; [ 62.12982998 335.87017002],0
r2,1,0.867754,0.027726,[215  29] ; [348  45],[215.65463108  28.34536892] ; [347.34536892  45.65463108],0
p1,1,0.908833,0.013113,[ 22 226] ; [ 36 358],[ 22.40498442 225.59501558] ; [ 35.59501558 358.40498442],0
