Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,83.804354,[ 76 142] ; [283 105],[129.14521452  88.85478548] ; [229.85478548 158.14521452],1
p1,1,0.399309,0.710406,[ 16 207] ; [ 36 358],[ 18.79416532 204.20583468] ; [ 33.20583468 360.79416532],0
d3,1,0.403896,0.696696,[129  95] ; [241 154],[133.89337641  90.10662359] ; [236.10662359 158.89337641],0
d2,1,0.428804,0.626061,[107 115] ; [204 192],[111.7184466 110.2815534] ; [199.2815534 196.7184466],0
a7,1,0.454096,0.560407,[134  89] ; [250 146],[138.33925687  84.66074313] ; [245.66074313 150.33925687],0
u1,1,0.492011,0.472125,[ 31 194] ; [ 63 335],[ 33.94863563 191.05136437] ; [ 60.05136437 337.94863563],0
a6,1,0.500843,0.453149,[129  95] ; [239 157],[132.95483871  91.04516129] ; [235.04516129 160.95483871],0
b4,1,0.572329,0.318801,[133  92] ; [226 172],[129.65489567  95.34510433] ; [229.34510433 168.65489567],0
b3,1,0.620938,0.244551,[47 97] ; [ 86 159],[49.23393316 94.76606684] ; [ 83.76606684 161.23393316],0
b2,1,0.620938,0.244551,[47 97] ; [ 86 159],[49.23393316 94.76606684] ; [ 83.76606684 161.23393316],0
n2,1,0.623379,0.241147,[57 34] ; [68 35],[58.63402062 32.36597938] ; [66.36597938 36.63402062],0
a1,1,0.676156,0.174486,[ 16 209] ; [ 32 366],[ 17.33547352 207.66452648] ; [ 30.66452648 367.33547352],0
s4,1,0.692469,0.156425,[ 33 189] ; [ 63 329],[ 34.71009772 187.28990228] ; [ 61.28990228 330.71009772],0
u4,1,0.799112,0.064768,[  6 219] ; [ 12 385],[  6.51125402 218.48874598] ; [ 11.48874598 385.51125402],0
a8,1,0.83047,0.045838,[ 25 178] ; [ 48 323],[ 25.81707317 177.18292683] ; [ 47.18292683 323.81707317],0
