Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,8e-06,19.864457,[82  6] ; [13 10],[75.31531532 12.68468468] ; [19.68468468  3.31531532],1
v3,1,0.062371,3.47318,[32 55] ; [ 4 20],[28.21621622 58.78378378] ; [ 7.78378378 16.21621622],0
a6,1,0.066773,3.360611,[55 33] ; [10 14],[51.07142857 36.92857143] ; [13.92857143 10.07142857],0
r3,1,0.070579,3.269495,[81  7] ; [19  5],[78.57142857  9.42857143] ; [21.42857143  2.57142857],0
p5,1,0.079856,3.067838,[17 70] ; [ 1 22],[14.23636364 72.76363636] ; [ 3.76363636 19.23636364],0
u2,1,0.086931,2.930301,[18 21] ; [7 2],[20.3125 18.6875] ; [4.6875 4.3125],0
p11,1,0.110612,2.545455,[69 19] ; [15  9],[66. 22.] ; [18.  6.],0
n1,1,0.114057,2.497095,[ 8 10] ; [1 7],[ 6.23076923 11.76923077] ; [2.76923077 5.23076923],0
p4,1,0.114817,2.486638,[56 32] ; [11 13],[52.64285714 35.35714286] ; [14.35714286  9.64285714],0
p8,1,0.120401,2.412092,[57 30] ; [11 12],[53.78181818 33.21818182] ; [14.21818182  8.78181818],0
r1,1,0.214216,1.5427,[63 25] ; [14 10],[60.5 27.5] ; [16.5  7.5],0
p2,1,0.236687,1.400216,[75 13] ; [18  6],[73.07142857 14.92857143] ; [19.92857143  4.07142857],0
p3,1,0.263041,1.25268,[48 40] ; [10 14],[45.57142857 42.42857143] ; [12.42857143 11.57142857],0
s5,1,0.267735,1.228313,[28 58] ; [ 5 19],[25.8 60.2] ; [ 7.2 16.8],0
a1,1,0.300471,1.072104,[ 3 85] ; [ 2 22],[ 3.92857143 84.07142857] ; [ 1.07142857 22.92857143],0
s2,1,0.322441,0.979021,[43 45] ; [ 9 15],[40.85714286 47.14285714] ; [11.14285714 12.85714286],0
d3,1,0.333747,0.934305,[39 49] ; [ 8 16],[36.92857143 51.07142857] ; [10.07142857 13.92857143],0
p1,1,0.411618,0.674123,[13 75] ; [ 2 22],[11.78571429 76.21428571] ; [ 3.21428571 20.78571429],0
s6,1,0.415324,0.663509,[51 35] ; [12 12],[49.25454545 36.74545455] ; [13.74545455 10.25454545],0
a2,1,0.431514,0.618744,[ 8 80] ; [ 1 23],[ 7.07142857 80.92857143] ; [ 1.92857143 22.07142857],0
a3,1,0.459048,0.548215,[47 40] ; [15  9],[48.59459459 38.40540541] ; [13.40540541 10.59459459],0
a5,1,0.468938,0.524479,[44 44] ; [10 14],[42.42857143 45.57142857] ; [11.57142857 12.42857143],0
s3,1,0.475589,0.50896,[51 36] ; [16  8],[52.51351351 34.48648649] ; [14.48648649  9.51351351],0
n3,1,0.561545,0.337037,[14  4] ; [7 1],[14.53846154  3.46153846] ; [6.46153846 1.53846154],0
n2,1,0.620079,0.245756,[13  5] ; [5 3],[12.46153846  5.53846154] ; [5.53846154 2.46153846],0
u3,1,0.662266,0.190782,[19 21] ; [5 4],[19.59183673 20.40816327] ; [4.40816327 4.59183673],0
s4,1,0.679914,0.170222,[14 74] ; [ 3 21],[13.35714286 74.64285714] ; [ 3.64285714 20.35714286],0
a8,1,0.746338,0.104634,[10 73] ; [ 2 19],[ 9.57692308 73.42307692] ; [ 2.42307692 18.57692308],0
d2,1,0.766353,0.088298,[23 65] ; [ 7 17],[23.57142857 64.42857143] ; [ 6.42857143 17.57142857],0
d1,1,0.798355,0.065268,[ 6 82] ; [ 2 22],[ 6.28571429 81.71428571] ; [ 1.71428571 22.28571429],0
b4,1,0.92137,0.009743,[45 43] ; [12 12],[44.78571429 43.21428571] ; [12.21428571 11.78571429],0
d4,1,0.929366,0.007857,[45 43] ; [12 11],[45.18918919 42.81081081] ; [11.81081081 11.18918919],0
u1,1,0.936517,0.006344,[ 4 84] ; [ 1 23],[ 3.92857143 84.07142857] ; [ 1.07142857 22.92857143],0
v1,1,0.953016,0.003471,[40 46] ; [11 13],[39.87272727 46.12727273] ; [11.12727273 12.87272727],0
b5,1,0.973411,0.001111,[51 37] ; [14 10],[51.07142857 36.92857143] ; [13.92857143 10.07142857],0
