Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.003802,8.375833,[22 56] ; [16 11],[28.22857143 49.77142857] ; [ 9.77142857 17.22857143],0
d3,1,0.404251,0.695644,[43 37] ; [17 10],[44.85981308 35.14018692] ; [15.14018692 11.85981308],0
a1,1,0.406308,0.689578,[ 5 75] ; [ 3 24],[ 5.98130841 74.01869159] ; [ 2.01869159 24.98130841],0
p5,1,0.415638,0.662617,[ 1 79] ; [ 1 26],[ 1.4953271 78.5046729] ; [ 0.5046729 26.4953271],0
s7,1,0.458768,0.548898,[11 65] ; [ 5 19],[12.16 63.84] ; [ 3.84 20.16],0
u1,1,0.468383,0.525788,[10 70] ; [ 2 25],[ 8.97196262 71.02803738] ; [ 3.02803738 23.97196262],0
p11,1,0.469873,0.522275,[36 44] ; [10 17],[34.39252336 45.60747664] ; [11.60747664 15.39252336],0
a3,1,0.49706,0.461207,[44 35] ; [13 14],[42.48113208 36.51886792] ; [14.51886792 12.48113208],0
n3,1,0.50363,0.447278,[19 16] ; [6 3],[19.88636364 15.11363636] ; [5.11363636 3.88636364],0
r1,1,0.505279,0.443831,[50 29] ; [19  8],[51.4245283 27.5754717] ; [17.5754717  9.4245283],0
a8,1,0.514718,0.424463,[ 6 68] ; [ 1 23],[ 5.28571429 68.71428571] ; [ 1.71428571 22.28571429],0
b4,1,0.522848,0.408272,[50 30] ; [15 12],[48.59813084 31.40186916] ; [16.40186916 10.59813084],0
a7,1,0.554406,0.349482,[47 31] ; [18  9],[48.28571429 29.71428571] ; [16.71428571 10.28571429],0
a2,1,0.586276,0.296197,[14 66] ; [ 6 21],[14.95327103 65.04672897] ; [ 5.04672897 21.95327103],0
d5,1,0.601347,0.27297,[55 25] ; [20  7],[56.07476636 23.92523364] ; [18.92523364  8.07476636],0
s4,1,0.605319,0.267048,[ 9 71] ; [ 2 24],[ 8.30188679 71.69811321] ; [ 2.69811321 23.30188679],0
b3,1,0.626971,0.236191,[16 35] ; [ 4 12],[15.2238806 35.7761194] ; [ 4.7761194 11.2238806],0
b2,1,0.626971,0.236191,[16 35] ; [ 4 12],[15.2238806 35.7761194] ; [ 4.7761194 11.2238806],0
v3,1,0.634666,0.225786,[20 57] ; [ 8 18],[20.93203883 56.06796117] ; [ 7.06796117 18.93203883],0
s5,1,0.644427,0.212999,[12 67] ; [ 3 23],[11.28571429 67.71428571] ; [ 3.71428571 22.28571429],0
s6,1,0.678744,0.171543,[21 58] ; [ 8 18],[21.81904762 57.18095238] ; [ 7.18095238 18.81904762],0
b5,1,0.699799,0.148681,[44 36] ; [16 11],[44.85981308 35.14018692] ; [15.14018692 11.85981308],0
a4,1,0.709056,0.139222,[29 50] ; [11 16],[29.81132075 49.18867925] ; [10.18867925 16.81132075],0
u3,1,0.780962,0.07732,[17 19] ; [6 8],[16.56 19.44] ; [6.44 7.56],0
p1,1,0.845574,0.037935,[ 5 74] ; [ 2 25],[ 5.21698113 73.78301887] ; [ 1.78301887 25.21698113],0
n1,1,0.872092,0.025922,[11 25] ; [3 6],[11.2 24.8] ; [2.8 6.2],0
a6,1,0.872786,0.025639,[46 34] ; [16 11],[46.35514019 33.64485981] ; [15.64485981 11.35514019],0
p10,1,0.925735,0.008688,[14 65] ; [ 5 22],[14.16037736 64.83962264] ; [ 4.83962264 22.16037736],0
d2,1,0.959279,0.002607,[38 40] ; [13 14],[37.88571429 40.11428571] ; [13.11428571 13.88571429],0
s8,1,0.983801,0.000412,[ 9 70] ; [ 3 23],[ 9.02857143 69.97142857] ; [ 2.97142857 23.02857143],0
n5,1,0.996642,1.8e-05,[41 38] ; [14 13],[40.99056604 38.00943396] ; [14.00943396 12.99056604],0
