Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1.3e-05,18.973215,[17  5] ; [14 44],[ 8.525 13.475] ; [22.475 35.525],1
d5,1,0.08973,2.879202,[16  6] ; [30 28],[12.65  9.35] ; [33.35 24.65],0
p6,1,0.121179,2.402015,[ 7 15] ; [ 9 47],[ 4.51282051 17.48717949] ; [11.48717949 44.51282051],0
s3,1,0.150848,2.06366,[13  9] ; [23 33],[10.15384615 11.84615385] ; [25.84615385 30.15384615],0
b4,1,0.185189,1.755486,[15  7] ; [30 28],[12.375  9.625] ; [32.625 25.375],0
p1,1,0.199362,1.647039,[ 3 19] ; [ 3 55],[ 1.65 20.35] ; [ 4.35 53.65],0
d4,1,0.231393,1.432277,[17  5] ; [36 21],[14.75949367  7.24050633] ; [38.24050633 18.75949367],0
b1,1,0.24454,1.354232,[16  6] ; [34 24],[13.75  8.25] ; [36.25 21.75],0
p3,1,0.247799,1.335672,[10 12] ; [18 39],[ 7.79746835 14.20253165] ; [20.20253165 36.79746835],0
a4,1,0.247799,1.335672,[10 12] ; [18 39],[ 7.79746835 14.20253165] ; [20.20253165 36.79746835],0
a1,1,0.316553,1.003135,[ 1 21] ; [ 7 51],[ 2.2 19.8] ; [ 5.8 52.2],0
a8,1,0.380217,0.77,[ 3 19] ; [ 4 51],[ 2. 20.] ; [ 5. 50.],0
n3,1,0.386671,0.749384,[7 4] ; [12 13],[5.80555556 5.19444444] ; [13.19444444 11.80555556],0
s1,1,0.412402,0.671865,[ 1 21] ; [ 6 52],[ 1.925 20.075] ; [ 5.075 52.925],0
p12,1,0.447654,0.576584,[ 1 20] ; [ 1 57],[ 0.53164557 20.46835443] ; [ 1.46835443 56.53164557],0
a6,1,0.450502,0.569389,[ 6 16] ; [21 37],[ 7.425 14.575] ; [19.575 38.425],0
n2,1,0.456845,0.553613,[8 4] ; [14 12],[6.94736842 5.05263158] ; [15.05263158 10.94736842],0
p8,1,0.472465,0.516205,[ 8 14] ; [16 41],[ 6.6835443 15.3164557] ; [17.3164557 39.6835443],0
v3,1,0.48039,0.497977,[ 8 13] ; [16 38],[ 6.72 14.28] ; [17.28 36.72],0
a2,1,0.51795,0.417973,[ 2 20] ; [ 3 55],[ 1.375 20.625] ; [ 3.625 54.375],0
a5,1,0.523019,0.407935,[12 10] ; [27 31],[10.725 11.275] ; [28.275 29.725],0
n4,1,0.527318,0.399557,[15  6] ; [37 21],[13.82278481  7.17721519] ; [38.17721519 19.82278481],0
p5,1,0.531097,0.392293,[ 2 20] ; [ 3 54],[ 1.39240506 20.60759494] ; [ 3.60759494 53.39240506],0
s4,1,0.574575,0.315087,[ 5 17] ; [10 48],[ 4.125 17.875] ; [10.875 47.125],0
b5,1,0.616524,0.250784,[12 10] ; [28 30],[11. 11.] ; [29. 29.],0
b2,1,0.631683,0.229785,[ 5 10] ; [13 19],[5.74468085 9.25531915] ; [12.25531915 19.74468085],0
b3,1,0.631683,0.229785,[ 5 10] ; [13 19],[5.74468085 9.25531915] ; [12.25531915 19.74468085],0
n5,1,0.708005,0.140277,[14  7] ; [36 22],[13.29113924  7.70886076] ; [36.70886076 21.29113924],0
p7,1,0.835093,0.043336,[10 12] ; [24 32],[ 9.58974359 12.41025641] ; [24.41025641 31.58974359],0
