Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,56.04918,[ 4 33] ; [78 18],[22.81203008 14.18796992] ; [59.18796992 36.81203008],1
a5,1,0.219104,1.510229,[18 19] ; [58 38],[21.14285714 15.85714286] ; [54.85714286 41.14285714],0
u2,1,0.221413,1.495189,[ 3 12] ; [16 27],[ 4.9137931 10.0862069] ; [14.0862069 28.9137931],0
u3,1,0.232359,1.42636,[ 4 11] ; [19 24],[5.94827586 9.05172414] ; [17.05172414 25.94827586],0
v1,1,0.24866,1.330819,[ 9 28] ; [33 62],[11.77272727 25.22727273] ; [30.22727273 64.77272727],0
a2,1,0.269487,1.219358,[ 4 33] ; [18 78],[ 6.12030075 30.87969925] ; [15.87969925 80.12030075],0
u1,1,0.318562,0.994841,[ 1 36] ; [ 7 89],[ 2.22556391 34.77443609] ; [ 5.77443609 90.22556391],0
n2,1,0.344354,0.894156,[9 9] ; [21 12],[10.58823529  7.41176471] ; [19.41176471 13.58823529],0
a3,1,0.349827,0.874085,[22 13] ; [51 44],[19.65384615 15.34615385] ; [53.34615385 41.65384615],0
b4,1,0.360868,0.834871,[21 16] ; [46 50],[18.63909774 18.36090226] ; [48.36090226 47.63909774],0
s1,1,0.361671,0.832082,[ 3 34] ; [ 4 92],[ 1.94736842 35.05263158] ; [ 5.05263158 90.94736842],0
a4,1,0.479358,0.500324,[14 21] ; [32 64],[12.29007634 22.70992366] ; [33.70992366 62.29007634],0
s4,1,0.559591,0.340413,[ 5 32] ; [17 79],[ 6.12030075 30.87969925] ; [15.87969925 80.12030075],0
a8,1,0.604062,0.268913,[ 2 32] ; [ 8 84],[ 2.6984127 31.3015873] ; [ 7.3015873 84.6984127],0
d2,1,0.668054,0.183887,[15 21] ; [44 52],[16.09090909 19.90909091] ; [42.90909091 53.09090909],0
v3,1,0.860157,0.031037,[10 27] ; [26 65],[10.40625 26.59375] ; [25.59375 65.40625],0
