Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8e-06,19.968646,[56 79] ; [34  8],[68.6440678 66.3559322] ; [21.3559322 20.6440678],1
u4,1,0.073528,3.202442,[  1 137] ; [ 2 40],[  2.3 135.7] ; [ 0.7 41.3],0
b4,1,0.073852,3.19527,[71 67] ; [15 27],[65.93333333 72.06666667] ; [20.06666667 21.93333333],0
v2,1,0.103755,2.646852,[48 82] ; [21 20],[52.45614035 77.54385965] ; [16.54385965 24.45614035],0
n6,1,0.106417,2.606645,[97 40] ; [35  7],[101.02793296  35.97206704] ; [30.97206704 11.02793296],0
n3,1,0.164658,1.930919,[31 21] ; [9 2],[33.01587302 18.98412698] ; [6.98412698 4.01587302],0
r4,1,0.182728,1.775295,[90 48] ; [32 10],[93.53333333 44.46666667] ; [28.46666667 13.53333333],0
p10,1,0.195158,1.678245,[84 53] ; [29 11],[87.46327684 49.53672316] ; [25.53672316 14.46327684],0
s3,1,0.19592,1.672528,[59 77] ; [23 19],[62.65168539 73.34831461] ; [19.34831461 22.65168539],0
d2,1,0.223902,1.479187,[54 83] ; [21 21],[57.40223464 79.59776536] ; [17.59776536 24.40223464],0
s4,1,0.251054,1.317428,[ 19 119] ; [ 3 39],[ 16.86666667 121.13333333] ; [ 5.13333333 36.86666667],0
a6,1,0.276283,1.185285,[59 79] ; [14 28],[55.96666667 82.03333333] ; [17.03333333 24.96666667],0
b3,1,0.331166,0.944331,[33 57] ; [14 16],[35.25 54.75] ; [11.75 18.25],0
b2,1,0.331166,0.944331,[33 57] ; [14 16],[35.25 54.75] ; [11.75 18.25],0
d4,1,0.363431,0.826001,[84 53] ; [29 13],[86.48603352 50.51396648] ; [26.51396648 15.48603352],0
s1,1,0.3876,0.746459,[  8 130] ; [ 1 40],[  6.93854749 131.06145251] ; [ 2.06145251 38.93854749],0
u3,1,0.448344,0.574834,[17 34] ; [7 9],[18.26865672 32.73134328] ; [ 5.73134328 10.26865672],0
a8,1,0.471954,0.517398,[ 11 116] ; [ 5 35],[ 12.16766467 114.83233533] ; [ 3.83233533 36.16766467],0
r1,1,0.629813,0.232314,[83 55] ; [27 15],[84.33333333 53.66666667] ; [25.66666667 16.33333333],0
n1,1,0.633012,0.227998,[20 33] ; [5 6],[20.703125 32.296875] ; [4.296875 6.703125],0
a5,1,0.650068,0.205815,[80 58] ; [26 16],[81.26666667 56.73333333] ; [24.73333333 17.26666667],0
v1,1,0.702321,0.146069,[57 80] ; [18 22],[58.05084746 78.94915254] ; [16.94915254 23.05084746],0
u2,1,0.731524,0.117717,[23 28] ; [8 8],[23.59701493 27.40298507] ; [7.40298507 8.59701493],0
p1,1,0.749873,0.101637,[  8 130] ; [ 3 39],[  8.43333333 129.56666667] ; [ 2.56666667 39.43333333],0
a1,1,0.797605,0.065765,[  8 130] ; [ 2 40],[  7.66666667 130.33333333] ; [ 2.33333333 39.66666667],0
a2,1,0.797605,0.065765,[  8 130] ; [ 2 40],[  7.66666667 130.33333333] ; [ 2.33333333 39.66666667],0
b1,1,0.805021,0.060937,[66 72] ; [21 21],[66.7 71.3] ; [20.3 21.7],0
b5,1,0.869323,0.027067,[71 67] ; [21 21],[70.53333333 67.46666667] ; [21.46666667 20.53333333],0
a3,1,0.893662,0.017868,[87 51] ; [26 16],[86.63333333 51.36666667] ; [26.36666667 15.63333333],0
u1,1,0.909223,0.013,[  6 132] ; [ 2 40],[  6.13333333 131.86666667] ; [ 1.86666667 40.13333333],0
d3,1,0.961346,0.002349,[52 86] ; [16 26],[52.13333333 85.86666667] ; [15.86666667 26.13333333],0
n2,1,0.966354,0.001779,[34 20] ; [7 4],[34.06153846 19.93846154] ; [6.93846154 4.06153846],0
a4,1,0.991714,0.000108,[50 87] ; [15 26],[50.02808989 86.97191011] ; [14.97191011 26.02808989],0
