Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,50.378788,[13 64] ; [44 12],[33. 44.] ; [24. 32.],1
p1,1,0.236491,1.40139,[ 5 73] ; [ 7 50],[ 6.93333333 71.06666667] ; [ 5.06666667 51.93333333],0
a8,1,0.239688,1.382428,[ 8 63] ; [ 3 53],[ 6.1496063 64.8503937] ; [ 4.8503937 51.1496063],0
p11,1,0.261594,1.2603,[46 32] ; [39 18],[49.11111111 28.88888889] ; [35.88888889 21.11111111],0
u3,1,0.275633,1.188498,[16 17] ; [11  6],[17.82 15.18] ; [9.18 7.82],0
v2,1,0.285578,1.140351,[35 41] ; [30 24],[38. 38.] ; [27. 27.],0
d1,1,0.291569,1.112362,[38 40] ; [33 24],[41.02222222 36.97777778] ; [29.97777778 27.02222222],0
v3,1,0.324875,0.969218,[26 51] ; [22 30],[28.65116279 48.34883721] ; [19.34883721 32.65116279],0
r2,1,0.341301,0.905538,[66  9] ; [53  4],[67.61363636  7.38636364] ; [51.38636364  5.61363636],0
a2,1,0.371534,0.798527,[13 65] ; [13 44],[15.02222222 62.97777778] ; [10.97777778 46.02222222],0
u2,1,0.409343,0.680707,[13 19] ; [9 8],[14.36734694 17.63265306] ; [7.63265306 9.36734694],0
d3,1,0.413214,0.669534,[41 37] ; [34 23],[43.33333333 34.66666667] ; [31.66666667 25.33333333],0
p8,1,0.428489,0.626915,[16 62] ; [15 42],[17.91111111 60.08888889] ; [13.08888889 43.91111111],0
b2,1,0.49158,0.473065,[19 29] ; [13 27],[17.45454545 30.54545455] ; [14.54545455 25.45454545],0
b3,1,0.49158,0.473065,[19 29] ; [13 27],[17.45454545 30.54545455] ; [14.54545455 25.45454545],0
a7,1,0.581567,0.303708,[47 31] ; [37 20],[48.53333333 29.46666667] ; [35.46666667 21.53333333],0
p12,1,0.604802,0.267814,[ 5 73] ; [ 5 52],[ 5.77777778 72.22222222] ; [ 4.22222222 52.77777778],0
b1,1,0.61444,0.253759,[39 39] ; [26 31],[37.55555556 40.44444444] ; [27.44444444 29.55555556],0
b4,1,0.622971,0.241713,[46 32] ; [36 21],[47.37777778 30.62222222] ; [34.62222222 22.37777778],0
a6,1,0.669501,0.182186,[48 30] ; [33 24],[46.8 31.2] ; [34.2 22.8],0
n4,1,0.685705,0.163775,[55 23] ; [42 15],[56.04444444 21.95555556] ; [40.95555556 16.04444444],0
p5,1,0.748774,0.102564,[ 7 71] ; [ 4 50],[ 6.5 71.5] ; [ 4.5 49.5],0
n1,1,0.780332,0.077778,[12 15] ; [6 9],[11.57142857 15.42857143] ; [6.42857143 8.57142857],0
d4,1,0.841227,0.04013,[60 18] ; [43 14],[59.51111111 18.48888889] ; [43.48888889 13.51111111],0
a1,1,0.888886,0.01952,[ 5 73] ; [ 4 53],[ 5.2 72.8] ; [ 3.8 53.2],0
n2,1,0.904973,0.014252,[21  7] ; [11  4],[20.8372093  7.1627907] ; [11.1627907  3.8372093],0
n3,1,0.933546,0.006953,[17  9] ; [10  5],[17.12195122  8.87804878] ; [9.87804878 5.12195122],0
n5,1,0.937184,0.006211,[57 21] ; [42 15],[57.2 20.8] ; [41.8 15.2],0
