Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,3e-06,21.560155,[154  16] ; [86 38],[138.7755102  31.2244898] ; [101.2244898  22.7755102],1
p8,1,0.250436,1.320869,[119  54] ; [78 47],[114.36577181  58.63422819] ; [82.63422819 42.36577181],0
n2,1,0.257322,1.283106,[28  4] ; [19  6],[26.38596491  5.61403509] ; [20.61403509  4.38596491],0
d3,1,0.278828,1.172793,[130  42] ; [86 37],[125.93898305  46.06101695] ; [90.06101695 32.93898305],0
s6,1,0.313719,1.014956,[149  19] ; [105  19],[146.1369863  21.8630137] ; [107.8630137  16.1369863],0
p1,1,0.344396,0.894,[ 18 154] ; [  9 115],[ 15.68918919 156.31081081] ; [ 11.31081081 112.68918919],0
s4,1,0.36113,0.833961,[ 37 134] ; [32 90],[ 40.26962457 130.73037543] ; [28.73037543 93.26962457],0
r2,1,0.363438,0.825977,[166   6] ; [116   7],[164.42033898   7.57966102] ; [117.57966102   5.42033898],0
a1,1,0.372542,0.79517,[ 16 157] ; [  8 117],[ 13.93288591 159.06711409] ; [ 10.06711409 114.93288591],0
a6,1,0.374005,0.790314,[113  58] ; [88 36],[116.51186441  54.48813559] ; [84.48813559 39.51186441],0
d2,1,0.3777,0.778173,[88 84] ; [57 67],[84.25675676 87.74324324] ; [60.74324324 63.25675676],0
p2,1,0.403651,0.697424,[151  22] ; [113  12],[153.26174497  19.73825503] ; [110.73825503  14.26174497],0
a7,1,0.432188,0.616936,[119  53] ; [91 33],[122.02702703  49.97297297] ; [87.97297297 36.02702703],0
u3,1,0.461235,0.542896,[18 10] ; [21 17],[16.54545455 11.45454545] ; [22.45454545 15.54545455],0
s3,1,0.581037,0.304562,[151  21] ; [107  18],[149.41414141  22.58585859] ; [108.58585859  16.41414141],0
b5,1,0.68163,0.168296,[101  72] ; [70 55],[99.27181208 73.72818792] ; [71.72818792 53.27181208],0
b1,1,0.737434,0.112394,[ 70 103] ; [53 72],[ 71.40604027 101.59395973] ; [51.59395973 73.40604027],0
s1,1,0.761366,0.092226,[  7 165] ; [  6 119],[  7.52861953 164.47138047] ; [  5.47138047 119.52861953],0
v4,1,0.79225,0.069375,[166   5] ; [121   3],[166.36271186   4.63728814] ; [120.63728814   3.36271186],0
r3,1,0.813522,0.055642,[168   5] ; [120   3],[168.32432432   4.67567568] ; [119.67567568   3.32432432],0
u2,1,0.879135,0.023124,[16 12] ; [21 17],[15.6969697 12.3030303] ; [21.3030303 16.6969697],0
n3,1,0.951065,0.003766,[24  9] ; [18  7],[23.89655172  9.10344828] ; [18.10344828  6.89655172],0
