Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,7e-06,20.15374,[123  14] ; [37 22],[111.83673469  25.16326531] ; [48.16326531 10.83673469],1
a2,1,0.459294,0.547614,[42 95] ; [15 44],[39.84183673 97.15816327] ; [17.15816327 41.84183673],0
s5,1,0.460034,0.545812,[71 56] ; [28 28],[68.70491803 58.29508197] ; [30.29508197 25.70491803],0
d2,1,0.464655,0.534659,[82 55] ; [32 27],[79.68367347 57.31632653] ; [34.31632653 24.68367347],0
n4,1,0.49127,0.473743,[121  16] ; [50  9],[119.5255102  17.4744898] ; [51.4744898  7.5255102],0
n6,1,0.510326,0.433399,[126  10] ; [53  6],[124.84102564  11.15897436] ; [54.15897436  4.84102564],0
n2,1,0.516211,0.421456,[22  7] ; [10  5],[21.09090909  7.90909091] ; [10.90909091  4.09090909],0
b2,1,0.524724,0.404599,[49 49] ; [19 24],[47.26241135 50.73758865] ; [20.73758865 22.26241135],0
b3,1,0.524724,0.404599,[49 49] ; [19 24],[47.26241135 50.73758865] ; [20.73758865 22.26241135],0
d3,1,0.529132,0.396058,[101  36] ; [46 13],[102.75  34.25] ; [44.25 14.75],0
s8,1,0.559861,0.339944,[99 38] ; [45 14],[100.65306122  36.34693878] ; [43.34693878 15.65306122],0
a6,1,0.606556,0.265221,[87 49] ; [40 19],[88.57435897 47.42564103] ; [38.42564103 20.57435897],0
r1,1,0.61162,0.257822,[112  25] ; [50  9],[113.23469388  23.76530612] ; [48.76530612 10.23469388],0
s4,1,0.623554,0.240904,[ 35 101] ; [13 45],[ 33.64948454 102.35051546] ; [14.35051546 43.64948454],0
r2,1,0.624312,0.239853,[132   4] ; [57  1],[132.49484536   3.50515464] ; [56.50515464  1.49484536],0
u2,1,0.658725,0.195076,[14  6] ; [13  4],[14.59459459  5.40540541] ; [12.40540541  4.59459459],0
u1,1,0.738013,0.111881,[38 99] ; [15 44],[37.04591837 99.95408163] ; [15.95408163 43.04591837],0
a7,1,0.751102,0.100607,[96 41] ; [40 19],[95.06122449 41.93877551] ; [40.93877551 18.06122449],0
n3,1,0.763406,0.090608,[20  9] ; [11  4],[20.43181818  8.56818182] ; [10.56818182  4.43181818],0
r4,1,0.776479,0.080605,[127  10] ; [54  5],[126.51530612  10.48469388] ; [54.48469388  4.51530612],0
s3,1,0.839616,0.04096,[99 38] ; [42 15],[99.57216495 37.42783505] ; [41.42783505 15.57216495],0
n1,1,0.907548,0.013487,[16 13] ; [8 7],[15.81818182 13.18181818] ; [8.18181818 6.81818182],0
b4,1,0.923904,0.009124,[73 64] ; [31 28],[72.69387755 64.30612245] ; [31.30612245 27.69387755],0
s6,1,0.927155,0.008358,[112  22] ; [49 10],[111.78238342  22.21761658] ; [49.21761658  9.78238342],0
s2,1,0.955151,0.003163,[105  32] ; [45 14],[104.84693878  32.15306122] ; [45.15306122 13.84693878],0
