Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1.1e-05,19.362065,[41 32] ; [ 8 41],[29.31967213 43.68032787] ; [19.68032787 29.31967213],1
p5,1,0.586977,0.295091,[ 8 65] ; [ 4 46],[ 7.12195122 65.87804878] ; [ 4.87804878 45.12195122],0
a1,1,0.632604,0.228546,[ 3 70] ; [ 3 47],[ 3.56097561 69.43902439] ; [ 2.43902439 47.56097561],0
n2,1,0.654991,0.199665,[18  5] ; [13  5],[17.3902439  5.6097561] ; [13.6097561  4.3902439],0
b3,1,0.660391,0.19305,[18 29] ; [13 17],[18.92207792 28.07792208] ; [12.07792208 17.92207792],0
b2,1,0.660391,0.19305,[18 29] ; [13 17],[18.92207792 28.07792208] ; [12.07792208 17.92207792],0
r2,1,0.670986,0.180451,[67  3] ; [47  3],[66.5  3.5] ; [47.5  2.5],0
s2,1,0.688261,0.160975,[50 22] ; [33 17],[48.98360656 23.01639344] ; [34.01639344 15.98360656],0
a5,1,0.753343,0.098744,[53 20] ; [35 15],[52.22764228 20.77235772] ; [35.77235772 14.22764228],0
u4,1,0.786076,0.073664,[ 1 72] ; [ 1 49],[ 1.18699187 71.81300813] ; [ 0.81300813 49.18699187],0
a3,1,0.865455,0.028708,[50 22] ; [34 16],[49.57377049 22.42622951] ; [34.42622951 15.57377049],0
n1,1,0.884255,0.021193,[10 13] ; [ 7 10],[ 9.775 13.225] ; [7.225 9.775],0
d3,1,0.911183,0.012443,[46 27] ; [32 18],[46.29268293 26.70731707] ; [31.70731707 18.29268293],0
d5,1,0.940872,0.005502,[58 15] ; [40 10],[58.16260163 14.83739837] ; [39.83739837 10.16260163],0
s1,1,0.951098,0.003761,[ 3 68] ; [ 2 48],[ 2.9338843 68.0661157] ; [ 2.0661157 47.9338843],0
p1,1,0.959589,0.002567,[ 7 65] ; [ 5 45],[ 7.08196721 64.91803279] ; [ 4.91803279 45.08196721],0
