Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,4.1e-05,16.802249,[47 37] ; [142  35],[60.82758621 23.17241379] ; [128.17241379  48.82758621],1
b5,1,0.089242,2.887986,[46 39] ; [117  63],[52.28301887 32.71698113] ; [110.71698113  69.28301887],0
a6,1,0.104747,2.631743,[53 32] ; [130  50],[58.69811321 26.30188679] ; [124.30188679  55.69811321],0
n1,1,0.127342,2.324612,[21 18] ; [18 30],[17.48275862 21.51724138] ; [21.51724138 26.48275862],0
p1,1,0.141696,2.159448,[ 4 81] ; [ 18 161],[ 7.08333333 77.91666667] ; [ 14.91666667 164.08333333],0
u4,1,0.149859,2.073684,[ 4 81] ; [  3 177],[ 2.24528302 82.75471698] ; [  4.75471698 175.24528302],0
p3,1,0.153608,2.036051,[22 63] ; [ 62 117],[27.04545455 57.95454545] ; [ 56.95454545 122.04545455],0
a2,1,0.165677,1.921632,[24 61] ; [ 37 143],[19.56603774 65.43396226] ; [ 41.43396226 138.56603774],0
v2,1,0.214027,1.543978,[37 43] ; [94 78],[41.58730159 38.41269841] ; [89.41269841 82.58730159],0
a4,1,0.232717,1.424176,[43 41] ; [ 78 102],[38.5 45.5] ; [82.5 97.5],0
p6,1,0.240226,1.379264,[ 8 77] ; [ 26 152],[10.98859316 74.01140684] ; [ 23.01140684 154.98859316],0
s2,1,0.247348,1.33822,[33 50] ; [83 92],[37.31782946 45.68217054] ; [78.68217054 96.31782946],0
d4,1,0.329339,0.951493,[66 19] ; [148  31],[68.90151515 16.09848485] ; [145.09848485  33.90151515],0
d1,1,0.361345,0.833212,[45 40] ; [106  74],[48.43396226 36.56603774] ; [102.56603774  77.43396226],0
b4,1,0.377299,0.779486,[50 35] ; [116  64],[53.24528302 31.75471698] ; [112.75471698  67.24528302],0
s5,1,0.4189,0.6534,[21 56] ; [ 39 134],[18.48 58.52] ; [ 41.52 131.48],0
s6,1,0.490482,0.47547,[49 34] ; [113  65],[51.51724138 31.48275862] ; [110.48275862  67.51724138],0
n3,1,0.507668,0.438871,[25 11] ; [30 18],[23.57142857 12.42857143] ; [31.42857143 16.57142857],0
u1,1,0.583062,0.301311,[16 69] ; [ 29 151],[14.43396226 70.56603774] ; [ 30.56603774 149.43396226],0
v3,1,0.608217,0.26278,[29 48] ; [ 59 113],[27.21285141 49.78714859] ; [ 60.78714859 111.21285141],0
a8,1,0.637699,0.221764,[ 6 74] ; [ 15 146],[ 6.97095436 73.02904564] ; [ 14.02904564 146.97095436],0
p12,1,0.641948,0.216204,[ 8 76] ; [ 14 165],[ 7.02661597 76.97338403] ; [ 14.97338403 164.02661597],0
u2,1,0.644243,0.213235,[18 11] ; [33 25],[17. 12.] ; [34. 24.],0
d2,1,0.666997,0.185135,[43 42] ; [85 93],[41.36882129 43.63117871] ; [86.63117871 91.36882129],0
s7,1,0.688636,0.160566,[31 49] ; [70 99],[32.4497992 47.5502008] ; [ 68.5502008 100.4497992],0
b2,1,0.723327,0.125327,[19 33] ; [34 67],[18.0130719 33.9869281] ; [34.9869281 66.0130719],0
b3,1,0.723327,0.125327,[19 33] ; [34 67],[18.0130719 33.9869281] ; [34.9869281 66.0130719],0
r2,1,0.75563,0.096861,[81  4] ; [173   7],[81.47169811  3.52830189] ; [172.52830189   7.47169811],0
n2,1,0.760956,0.092553,[26 14] ; [32 15],[26.66666667 13.33333333] ; [31.33333333 15.66666667],0
s8,1,0.784727,0.074618,[33 52] ; [ 66 112],[31.99619772 53.00380228] ; [ 67.00380228 110.99619772],0
u3,1,0.797062,0.066127,[19 10] ; [37 22],[18.45454545 10.54545455] ; [37.54545455 21.45454545],0
a5,1,0.863198,0.029689,[61 24] ; [131  49],[61.58490566 23.41509434] ; [130.41509434  49.58490566],0
a3,1,0.968261,0.001583,[56 27] ; [121  59],[55.85931559 27.14068441] ; [121.14068441  58.85931559],0
p5,1,0.978111,0.000753,[ 5 78] ; [ 11 169],[ 5.04942966 77.95057034] ; [ 10.95057034 169.04942966],0
