Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.4e-05,18.876804,[ 9 43] ; [31 22],[19.80952381 32.19047619] ; [20.19047619 32.80952381],1
d2,1,0.595474,0.281877,[18 34] ; [21 32],[19.31428571 32.68571429] ; [19.68571429 33.31428571],0
b5,1,0.631458,0.230089,[32 20] ; [35 18],[33.18095238 18.81904762] ; [33.81904762 19.18095238],0
s3,1,0.635848,0.224213,[44  8] ; [43 10],[43.08571429  8.91428571] ; [43.91428571  9.08571429],0
n5,1,0.68017,0.169935,[17 35] ; [19 33],[18. 34.] ; [18. 34.],0
v3,1,0.722719,0.125903,[11 37] ; [13 37],[11.75510204 36.24489796] ; [12.24489796 37.75510204],0
a7,1,0.746572,0.104434,[38 13] ; [38 15],[37.26923077 13.73076923] ; [38.73076923 14.26923077],0
p11,1,0.781778,0.07673,[32 20] ; [34 19],[32.68571429 19.31428571] ; [33.31428571 19.68571429],0
a6,1,0.782318,0.076342,[35 17] ; [37 16],[35.65714286 16.34285714] ; [36.34285714 16.65714286],0
n1,1,0.795953,0.066868,[ 7 14] ; [ 5 12],[ 6.63157895 14.36842105] ; [ 5.36842105 11.63157895],0
s5,1,0.828413,0.046975,[22 27] ; [24 27],[22.54 26.46] ; [23.46 27.54],0
n2,1,0.906631,0.013757,[16  5] ; [14  4],[16.15384615  4.84615385] ; [13.84615385  4.15384615],0
d5,1,0.914353,0.011567,[38 13] ; [39 14],[37.75961538 13.24038462] ; [39.24038462 13.75961538],0
n6,1,0.939943,0.005676,[33 19] ; [32 19],[32.81553398 19.18446602] ; [32.18446602 18.81553398],0
v4,1,0.96129,0.002356,[48  3] ; [50  3],[48.05769231  2.94230769] ; [49.94230769  3.05769231],0
u1,1,0.972034,0.001229,[ 6 46] ; [ 6 47],[ 5.94285714 46.05714286] ; [ 6.05714286 46.94285714],0
r1,1,1.0,0.0,[35 17] ; [35 17],[35. 17.] ; [35. 17.],0
