Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,88.218884,[385  98] ; [62 93],[338.40282132 144.59717868] ; [108.59717868  46.40282132],1
s8,1,0.116046,2.469895,[213 267] ; [80 75],[221.48031496 258.51968504] ; [71.51968504 83.48031496],0
p4,1,0.12054,2.410294,[321 161] ; [92 62],[312.99685535 169.00314465] ; [100.00314465  53.99685535],0
a1,1,0.134894,2.23526,[ 20 464] ; [ 11 144],[ 23.48043818 460.51956182] ; [  7.51956182 147.48043818],0
p3,1,0.163832,1.938491,[250 234] ; [90 65],[257.52738654 226.47261346] ; [82.47261346 72.52738654],0
a8,1,0.180863,1.79052,[ 68 359] ; [ 17 132],[ 63.01215278 363.98784722] ; [ 21.98784722 127.01215278],0
p12,1,0.20372,1.615505,[ 44 437] ; [  9 144],[ 40.20977918 440.79022082] ; [ 12.79022082 140.20977918],0
b2,1,0.209855,1.572424,[106 172] ; [47 57],[111.34554974 166.65445026] ; [41.65445026 62.34554974],0
b3,1,0.209855,1.572424,[106 172] ; [47 57],[111.34554974 166.65445026] ; [41.65445026 62.34554974],0
v2,1,0.222457,1.488451,[280 185] ; [83 69],[273.57374392 191.42625608] ; [89.42625608 62.57374392],0
p7,1,0.23233,1.426538,[317 152] ; [112  42],[322.95505618 146.04494382] ; [106.04494382  47.95505618],0
r3,1,0.264528,1.244904,[466  13] ; [148   7],[463.88958991  15.11041009] ; [150.11041009   4.88958991],0
d5,1,0.274931,1.191976,[431  53] ; [133  22],[427.19248826  56.80751174] ; [136.80751174  18.19248826],0
n3,1,0.332244,0.94013,[69 25] ; [24 13],[66.73282443 27.26717557] ; [26.26717557 10.73282443],0
u2,1,0.415014,0.664391,[75 47] ; [16 14],[73.03947368 48.96052632] ; [17.96052632 12.03947368],0
p9,1,0.489838,0.476882,[420  56] ; [139  15],[422.35555556  53.64444444] ; [136.64444444  17.35555556],0
p1,1,0.501218,0.452356,[ 39 442] ; [ 10 145],[ 37.0581761 443.9418239] ; [ 11.9418239 143.0581761],0
p5,1,0.519797,0.414297,[ 59 424] ; [ 22 133],[ 61.32131661 421.67868339] ; [ 19.67868339 135.32131661],0
n6,1,0.555688,0.347226,[408  72] ; [133  20],[410.23696682  69.76303318] ; [130.76303318  22.23696682],0
v3,1,0.55993,0.339826,[186 278] ; [65 87],[189.06493506 274.93506494] ; [61.93506494 90.06493506],0
u4,1,0.582345,0.302459,[  9 474] ; [  4 151],[  9.84169279 473.15830721] ; [  3.15830721 151.84169279],0
a5,1,0.59556,0.281745,[371 113] ; [122  33],[373.41471049 110.58528951] ; [119.58528951  35.41471049],0
s6,1,0.609625,0.260721,[333 140] ; [103  48],[330.49358974 142.50641026] ; [105.50641026  45.49358974],0
p8,1,0.611713,0.257688,[281 196] ; [86 66],[278.31319555 198.68680445] ; [88.68680445 63.31319555],0
s2,1,0.646227,0.21069,[261 216] ; [81 73],[258.53248811 218.46751189] ; [83.46751189 70.53248811],0
s4,1,0.647816,0.208665,[ 76 400] ; [ 27 127],[ 77.82222222 398.17777778] ; [ 25.17777778 128.82222222],0
n1,1,0.655272,0.199318,[31 61] ; [14 23],[32.09302326 59.90697674] ; [12.90697674 24.09302326],0
d2,1,0.661258,0.191999,[252 231] ; [84 71],[254.36990596 228.63009404] ; [81.63009404 73.36990596],0
v1,1,0.703248,0.145115,[268 203] ; [88 62],[270.00966184 200.99033816] ; [85.99033816 64.00966184],0
p10,1,0.719252,0.12921,[404  74] ; [132  22],[405.39240506  72.60759494] ; [130.60759494  23.39240506],0
a4,1,0.75928,0.093897,[230 253] ; [76 79],[231.65830721 251.34169279] ; [74.34169279 80.65830721],0
s3,1,0.799407,0.064574,[274 199] ; [91 63],[275.35087719 197.64912281] ; [89.64912281 64.35087719],0
s1,1,0.81191,0.056626,[ 14 461] ; [  4 151],[ 13.57142857 461.42857143] ; [  4.42857143 150.57142857],0
p11,1,0.836432,0.042625,[397  87] ; [126  29],[396.13771518  87.86228482] ; [126.86228482  28.13771518],0
p6,1,0.910154,0.012734,[192 285] ; [60 91],[191.40764331 285.59235669] ; [60.59235669 90.40764331],0
n2,1,0.914851,0.011432,[67 26] ; [27 10],[67.24615385 25.75384615] ; [26.75384615 10.24615385],0
