Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,3.8e-05,16.972545,[ 3 19] ; [22  9],[10.37735849 11.62264151] ; [14.62264151 16.37735849],1
p3,1,0.318866,0.993592,[ 5 17] ; [11 20],[ 6.64150943 15.35849057] ; [ 9.35849057 21.64150943],0
b3,1,0.319137,0.992481,[6 8] ; [ 5 14],[4.66666667 9.33333333] ; [ 6.33333333 12.66666667],0
b2,1,0.319137,0.992481,[6 8] ; [ 5 14],[4.66666667 9.33333333] ; [ 6.33333333 12.66666667],0
d1,1,0.362581,0.828935,[ 2 20] ; [ 1 30],[ 1.24528302 20.75471698] ; [ 1.75471698 29.24528302],0
b1,1,0.364862,0.821089,[10 12] ; [18 13],[11.62264151 10.37735849] ; [16.37735849 14.62264151],0
a6,1,0.384174,0.757304,[ 8 14] ; [15 16],[ 9.54716981 12.45283019] ; [13.45283019 17.54716981],0
s2,1,0.386324,0.750482,[ 6 16] ; [12 19],[ 7.47169811 14.52830189] ; [10.52830189 20.47169811],0
u2,1,0.391153,0.735354,[7 7] ; [8 4],[8.07692308 5.92307692] ; [6.92307692 5.07692308],0
r2,1,0.495559,0.464434,[15  7] ; [23  7],[16.07692308  5.92307692] ; [21.92307692  8.07692308],0
p8,1,0.509367,0.435366,[ 5 16] ; [10 21],[ 6.05769231 14.94230769] ; [ 8.94230769 22.05769231],0
p6,1,0.548992,0.359126,[ 3 19] ; [ 6 24],[ 3.80769231 18.19230769] ; [ 5.19230769 24.80769231],0
r4,1,0.561125,0.33776,[11 11] ; [18 13],[12.03773585  9.96226415] ; [16.96226415 14.03773585],0
s5,1,0.605718,0.266458,[ 2 20] ; [ 4 25],[ 2.58823529 19.41176471] ; [ 3.41176471 25.58823529],0
a5,1,0.682801,0.16699,[ 8 14] ; [13 18],[ 8.71698113 13.28301887] ; [12.28301887 18.71698113],0
b4,1,0.728062,0.120899,[11 11] ; [14 17],[10.37735849 11.62264151] ; [14.62264151 16.37735849],0
a2,1,0.767307,0.087556,[ 1 21] ; [ 2 29],[ 1.24528302 20.75471698] ; [ 1.75471698 29.24528302],0
p7,1,0.801881,0.062958,[11 11] ; [13 15],[10.56 11.44] ; [13.44 14.56],0
s4,1,0.802764,0.062386,[ 3 19] ; [ 5 26],[ 3.32075472 18.67924528] ; [ 4.67924528 26.32075472],0
u1,1,0.803809,0.061713,[ 1 21] ; [ 1 30],[ 0.83018868 21.16981132] ; [ 1.16981132 29.83018868],0
v2,1,0.826831,0.047859,[ 4 16] ; [ 7 24],[ 4.31372549 15.68627451] ; [ 6.68627451 24.31372549],0
a4,1,0.888568,0.019633,[ 6 16] ; [ 9 22],[ 6.22641509 15.77358491] ; [ 8.77358491 22.22641509],0
v3,1,0.917804,0.01065,[ 5 16] ; [ 7 24],[ 4.84615385 16.15384615] ; [ 7.15384615 23.84615385],0
s3,1,0.940435,0.005583,[13  9] ; [18 13],[12.86792453  9.13207547] ; [18.13207547 12.86792453],0
a1,1,0.942619,0.005181,[ 2 20] ; [ 3 28],[ 2.0754717 19.9245283] ; [ 2.9245283 28.0754717],0
n4,1,0.983139,0.000447,[10 12] ; [14 17],[ 9.96226415 12.03773585] ; [14.03773585 16.96226415],0
a8,1,1.0,0.0,[ 3 18] ; [ 4 24],[ 3. 18.] ; [ 4. 24.],0
n5,1,1.0,0.0,[11 11] ; [15 15],[11. 11.] ; [15. 15.],0
n1,1,1.0,0.0,[6 8] ; [3 4],[6. 8.] ; [3. 4.],0
