Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6.9e-05,15.847347,[ 50 103] ; [58 42],[65.31225296 87.68774704] ; [42.68774704 57.31225296],1
p1,1,0.472402,0.516351,[ 11 151] ; [  5 102],[  9.63568773 152.36431227] ; [  6.36431227 100.63568773],0
u2,1,0.530768,0.392921,[32 37] ; [18 16],[33.49514563 35.50485437] ; [16.50485437 17.49514563],0
b1,1,0.581241,0.304233,[66 96] ; [40 67],[63.83643123 98.16356877] ; [42.16356877 64.83643123],0
a2,1,0.613867,0.254582,[ 25 137] ; [19 88],[ 26.49814126 135.50185874] ; [17.50185874 89.49814126],0
d5,1,0.63101,0.230693,[113  48] ; [78 29],[114.74253731  46.25746269] ; [76.25746269 30.74253731],0
b3,1,0.667089,0.185026,[27 57] ; [21 38],[28.1958042 55.8041958] ; [19.8041958 39.1958042],0
b2,1,0.667089,0.185026,[27 57] ; [21 38],[28.1958042 55.8041958] ; [19.8041958 39.1958042],0
d3,1,0.697929,0.150636,[98 62] ; [63 44],[96.47940075 63.52059925] ; [64.52059925 42.47940075],0
s1,1,0.758589,0.094454,[  4 156] ; [  2 102],[  3.63636364 156.36363636] ; [  2.36363636 101.63636364],0
a7,1,0.763789,0.090306,[107  53] ; [69 37],[105.86466165  54.13533835] ; [70.13533835 35.86466165],0
u4,1,0.766851,0.08791,[  1 161] ; [  1 106],[  1.20446097 160.79553903] ; [  0.79553903 106.20446097],0
a8,1,0.78901,0.071608,[ 14 140] ; [10 89],[ 14.60869565 139.39130435] ; [ 9.39130435 89.60869565],0
a1,1,0.847835,0.036818,[ 10 152] ; [  6 101],[  9.63568773 152.36431227] ; [  6.36431227 100.63568773],0
b4,1,0.871569,0.026136,[100  62] ; [65 42],[99.36802974 62.63197026] ; [65.63197026 41.36802974],0
d4,1,0.875663,0.024483,[119  42] ; [80 27],[119.54850746  41.45149254] ; [79.45149254 27.54850746],0
d1,1,0.905958,0.013957,[73 89] ; [49 58],[73.47211896 88.52788104] ; [48.52788104 58.47211896],0
