Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,8e-06,19.890553,[26 22] ; [97 15],[36.9 11.1] ; [86.1 25.9],1
n4,1,0.326477,0.96282,[17 31] ; [49 63],[19.8 28.2] ; [46.2 65.8],0
a2,1,0.333393,0.935673,[ 6 42] ; [21 91],[ 8.1 39.9] ; [18.9 93.1],0
s5,1,0.339368,0.912817,[14 32] ; [24 80],[11.65333333 34.34666667] ; [26.34666667 77.65333333],0
u3,1,0.35784,0.845458,[9 7] ; [27 12],[10.47272727  5.52727273] ; [25.52727273 13.47272727],0
b4,1,0.395397,0.72228,[27 21] ; [71 41],[29.4 18.6] ; [68.6 43.4],0
d1,1,0.407479,0.686143,[21 27] ; [57 55],[23.4 24.6] ; [54.6 57.4],0
n2,1,0.419289,0.652307,[11  5] ; [24 18],[9.65517241 6.34482759] ; [25.34482759 16.65517241],0
n1,1,0.47268,0.515704,[ 3 13] ; [12 31],[ 4.06779661 11.93220339] ; [10.93220339 32.06779661],0
s3,1,0.482727,0.492697,[20 27] ; [54 57],[22.01265823 24.98734177] ; [51.98734177 59.01265823],0
v1,1,0.484751,0.488157,[15 31] ; [42 67],[16.91612903 29.08387097] ; [40.08387097 68.91612903],0
n6,1,0.502294,0.450086,[31 17] ; [66 46],[29.1 18.9] ; [67.9 44.1],0
a7,1,0.568332,0.325482,[31 16] ; [79 33],[32.51572327 14.48427673] ; [77.48427673 34.51572327],0
b2,1,0.570682,0.321543,[12 18] ; [20 39],[10.78651685 19.21348315] ; [21.21348315 37.78651685],0
b3,1,0.570682,0.321543,[12 18] ; [20 39],[10.78651685 19.21348315] ; [21.21348315 37.78651685],0
b5,1,0.570999,0.321013,[31 17] ; [67 45],[29.4 18.6] ; [68.6 43.4],0
d5,1,0.613934,0.254485,[33 14] ; [83 29],[34.28930818 12.71069182] ; [81.71069182 30.28930818],0
s1,1,0.634833,0.225564,[ 3 45] ; [  5 107],[ 2.4 45.6] ; [  5.6 106.4],0
a3,1,0.645809,0.211225,[32 15] ; [72 40],[30.74213836 16.25786164] ; [73.25786164 38.74213836],0
s4,1,0.652653,0.202572,[10 38] ; [27 85],[11.1 36.9] ; [25.9 86.1],0
d4,1,0.678466,0.171858,[39  9] ; [94 18],[39.9  8.1] ; [93.1 18.9],0
p6,1,0.732994,0.116381,[10 37] ; [21 90],[ 9.22151899 37.77848101] ; [21.77848101 89.22151899],0
s7,1,0.756011,0.096549,[14 32] ; [34 69],[14.81879195 31.18120805] ; [33.18120805 69.81879195],0
v3,1,0.783558,0.075452,[10 37] ; [24 79],[10.65333333 36.34666667] ; [23.34666667 79.65333333],0
d3,1,0.786268,0.073527,[30 17] ; [74 38],[30.74213836 16.25786164] ; [73.25786164 38.74213836],0
p5,1,0.81891,0.052417,[ 1 47] ; [  3 108],[ 1.20754717 46.79245283] ; [  2.79245283 108.20754717],0
p1,1,0.832439,0.044764,[ 3 45] ; [  6 105],[ 2.71698113 45.28301887] ; [  6.28301887 104.71698113],0
d2,1,0.834145,0.043844,[21 27] ; [47 65],[20.4 27.6] ; [47.6 64.4],0
a8,1,0.850565,0.035494,[ 4 43] ; [ 8 97],[ 3.71052632 43.28947368] ; [ 8.28947368 96.71052632],0
p4,1,0.855887,0.032983,[17 31] ; [38 74],[16.5 31.5] ; [38.5 73.5],0
p9,1,0.868367,0.027468,[28 17] ; [70 40],[28.4516129 16.5483871] ; [69.5483871 40.4516129],0
u2,1,0.89194,0.018455,[10  6] ; [23 15],[9.77777778 6.22222222] ; [23.22222222 14.77777778],0
p12,1,0.910579,0.012613,[ 1 47] ; [  2 108],[ 0.91139241 47.08860759] ; [  2.08860759 107.91139241],0
p7,1,0.914573,0.011507,[18 30] ; [41 71],[17.7 30.3] ; [41.3 70.7],0
s2,1,0.943852,0.00496,[19 29] ; [45 67],[19.2 28.8] ; [44.8 67.2],0
