Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1e-06,25.093247,[41 27] ; [ 1 26],[30.06315789 37.93684211] ; [11.93684211 15.06315789],1
b1,1,0.084174,2.982415,[41 27] ; [11 16],[37.22105263 30.77894737] ; [14.77894737 12.22105263],0
p10,1,0.091472,2.848273,[40 27] ; [10 15],[36.41304348 30.58695652] ; [13.58695652 11.41304348],0
v4,1,0.093359,2.815485,[57 11] ; [17  8],[54.10752688 13.89247312] ; [19.89247312  5.10752688],0
r1,1,0.093434,2.814184,[52 16] ; [16 11],[48.67368421 19.32631579] ; [19.32631579  7.67368421],0
n5,1,0.100995,2.689764,[38 30] ; [20  7],[41.51578947 26.48421053] ; [16.48421053 10.51578947],0
d2,1,0.109813,2.556916,[35 33] ; [ 9 18],[31.49473684 36.50526316] ; [12.50526316 14.49473684],0
p11,1,0.137323,2.207698,[44 24] ; [13 14],[40.8 27.2] ; [16.2 10.8],0
b2,1,0.151115,2.06096,[10 31] ; [7 9],[12.22807018 28.77192982] ; [ 4.77192982 11.22807018],0
b3,1,0.151115,2.06096,[10 31] ; [7 9],[12.22807018 28.77192982] ; [ 4.77192982 11.22807018],0
a6,1,0.20634,1.59692,[41 27] ; [20  7],[43.66315789 24.33684211] ; [17.33684211  9.66315789],0
p9,1,0.210904,1.565208,[45 23] ; [13 12],[42.40860215 25.59139785] ; [15.59139785  9.40860215],0
p4,1,0.220185,1.503165,[29 38] ; [ 8 19],[26.37234043 40.62765957] ; [10.62765957 16.37234043],0
p8,1,0.273938,1.196923,[18 49] ; [10 16],[20.17204301 46.82795699] ; [ 7.82795699 18.17204301],0
v1,1,0.281786,1.158454,[31 35] ; [ 9 17],[28.69565217 37.30434783] ; [11.30434783 14.69565217],0
b5,1,0.307013,1.043482,[43 25] ; [14 13],[40.8 27.2] ; [16.2 10.8],0
s8,1,0.34043,0.908811,[19 49] ; [ 5 22],[17.17894737 50.82105263] ; [ 6.82105263 20.17894737],0
a8,1,0.367905,0.810729,[ 8 56] ; [ 5 20],[ 9.34831461 54.65168539] ; [ 3.65168539 21.34831461],0
v3,1,0.403154,0.698898,[17 46] ; [ 9 16],[18.61363636 44.38636364] ; [ 7.38636364 17.61363636],0
p7,1,0.426326,0.632811,[34 32] ; [11 15],[32.2826087 33.7173913] ; [12.7173913 13.2826087],0
n2,1,0.433612,0.61313,[17  4] ; [9 4],[16.05882353  4.94117647] ; [9.94117647 3.05882353],0
n1,1,0.435078,0.609231,[ 8 12] ; [7 6],[ 9.09090909 10.90909091] ; [5.90909091 7.09090909],0
s7,1,0.533365,0.387976,[22 41] ; [ 7 18],[20.76136364 42.23863636] ; [ 8.23863636 16.76136364],0
n3,1,0.580912,0.304762,[12  8] ; [6 6],[11.25  8.75] ; [6.75 5.25],0
a2,1,0.621664,0.243535,[13 55] ; [ 4 23],[12.16842105 55.83157895] ; [ 4.83157895 22.16842105],0
b4,1,0.626294,0.23712,[39 29] ; [14 13],[37.93684211 30.06315789] ; [15.06315789 11.93684211],0
r2,1,0.675587,0.175136,[58  8] ; [22  4],[57.39130435  8.60869565] ; [22.60869565  3.39130435],0
a4,1,0.710296,0.137981,[28 40] ; [10 17],[27.2 40.8] ; [10.8 16.2],0
s5,1,0.761398,0.0922,[12 52] ; [ 4 21],[11.50561798 52.49438202] ; [ 4.49438202 20.50561798],0
p6,1,0.806704,0.059868,[14 51] ; [ 5 21],[13.57142857 51.42857143] ; [ 5.42857143 20.57142857],0
s6,1,0.81771,0.053126,[32 36] ; [12 15],[31.49473684 36.50526316] ; [12.50526316 14.49473684],0
s4,1,0.989221,0.000183,[10 58] ; [ 4 23],[10.02105263 57.97894737] ; [ 3.97894737 23.02105263],0
