Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2e-06,22.323579,[40 25] ; [74  5],[51.45833333 13.54166667] ; [62.54166667 16.45833333],1
b2,1,0.071465,3.249056,[16 26] ; [10 38],[12.13333333 29.86666667] ; [13.86666667 34.13333333],0
b3,1,0.071465,3.249056,[16 26] ; [10 38],[12.13333333 29.86666667] ; [13.86666667 34.13333333],0
v1,1,0.076835,3.130617,[16 50] ; [30 49],[20.93793103 45.06206897] ; [25.06206897 53.93793103],0
s3,1,0.107868,2.585181,[15 49] ; [28 50],[19.38028169 44.61971831] ; [23.61971831 54.38028169],0
b5,1,0.149068,2.081762,[36 30] ; [53 27],[40.23287671 25.76712329] ; [48.76712329 31.23287671],0
n5,1,0.201043,1.634785,[37 28] ; [37 43],[33.17241379 31.82758621] ; [40.82758621 39.17241379],0
p6,1,0.204901,1.607091,[ 8 56] ; [16 62],[10.81690141 53.18309859] ; [13.18309859 64.81690141],0
r1,1,0.209878,1.572269,[37 28] ; [53 26],[40.625 24.375] ; [49.375 29.625],0
s8,1,0.246941,1.340529,[ 5 60] ; [11 69],[ 7.17241379 57.82758621] ; [ 8.82758621 71.17241379],0
a8,1,0.332081,0.940767,[ 4 59] ; [ 8 64],[ 5.6 57.4] ; [ 6.4 65.6],0
n6,1,0.343505,0.897308,[35 29] ; [50 30],[37.77777778 26.22222222] ; [47.22222222 32.77777778],0
u2,1,0.34729,0.883336,[14 19] ; [11 24],[12.13235294 20.86764706] ; [12.86764706 22.13235294],0
d5,1,0.386624,0.749533,[40 26] ; [54 26],[42.49315068 23.50684932] ; [51.50684932 28.49315068],0
r2,1,0.402976,0.699429,[51 13] ; [68 12],[52.88888889 11.11111111] ; [66.11111111 13.88888889],0
b1,1,0.432885,0.615069,[34 32] ; [36 44],[31.64383562 34.35616438] ; [38.35616438 41.64383562],0
u3,1,0.489976,0.47658,[16 18] ; [14 22],[14.57142857 19.42857143] ; [15.42857143 20.57142857],0
a3,1,0.497293,0.460708,[32 32] ; [44 35],[34.01398601 29.98601399] ; [41.98601399 37.01398601],0
a4,1,0.531161,0.39217,[24 40] ; [26 54],[22.22222222 41.77777778] ; [27.77777778 52.22222222],0
n4,1,0.569886,0.322873,[38 27] ; [43 37],[36.31034483 28.68965517] ; [44.68965517 35.31034483],0
s5,1,0.572721,0.318151,[ 7 57] ; [11 67],[ 8.11267606 55.88732394] ; [ 9.88732394 68.11267606],0
a2,1,0.660404,0.193034,[ 9 57] ; [13 67],[ 9.94520548 56.05479452] ; [12.05479452 67.94520548],0
s4,1,0.672613,0.178561,[ 6 59] ; [ 9 70],[ 6.77083333 58.22916667] ; [ 8.22916667 70.77083333],0
p12,1,0.676328,0.174288,[ 1 65] ; [ 2 78],[ 1.35616438 64.64383562] ; [ 1.64383562 78.35616438],0
d2,1,0.708068,0.140214,[30 35] ; [34 45],[28.88888889 36.11111111] ; [35.11111111 43.88888889],0
a5,1,0.715408,0.132935,[35 31] ; [40 40],[33.90410959 32.09589041] ; [41.09589041 38.90410959],0
v3,1,0.727311,0.121595,[14 50] ; [19 59],[14.87323944 49.12676056] ; [18.12676056 59.87323944],0
u1,1,0.727589,0.121336,[ 6 60] ; [ 6 74],[ 5.42465753 60.57534247] ; [ 6.57534247 73.42465753],0
d1,1,0.793719,0.068374,[25 41] ; [32 48],[25.76712329 40.23287671] ; [31.23287671 48.76712329],0
b4,1,0.861261,0.030544,[37 29] ; [46 34],[37.52054795 28.47945205] ; [45.47945205 34.52054795],0
s6,1,0.884416,0.021134,[22 43] ; [28 52],[22.4137931 42.5862069] ; [27.5862069 52.4137931],0
d4,1,0.940482,0.005575,[43 23] ; [51 28],[42.7862069 23.2137931] ; [51.2137931 27.7862069],0
p1,1,0.946795,0.004453,[ 4 62] ; [ 5 74],[ 4.09655172 61.90344828] ; [ 4.90344828 74.09655172],0
s2,1,0.971096,0.001313,[12 54] ; [14 64],[11.91666667 54.08333333] ; [14.08333333 63.91666667],0
