Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.014368,5.992415,[ 5 33] ; [11 17],[ 9.21212121 28.78787879] ; [ 6.78787879 21.21212121],0
d2,1,0.547891,0.36111,[19 20] ; [12 17],[17.77941176 21.22058824] ; [13.22058824 15.77941176],0
v4,1,0.556142,0.346428,[30  9] ; [24  5],[30.97058824  8.02941176] ; [23.02941176  5.97058824],0
p7,1,0.562497,0.335399,[13 25] ; [ 8 21],[11.91044776 26.08955224] ; [ 9.08955224 19.91044776],0
a3,1,0.582944,0.3015,[23 16] ; [19 10],[24.08823529 14.91176471] ; [17.91176471 11.08823529],0
n1,1,0.624321,0.239841,[ 5 11] ; [ 3 10],[ 4.4137931 11.5862069] ; [3.5862069 9.4137931],0
p1,1,0.629026,0.233384,[ 4 35] ; [ 2 27],[ 3.44117647 35.55882353] ; [ 2.55882353 26.44117647],0
p9,1,0.658618,0.195207,[16 20] ; [14 14],[16.875 19.125] ; [13.125 14.875],0
a4,1,0.736467,0.113256,[15 24] ; [10 19],[14.33823529 24.66176471] ; [10.66176471 18.33823529],0
n5,1,0.783868,0.075231,[13 25] ; [ 9 20],[12.47761194 25.52238806] ; [ 9.52238806 19.47761194],0
a8,1,0.811127,0.057108,[ 1 38] ; [ 1 27],[ 1.1641791 37.8358209] ; [ 0.8358209 27.1641791],0
r4,1,0.841165,0.040162,[26 13] ; [20  9],[26.38235294 12.61764706] ; [19.61764706  9.38235294],0
p5,1,0.84568,0.037882,[ 1 37] ; [ 1 28],[ 1.13432836 36.86567164] ; [ 0.86567164 28.13432836],0
s2,1,0.863432,0.029586,[14 25] ; [11 18],[14.33823529 24.66176471] ; [10.66176471 18.33823529],0
u3,1,0.898564,0.01625,[10  6] ; [6 4],[9.84615385 6.15384615] ; [6.15384615 3.84615385],0
n6,1,0.913519,0.011794,[21 18] ; [16 13],[21.22058824 17.77941176] ; [15.77941176 13.22058824],0
