Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,32.675788,[97 16] ; [ 9 18],[85.55714286 27.44285714] ; [20.44285714  6.55714286],1
s8,1,0.398025,0.714286,[24 88] ; [ 4 24],[22.4 89.6] ; [ 5.6 22.4],0
p7,1,0.446129,0.580467,[51 61] ; [15 13],[52.8 59.2] ; [13.2 14.8],0
b4,1,0.524846,0.404361,[68 45] ; [15 13],[66.5177305 46.4822695] ; [16.4822695 11.5177305],0
n2,1,0.544784,0.366745,[17 15] ; [7 4],[17.86046512 14.13953488] ; [6.13953488 4.86046512],0
r2,1,0.558406,0.342471,[96 15] ; [23  5],[95.02877698 15.97122302] ; [23.97122302  4.02877698],0
n3,1,0.581729,0.303448,[21 12] ; [8 3],[21.75 11.25] ; [7.25 3.75],0
p5,1,0.584953,0.298295,[  7 105] ; [ 1 27],[  6.4 105.6] ; [ 1.6 26.4],0
s6,1,0.588239,0.293103,[39 72] ; [ 8 19],[37.80434783 73.19565217] ; [ 9.19565217 17.80434783],0
s5,1,0.59041,0.289704,[22 88] ; [ 4 22],[21.02941176 88.97058824] ; [ 4.97058824 21.02941176],0
p9,1,0.649667,0.20632,[71 40] ; [16 11],[69.97826087 41.02173913] ; [17.02173913  9.97826087],0
p2,1,0.650971,0.204678,[75 37] ; [20  8],[76. 36.] ; [19.  9.],0
s2,1,0.677786,0.172629,[16 97] ; [ 3 24],[15.33571429 97.66428571] ; [ 3.66428571 23.33571429],0
p11,1,0.681825,0.168079,[72 41] ; [19  9],[72.92907801 40.07092199] ; [18.07092199  9.92907801],0
b2,1,0.689407,0.159728,[18 46] ; [ 5 10],[18.63291139 45.36708861] ; [ 4.36708861 10.63291139],0
b3,1,0.689407,0.159728,[18 46] ; [ 5 10],[18.63291139 45.36708861] ; [ 4.36708861 10.63291139],0
u2,1,0.702433,0.145953,[18 20] ; [9 8],[18.65454545 19.34545455] ; [8.34545455 8.65454545],0
n6,1,0.753408,0.098689,[69 44] ; [18 10],[69.72340426 43.27659574] ; [17.27659574 10.72340426],0
s4,1,0.787786,0.072462,[14 99] ; [ 4 24],[14.42553191 98.57446809] ; [ 3.57446809 24.42553191],0
u3,1,0.805651,0.060536,[21 17] ; [10  7],[21.41818182 16.58181818] ; [9.58181818 7.41818182],0
v4,1,0.807473,0.059383,[99 14] ; [25  3],[99.37588652 13.62411348] ; [24.62411348  3.37588652],0
p3,1,0.857963,0.032029,[38 74] ; [ 9 19],[37.6 74.4] ; [ 9.4 18.6],0
b5,1,0.886494,0.020375,[71 42] ; [18 10],[71.32624113 41.67375887] ; [17.67375887 10.32624113],0
p4,1,0.93082,0.007537,[43 69] ; [11 17],[43.2 68.8] ; [10.8 17.2],0
p10,1,0.985146,0.000347,[62 50] ; [15 12],[62.04316547 49.95683453] ; [14.95683453 12.04316547],0
r3,1,0.988377,0.000212,[101  12] ; [25  3],[100.9787234  12.0212766] ; [25.0212766  2.9787234],0
a1,1,0.993541,6.6e-05,[  4 109] ; [ 1 27],[  4.0070922 108.9929078] ; [ 0.9929078 27.0070922],0
