Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,29.452582,[ 5 60] ; [19 14],[15.91836735 49.08163265] ; [ 8.08163265 24.91836735],1
p6,1,0.360223,0.837117,[ 3 62] ; [ 3 29],[ 4.02061856 60.97938144] ; [ 1.97938144 30.02061856],0
u1,1,0.39766,0.71539,[ 8 59] ; [ 6 27],[ 9.38 57.62] ; [ 4.62 28.38],0
v4,1,0.40462,0.694555,[47 20] ; [25  7],[48.72727273 18.27272727] ; [23.27272727  8.72727273],0
a2,1,0.421678,0.645635,[17 50] ; [ 6 27],[15.41 51.59] ; [ 7.59 25.41],0
p4,1,0.430125,0.622485,[17 49] ; [11 22],[18.66666667 47.33333333] ; [ 9.33333333 23.66666667],0
a6,1,0.430419,0.621692,[44 23] ; [19 14],[42.21 24.79] ; [20.79 12.21],0
n1,1,0.446931,0.578423,[10 22] ; [6 8],[11.13043478 20.86956522] ; [4.86956522 9.13043478],0
u3,1,0.45675,0.553846,[12 14] ; [6 4],[13. 13.] ; [5. 5.],0
a3,1,0.457316,0.552455,[41 25] ; [23 10],[42.66666667 23.33333333] ; [21.33333333 11.66666667],0
a1,1,0.471012,0.519602,[ 7 60] ; [ 2 31],[ 6.03 60.97] ; [ 2.97 30.03],0
d5,1,0.539265,0.376903,[49 18] ; [26  7],[50.25 16.75] ; [24.75  8.25],0
n3,1,0.598735,0.276909,[17 14] ; [6 7],[16.20454545 14.79545455] ; [6.79545455 6.20454545],0
p5,1,0.605517,0.266755,[ 1 66] ; [ 1 32],[ 1.34 65.66] ; [ 0.66 32.34],0
a8,1,0.661725,0.191434,[ 3 61] ; [ 2 27],[ 3.44086022 60.55913978] ; [ 1.55913978 27.44086022],0
a4,1,0.668524,0.183333,[29 37] ; [16 17],[30. 36.] ; [15. 18.],0
n6,1,0.728375,0.120609,[41 26] ; [19 14],[40.2 26.8] ; [19.8 13.2],0
d4,1,0.743555,0.107027,[50 16] ; [24  9],[49.33333333 16.66666667] ; [24.66666667  8.33333333],0
v3,1,0.750824,0.10084,[18 46] ; [10 22],[18.66666667 45.33333333] ; [ 9.33333333 22.66666667],0
b2,1,0.752198,0.099694,[15 29] ; [ 8 13],[15.56923077 28.43076923] ; [ 7.43076923 13.56923077],0
b3,1,0.752198,0.099694,[15 29] ; [ 8 13],[15.56923077 28.43076923] ; [ 7.43076923 13.56923077],0
d3,1,0.818734,0.05252,[39 28] ; [20 13],[39.53 27.47] ; [19.47 13.53],0
v2,1,0.847218,0.037121,[24 42] ; [11 21],[23.57142857 42.42857143] ; [11.42857143 20.57142857],0
n2,1,0.851283,0.03515,[18 14] ; [8 7],[17.70212766 14.29787234] ; [8.29787234 6.70212766],0
b5,1,0.942346,0.00523,[34 33] ; [17 16],[34.17 32.83] ; [16.83 16.17],0
