Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,6.7e-05,15.886527,[121  13] ; [93 38],[108.21132075  25.78867925] ; [105.78867925  25.21132075],1
b4,1,0.366588,0.815199,[84 50] ; [75 56],[80.4 53.6] ; [78.6 52.4],0
u3,1,0.377365,0.779268,[17  9] ; [15 13],[15.40740741 10.59259259] ; [16.59259259 11.40740741],0
p2,1,0.410821,0.676425,[120  14] ; [113  18],[117.81886792  16.18113208] ; [115.18113208  15.81886792],0
s1,1,0.430414,0.621707,[  4 130] ; [  2 128],[  3.04545455 130.95454545] ; [  2.95454545 127.04545455],0
s3,1,0.475757,0.508574,[79 54] ; [71 58],[76.14503817 56.85496183] ; [73.85496183 55.14503817],0
r2,1,0.486222,0.484876,[128   5] ; [128   3],[128.96969697   4.03030303] ; [127.03030303   3.96969697],0
u2,1,0.486543,0.484162,[15 11] ; [13 14],[13.73584906 12.26415094] ; [14.26415094 12.73584906],0
d1,1,0.515012,0.42387,[91 43] ; [84 47],[88.49056604 45.50943396] ; [86.50943396 44.49056604],0
a2,1,0.586112,0.296457,[43 91] ; [38 93],[40.95849057 93.04150943] ; [40.04150943 90.95849057],0
d2,1,0.593874,0.284335,[78 56] ; [72 59],[75.8490566 58.1509434] ; [74.1509434 56.8490566],0
d3,1,0.600963,0.273545,[96 38] ; [90 41],[94.05283019 39.94716981] ; [91.94716981 39.05283019],0
a3,1,0.601221,0.273159,[108  25] ; [103  28],[106.29924242  26.70075758] ; [104.70075758  26.29924242],0
p10,1,0.649974,0.205933,[121  12] ; [117  14],[119.90151515  13.09848485] ; [118.09848485  12.90151515],0
a8,1,0.676998,0.173525,[ 17 103] ; [19 99],[ 18.1512605 101.8487395] ; [ 17.8487395 100.1512605],0
b5,1,0.684439,0.165172,[79 55] ; [74 57],[77.36603774 56.63396226] ; [75.63396226 55.36603774],0
d5,1,0.783189,0.075716,[114  20] ; [113  18],[114.78490566  19.21509434] ; [112.21509434  18.78490566],0
a4,1,0.80261,0.062485,[67 67] ; [63 67],[65.98484848 68.01515152] ; [64.01515152 65.98484848],0
a6,1,0.849242,0.036133,[93 40] ; [93 38],[93.70454545 39.29545455] ; [92.29545455 38.70454545],0
a5,1,0.92747,0.008286,[113  21] ; [111  20],[113.26792453  20.73207547] ; [110.73207547  20.26792453],0
n5,1,0.933913,0.006876,[111  22] ; [108  22],[110.74904943  22.25095057] ; [108.25095057  21.74904943],0
d4,1,0.939892,0.005686,[115  19] ; [112  19],[114.78490566  19.21509434] ; [112.21509434  18.78490566],0
n1,1,0.972566,0.001183,[10 11] ; [8 9],[ 9.94736842 11.05263158] ; [8.05263158 8.94736842],0
v3,1,0.980608,0.000591,[78 53] ; [77 52],[78.09615385 52.90384615] ; [76.90384615 52.09615385],0
