Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,3.8e-05,16.988379,[19 15] ; [ 8 47],[10.31460674 23.68539326] ; [16.68539326 38.31460674],1
n2,1,0.328626,0.954305,[8 1] ; [16  6],[6.96774194 2.03225806] ; [17.03225806  4.96774194],0
a4,1,0.349239,0.876221,[13 21] ; [17 42],[10.96774194 23.03225806] ; [19.03225806 39.96774194],0
r2,1,0.372979,0.793716,[31  3] ; [50  9],[29.61290323  4.38709677] ; [51.38709677  7.61290323],0
b5,1,0.407828,0.685123,[22 12] ; [43 16],[23.76344086 10.23655914] ; [41.23655914 17.76344086],0
v2,1,0.413197,0.669584,[16 17] ; [23 35],[14.14285714 18.85714286] ; [24.85714286 33.14285714],0
d1,1,0.416333,0.660643,[15 19] ; [21 38],[13.16129032 20.83870968] ; [22.83870968 36.16129032],0
p1,1,0.446757,0.578866,[ 1 32] ; [ 4 55],[ 1.79347826 31.20652174] ; [ 3.20652174 55.79347826],0
u3,1,0.466904,0.529294,[8 7] ; [13 18],[6.84782609 8.15217391] ; [14.15217391 16.84782609],0
a3,1,0.481126,0.49631,[19 15] ; [28 30],[17.36956522 16.63043478] ; [29.63043478 28.36956522],0
d5,1,0.486463,0.484341,[22 11] ; [35 24],[20.44565217 12.55434783] ; [36.55434783 22.44565217],0
r3,1,0.495823,0.463866,[31  3] ; [51  8],[29.97849462  4.02150538] ; [52.02150538  6.97849462],0
v1,1,0.520848,0.412213,[14 20] ; [20 38],[12.56521739 21.43478261] ; [21.43478261 36.56521739],0
a1,1,0.56828,0.325568,[ 2 32] ; [ 2 57],[ 1.46236559 32.53763441] ; [ 2.53763441 56.46236559],0
n1,1,0.625585,0.238095,[3 6] ; [ 9 12],[3.6 5.4] ; [ 8.4 12.6],0
p2,1,0.627768,0.235099,[25  9] ; [46 13],[25.95698925  8.04301075] ; [45.04301075 13.95698925],0
p3,1,0.66114,0.192141,[16 18] ; [25 34],[14.98924731 19.01075269] ; [26.01075269 32.98924731],0
v3,1,0.678062,0.172316,[ 9 23] ; [14 44],[ 8.17777778 23.82222222] ; [14.82222222 43.17777778],0
n6,1,0.683443,0.166276,[23 10] ; [38 20],[22.12087912 10.87912088] ; [38.87912088 19.12087912],0
n4,1,0.684248,0.165383,[21 12] ; [35 24],[20.08695652 12.91304348] ; [35.91304348 23.08695652],0
u2,1,0.759265,0.093909,[6 9] ; [13 16],[6.47727273 8.52272727] ; [12.52272727 16.47727273],0
v4,1,0.812592,0.056209,[31  3] ; [52  6],[30.67391304  3.32608696] ; [52.32608696  5.67391304],0
b1,1,0.813219,0.055826,[17 17] ; [31 28],[17.5483871 16.4516129] ; [30.4516129 28.5483871],0
a7,1,0.835128,0.043318,[20 14] ; [36 23],[20.47311828 13.52688172] ; [35.52688172 23.47311828],0
b4,1,0.869989,0.026789,[19 15] ; [34 25],[19.37634409 14.62365591] ; [33.62365591 25.37634409],0
a5,1,0.877984,0.02357,[19 15] ; [32 27],[18.64516129 15.35483871] ; [32.35483871 26.64516129],0
p11,1,0.877984,0.02357,[19 15] ; [32 27],[18.64516129 15.35483871] ; [32.35483871 26.64516129],0
s1,1,0.884723,0.021021,[ 2 32] ; [ 3 55],[ 1.84782609 32.15217391] ; [ 3.15217391 54.84782609],0
r4,1,0.904638,0.014353,[28  6] ; [48 11],[27.78494624  6.21505376] ; [48.21505376 10.78494624],0
p9,1,0.940387,0.005592,[13 20] ; [22 35],[12.83333333 20.16666667] ; [22.16666667 34.83333333],0
