Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,7e-05,15.820037,[62 37] ; [54  5],[72.6835443 26.3164557] ; [43.3164557 15.6835443],1
a6,1,0.164846,1.929198,[51 47] ; [38 22],[55.20253165 42.79746835] ; [33.79746835 26.20253165],0
a1,1,0.187454,1.737512,[11 88] ; [ 3 57],[ 8.71698113 90.28301887] ; [ 5.28301887 54.71698113],0
p2,1,0.237153,1.397436,[51 47] ; [37 23],[54.58227848 43.41772152] ; [33.41772152 26.58227848],0
d3,1,0.241004,1.374713,[50 46] ; [37 23],[53.53846154 42.46153846] ; [33.46153846 26.53846154],0
n1,1,0.247074,1.339775,[20 26] ; [ 5 13],[17.96875 28.03125] ; [ 7.03125 10.96875],0
u1,1,0.254328,1.299371,[ 9 90] ; [ 9 51],[11.20754717 87.79245283] ; [ 6.79245283 53.20754717],0
p9,1,0.278733,1.173256,[43 52] ; [32 27],[46.26623377 48.73376623] ; [28.73376623 30.26623377],0
a8,1,0.285293,1.141701,[ 8 86] ; [ 2 50],[ 6.43835616 87.56164384] ; [ 3.56164384 48.43835616],0
u4,1,0.29664,1.089239,[ 1 98] ; [ 2 58],[ 1.86792453 97.13207547] ; [ 1.13207547 58.86792453],0
n3,1,0.299465,1.076575,[23 21] ; [12  6],[24.83870968 19.16129032] ; [10.16129032  7.83870968],0
d2,1,0.317979,0.997241,[39 58] ; [29 31],[42.01273885 54.98726115] ; [25.98726115 34.01273885],0
u3,1,0.3276,0.95836,[18 25] ; [10  8],[19.73770492 23.26229508] ; [8.26229508 9.73770492],0
s1,1,0.368948,0.807205,[11 88] ; [ 4 55],[ 9.39873418 89.60126582] ; [ 5.60126582 53.39873418],0
b3,1,0.381279,0.766574,[19 42] ; [11 16],[20.79545455 40.20454545] ; [ 9.20454545 17.79545455],0
b2,1,0.381279,0.766574,[19 42] ; [11 16],[20.79545455 40.20454545] ; [ 9.20454545 17.79545455],0
s7,1,0.399787,0.708967,[26 67] ; [19 36],[28.27702703 64.72297297] ; [16.72297297 38.27702703],0
n5,1,0.452963,0.563226,[63 36] ; [34 25],[60.77848101 38.22151899] ; [36.22151899 22.77848101],0
a7,1,0.516327,0.421223,[62 36] ; [41 19],[63.88607595 34.11392405] ; [39.11392405 20.88607595],0
p7,1,0.537854,0.379532,[39 59] ; [26 32],[40.83333333 57.16666667] ; [24.16666667 33.83333333],0
n2,1,0.565445,0.330364,[25 22] ; [11  7],[26.03076923 20.96923077] ; [9.96923077 8.03076923],0
b4,1,0.582312,0.302511,[50 49] ; [33 27],[51.67924528 47.32075472] ; [31.32075472 28.67924528],0
s3,1,0.600719,0.273913,[37 60] ; [25 34],[38.55128205 58.44871795] ; [23.44871795 35.55128205],0
p8,1,0.678752,0.171534,[29 69] ; [19 39],[30.15384615 67.84615385] ; [17.84615385 40.15384615],0
p3,1,0.83492,0.043429,[30 68] ; [19 40],[30.58598726 67.41401274] ; [18.41401274 40.58598726],0
n4,1,0.894263,0.017666,[60 39] ; [37 23],[60.39622642 38.60377358] ; [36.60377358 23.39622642],0
b5,1,0.939629,0.005736,[60 39] ; [36 24],[59.77358491 39.22641509] ; [36.22641509 23.77358491],0
s4,1,0.970907,0.00133,[13 86] ; [ 8 52],[13.0754717 85.9245283] ; [ 7.9245283 52.0754717],0
