Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000305,13.039451,[23 89] ; [14 11],[30.24817518 81.75182482] ; [ 6.75182482 18.24817518],1
n3,1,0.532884,0.388889,[23 19] ; [9 5],[24. 18.] ; [8. 6.],0
a4,1,0.614929,0.253059,[56 60] ; [15 13],[57.19444444 58.80555556] ; [13.80555556 14.19444444],0
r1,1,0.628679,0.233856,[78 39] ; [20  8],[79.07586207 37.92413793] ; [18.92413793  9.07586207],0
s1,1,0.682874,0.166908,[  6 110] ; [ 2 26],[  6.44444444 109.55555556] ; [ 1.55555556 26.44444444],0
r3,1,0.719467,0.129004,[97 20] ; [24  4],[97.63448276 19.36551724] ; [23.36551724  4.63448276],0
b2,1,0.73176,0.117502,[29 48] ; [ 6 12],[28.36842105 48.63157895] ; [ 6.63157895 11.36842105],0
b3,1,0.73176,0.117502,[29 48] ; [ 6 12],[28.36842105 48.63157895] ; [ 6.63157895 11.36842105],0
v3,1,0.735459,0.114158,[36 73] ; [ 8 19],[35.26470588 73.73529412] ; [ 8.73529412 18.26470588],0
d1,1,0.771821,0.084096,[76 41] ; [19  9],[76.65517241 40.34482759] ; [18.34482759  9.65517241],0
b1,1,0.775864,0.081061,[55 62] ; [14 14],[55.67586207 61.32413793] ; [13.32413793 14.67586207],0
n2,1,0.786748,0.07319,[30 14] ; [9 5],[29.5862069 14.4137931] ; [9.4137931 4.5862069],0
u1,1,0.799353,0.06461,[19 98] ; [ 4 24],[18.55862069 98.44137931] ; [ 4.44137931 23.55862069],0
a1,1,0.808591,0.058682,[ 10 107] ; [ 2 26],[  9.68275862 107.31724138] ; [ 2.31724138 25.68275862],0
p4,1,0.82601,0.048321,[35 79] ; [ 8 20],[34.52112676 79.47887324] ; [ 8.47887324 19.52112676],0
p12,1,0.893754,0.017837,[  5 112] ; [ 1 26],[  4.875 112.125] ; [ 1.125 25.875],0
p1,1,0.921427,0.009729,[  9 108] ; [ 2 26],[  8.87586207 108.12413793] ; [ 2.12413793 25.87586207],0
b5,1,0.931555,0.007377,[70 47] ; [17 11],[70.2 46.8] ; [16.8 11.2],0
n1,1,0.947693,0.004304,[18 25] ; [6 8],[18.10526316 24.89473684] ; [5.89473684 8.10526316],0
