Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,36.268636,[218  90] ; [101 124],[184.33771107 123.66228893] ; [134.66228893  90.33771107],1
b2,1,0.025017,5.022697,[ 88 121] ; [40 93],[ 78.22222222 130.77777778] ; [49.77777778 83.22222222],0
b3,1,0.025017,5.022697,[ 88 121] ; [40 93],[ 78.22222222 130.77777778] ; [49.77777778 83.22222222],0
p8,1,0.029058,4.76418,[220  90] ; [144  88],[208.19188192 101.80811808] ; [155.80811808  76.19188192],0
p5,1,0.03224,4.585666,[ 52 260] ; [ 24 210],[ 43.42857143 268.57142857] ; [ 32.57142857 201.42857143],0
a5,1,0.036465,4.375222,[244  69] ; [164  70],[233.46252285  79.53747715] ; [174.53747715  59.46252285],0
b5,1,0.04212,4.130356,[193 120] ; [124 110],[181.39122486 131.60877514] ; [135.60877514  98.39122486],0
d2,1,0.047477,3.928391,[162 150] ; [101 132],[150.56146789 161.43853211] ; [112.43853211 120.56146789],0
p11,1,0.054323,3.702732,[266  47] ; [184  50],[257.49542962  55.50457038] ; [192.50457038  41.49542962],0
s7,1,0.069684,3.290443,[172 127] ; [112 114],[161.7447619 137.2552381] ; [122.2552381 103.7447619],0
b4,1,0.076525,3.137212,[183 130] ; [119 115],[172.80804388 140.19195612] ; [129.19195612 104.80804388],0
r2,1,0.079255,3.080114,[297  11] ; [216  16],[292.6  15.4] ; [220.4  11.6],0
p1,1,0.09164,2.845331,[ 33 279] ; [ 15 218],[ 27.47889908 284.52110092] ; [ 20.52110092 212.47889908],0
p12,1,0.09714,2.751887,[ 31 280] ; [ 14 219],[ 25.72610294 285.27389706] ; [ 19.27389706 213.72610294],0
p2,1,0.111097,2.538546,[285  27] ; [203  30],[279.36880734  32.63119266] ; [208.63119266  24.36880734],0
s6,1,0.117134,2.455232,[222  83] ; [153  77],[213.78504673  91.21495327] ; [161.21495327  68.78504673],0
a2,1,0.120259,2.413948,[ 85 228] ; [ 50 184],[ 77.24862888 235.75137112] ; [ 57.75137112 176.24862888],0
s4,1,0.214283,1.542251,[ 49 261] ; [ 46 185],[ 54.43622921 255.56377079] ; [ 40.56377079 190.43622921],0
r4,1,0.216185,1.529518,[297  16] ; [216  18],[293.54478976  19.45521024] ; [219.45521024  14.54478976],0
d3,1,0.248501,1.331712,[225  87] ; [156  75],[218.91712707  93.08287293] ; [162.08287293  68.91712707],0
v4,1,0.270283,1.215311,[302   8] ; [223  10],[299.72375691  10.27624309] ; [225.27624309   7.72375691],0
a8,1,0.275666,1.188334,[ 51 228] ; [ 32 187],[ 46.5 232.5] ; [ 36.5 182.5],0
u3,1,0.335455,0.927726,[41 29] ; [39 38],[38.0952381 31.9047619] ; [41.9047619 35.0952381],0
b1,1,0.336357,0.924266,[121 192] ; [100 134],[126.45886654 186.54113346] ; [ 94.54113346 139.45886654],0
a1,1,0.39798,0.714423,[ 20 293] ; [ 11 223],[ 17.73857404 295.26142596] ; [ 13.26142596 220.73857404],0
u2,1,0.43717,0.603698,[35 34] ; [44 33],[37.33561644 31.66438356] ; [41.66438356 35.33561644],0
n2,1,0.443911,0.586151,[39  9] ; [42 14],[37.38461538 10.61538462] ; [43.61538462 12.38461538],0
s2,1,0.526321,0.401489,[168 143] ; [120 114],[164.34495413 146.65504587] ; [123.65504587 110.34495413],0
a6,1,0.603209,0.270183,[207 104] ; [160  73],[209.81066176 101.18933824] ; [157.18933824  75.81066176],0
a7,1,0.739289,0.110752,[225  87] ; [165  68],[223.26605505  88.73394495] ; [166.73394495  66.26605505],0
s1,1,0.885101,0.020882,[ 10 299] ; [  7 225],[  9.70979667 299.29020333] ; [  7.29020333 224.70979667],0
s3,1,0.933523,0.006958,[180 128] ; [137  96],[180.47319778 127.52680222] ; [136.52680222  96.47319778],0
n3,1,0.940933,0.00549,[38 10] ; [44 12],[37.84615385 10.15384615] ; [44.15384615 11.84615385],0
