Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-05,19.47658,[ 7 42] ; [26 19],[17.20212766 31.79787234] ; [15.79787234 29.20212766],1
p5,1,0.139424,2.184304,[ 1 48] ; [ 4 41],[ 2.60638298 46.39361702] ; [ 2.39361702 42.60638298],0
a4,1,0.191635,1.705,[ 7 42] ; [11 33],[ 9.48387097 39.51612903] ; [ 8.51612903 35.48387097],0
s4,1,0.211137,1.563613,[ 7 42] ; [11 34],[ 9.38297872 39.61702128] ; [ 8.61702128 36.38297872],0
v3,1,0.215416,1.534651,[10 36] ; [15 30],[12.63736264 33.36263736] ; [12.36263736 32.63736264],0
b2,1,0.225564,1.46862,[15 13] ; [ 8 14],[12.88 15.12] ; [10.12 11.88],0
b3,1,0.225564,1.46862,[15 13] ; [ 8 14],[12.88 15.12] ; [10.12 11.88],0
d1,1,0.267015,1.232018,[ 1 48] ; [ 3 42],[ 2.08510638 46.91489362] ; [ 1.91489362 43.08510638],0
n1,1,0.273344,1.199887,[ 8 15] ; [6 5],[ 9.47058824 13.52941176] ; [4.52941176 6.47058824],0
a8,1,0.277369,1.179937,[ 4 42] ; [ 7 36],[ 5.68539326 40.31460674] ; [ 5.31460674 37.68539326],0
p2,1,0.293314,1.104349,[23 26] ; [26 19],[25.54255319 23.45744681] ; [23.45744681 21.54255319],0
s6,1,0.374255,0.789487,[20 29] ; [22 22],[22.12903226 26.87096774] ; [19.87096774 24.12903226],0
n4,1,0.379588,0.772037,[33 16] ; [34 11],[34.92553191 14.07446809] ; [32.07446809 12.92553191],0
s8,1,0.396151,0.71998,[11 38] ; [ 7 38],[ 9.38297872 39.61702128] ; [ 8.61702128 36.38297872],0
s5,1,0.422857,0.642361,[ 7 40] ; [ 9 33],[ 8.4494382 38.5505618] ; [ 7.5505618 34.4494382],0
n3,1,0.424427,0.638024,[11 10] ; [8 4],[12.09090909  8.90909091] ; [6.90909091 5.09090909],0
p12,1,0.478294,0.502751,[ 4 45] ; [ 2 42],[ 3.16129032 45.83870968] ; [ 2.83870968 41.16129032],0
p8,1,0.547099,0.362541,[15 34] ; [11 33],[13.69892473 35.30107527] ; [12.30107527 31.69892473],0
a2,1,0.576914,0.31125,[ 2 47] ; [ 3 42],[ 2.60638298 46.39361702] ; [ 2.39361702 42.60638298],0
s1,1,0.607685,0.26356,[ 3 45] ; [ 4 40],[ 3.65217391 44.34782609] ; [ 3.34782609 40.65217391],0
d2,1,0.641994,0.216144,[ 9 40] ; [10 35],[ 9.90425532 39.09574468] ; [ 9.09574468 35.90425532],0
p3,1,0.746108,0.104831,[10 39] ; [ 8 37],[ 9.38297872 39.61702128] ; [ 8.61702128 36.38297872],0
s7,1,0.804145,0.061497,[12 36] ; [12 32],[12.52173913 35.47826087] ; [11.47826087 32.52173913],0
p1,1,0.874481,0.024954,[ 6 43] ; [ 6 39],[ 6.25531915 42.74468085] ; [ 5.74468085 39.25531915],0
a1,1,0.914134,0.011626,[ 3 46] ; [ 3 42],[ 3.12765957 45.87234043] ; [ 2.87234043 42.12765957],0
b4,1,0.920815,0.009882,[30 19] ; [28 17],[30.23404255 18.76595745] ; [27.76595745 17.23404255],0
u2,1,0.940435,0.005583,[13 18] ; [ 9 13],[12.86792453 18.13207547] ; [ 9.13207547 12.86792453],0
n5,1,0.972892,0.001155,[35 14] ; [32 13],[34.92553191 14.07446809] ; [32.07446809 12.92553191],0
