Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.5e-05,17.767695,[ 7 29] ; [31 16],[16.48192771 19.51807229] ; [21.51807229 25.48192771],1
b1,1,0.476168,0.507627,[21 16] ; [23 24],[19.38095238 17.61904762] ; [24.61904762 22.38095238],0
u2,1,0.507903,0.438386,[ 5 11] ; [ 8 11],[ 5.94285714 10.05714286] ; [ 7.05714286 11.94285714],0
v2,1,0.521766,0.410401,[19 17] ; [21 25],[17.56097561 18.43902439] ; [22.43902439 23.56097561],0
n4,1,0.540073,0.375404,[22 15] ; [31 16],[23.3452381 13.6547619] ; [29.6547619 17.3452381],0
p11,1,0.543384,0.369303,[19 18] ; [21 26],[17.61904762 19.38095238] ; [22.38095238 24.61904762],0
a5,1,0.570835,0.321287,[23 14] ; [32 15],[24.22619048 12.77380952] ; [30.77380952 16.22619048],0
d3,1,0.577239,0.31072,[28  9] ; [33 14],[26.86904762 10.13095238] ; [34.13095238 12.86904762],0
a2,1,0.594001,0.284139,[ 8 29] ; [ 8 39],[ 7.04761905 29.95238095] ; [ 8.95238095 38.04761905],0
a3,1,0.61176,0.257619,[20 17] ; [28 19],[21.14285714 15.85714286] ; [26.85714286 20.14285714],0
d2,1,0.641317,0.217024,[20 17] ; [23 24],[18.94047619 18.05952381] ; [24.05952381 22.94047619],0
d4,1,0.676146,0.174497,[29  8] ; [35 12],[28.19047619  8.80952381] ; [35.80952381 11.19047619],0
v1,1,0.682192,0.167669,[15 22] ; [17 30],[14.0952381 22.9047619] ; [17.9047619 29.0952381],0
v4,1,0.686238,0.163188,[32  5] ; [42  5],[32.5952381  4.4047619] ; [41.4047619  5.5952381],0
r3,1,0.694922,0.153809,[34  3] ; [42  5],[33.47619048  3.52380952] ; [42.52380952  4.47619048],0
b3,1,0.717201,0.13119,[ 9 19] ; [11 19],[ 9.65517241 18.34482759] ; [10.34482759 19.65517241],0
b2,1,0.717201,0.13119,[ 9 19] ; [11 19],[ 9.65517241 18.34482759] ; [10.34482759 19.65517241],0
a4,1,0.717357,0.131039,[18 19] ; [21 26],[17.17857143 19.82142857] ; [21.82142857 25.17857143],0
n2,1,0.741854,0.108503,[11  3] ; [11  4],[10.62068966  3.37931034] ; [11.37931034  3.62068966],0
d1,1,0.744485,0.106224,[21 16] ; [25 22],[20.26190476 16.73809524] ; [25.73809524 21.26190476],0
u1,1,0.789469,0.071289,[ 7 30] ; [10 37],[ 7.48809524 29.51190476] ; [ 9.51190476 37.48809524],0
p6,1,0.83827,0.04166,[13 23] ; [18 29],[13.44578313 22.55421687] ; [17.55421687 29.44578313],0
a7,1,0.916725,0.010933,[24 13] ; [31 16],[24.22619048 12.77380952] ; [30.77380952 16.22619048],0
s1,1,0.947166,0.004391,[ 3 34] ; [ 4 43],[ 3.08333333 33.91666667] ; [ 3.91666667 43.08333333],0
r2,1,0.949946,0.003941,[32  5] ; [40  6],[32.09638554  4.90361446] ; [39.90361446  6.09638554],0
u3,1,0.954999,0.003184,[10  7] ; [11  8],[9.91666667 7.08333333] ; [11.08333333  7.91666667],0
a8,1,0.977157,0.00082,[ 4 29] ; [ 5 37],[ 3.96 29.04] ; [ 5.04 36.96],0
b4,1,0.991494,0.000114,[22 15] ; [28 19],[22.02380952 14.97619048] ; [27.97619048 19.02380952],0
