Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,36.065574,[ 4 57] ; [18  9],[15.25 45.75] ; [ 6.75 20.25],1
n1,1,0.041173,4.168871,[ 5 14] ; [6 3],[ 7.46428571 11.53571429] ; [3.53571429 5.46428571],0
d3,1,0.046152,3.976032,[31 31] ; [19  7],[35.22727273 26.77272727] ; [14.77272727 11.22727273],0
p5,1,0.047703,3.920407,[ 2 59] ; [ 4 23],[ 4.15909091 56.84090909] ; [ 1.84090909 25.15909091],0
n4,1,0.052233,3.768296,[34 28] ; [20  6],[38.04545455 23.95454545] ; [15.95454545 10.04545455],0
u3,1,0.089152,2.889611,[13 20] ; [7 3],[15.34883721 17.65116279] ; [4.65116279 5.34883721],0
d5,1,0.093369,2.815314,[36 26] ; [20  6],[39.45454545 22.54545455] ; [16.54545455  9.45454545],0
d1,1,0.11039,2.548624,[21 41] ; [14 13],[24.38202247 37.61797753] ; [10.61797753 16.38202247],0
r4,1,0.116178,2.468103,[49 13] ; [25  2],[51.5505618 10.4494382] ; [22.4494382  4.5505618],0
v2,1,0.11898,2.430693,[23 38] ; [15 12],[26.34090909 34.65909091] ; [11.65909091 15.34090909],0
r2,1,0.137584,2.204777,[53  9] ; [26  1],[55.03370787  6.96629213] ; [23.96629213  3.03370787],0
p2,1,0.152897,2.043106,[44 18] ; [23  4],[46.6741573 15.3258427] ; [20.3258427  6.6741573],0
r1,1,0.154162,2.030577,[38 23] ; [21  6],[40.89772727 20.10227273] ; [18.10227273  8.89772727],0
v3,1,0.160897,1.965772,[14 48] ; [ 9 15],[16.58139535 45.41860465] ; [ 6.41860465 17.58139535],0
u2,1,0.171205,1.872359,[11 20] ; [6 4],[12.85365854 18.14634146] ; [4.14634146 5.85365854],0
a3,1,0.181631,1.784224,[29 32] ; [17 10],[31.88636364 29.11363636] ; [14.11363636 12.88636364],0
p8,1,0.205987,1.599408,[29 31] ; [17 10],[31.72413793 28.27586207] ; [14.27586207 12.72413793],0
a6,1,0.23541,1.407871,[32 30] ; [17  9],[34.52272727 27.47727273] ; [14.47727273 11.52272727],0
r3,1,0.249996,1.323326,[55  7] ; [26  1],[56.42696629  5.57303371] ; [24.57303371  2.42696629],0
v4,1,0.249996,1.323326,[55  7] ; [26  1],[56.42696629  5.57303371] ; [24.57303371  2.42696629],0
a2,1,0.266972,1.232238,[ 8 54] ; [ 6 21],[ 9.75280899 52.24719101] ; [ 4.24719101 22.75280899],0
a7,1,0.272026,1.2065,[36 26] ; [19  8],[38.31460674 23.68539326] ; [16.68539326 10.31460674],0
n6,1,0.294903,1.0971,[40 21] ; [20  6],[42.06896552 18.93103448] ; [17.93103448  8.06896552],0
p11,1,0.322388,0.979232,[32 30] ; [17 10],[34.13483146 27.86516854] ; [14.86516854 12.13483146],0
a5,1,0.322388,0.979232,[32 30] ; [17 10],[34.13483146 27.86516854] ; [14.86516854 12.13483146],0
a1,1,0.38139,0.766217,[ 2 60] ; [ 2 25],[ 2.78651685 59.21348315] ; [ 1.21348315 25.78651685],0
p3,1,0.387278,0.747472,[26 36] ; [14 13],[27.86516854 34.13483146] ; [12.13483146 14.86516854],0
n3,1,0.437589,0.602597,[16  4] ; [6 3],[15.17241379  4.82758621] ; [6.82758621 2.17241379],0
v1,1,0.456602,0.55421,[22 39] ; [12 15],[23.56818182 37.43181818] ; [10.43181818 16.56818182],0
d2,1,0.473869,0.51294,[29 33] ; [10 16],[27.47727273 34.52272727] ; [11.52272727 14.47727273],0
s1,1,0.593829,0.284405,[ 4 57] ; [ 1 26],[ 3.46590909 57.53409091] ; [ 1.53409091 25.46590909],0
p1,1,0.641777,0.216426,[ 3 58] ; [ 2 25],[ 3.46590909 57.53409091] ; [ 1.53409091 25.46590909],0
b5,1,0.801764,0.063034,[43 19] ; [18  9],[42.49438202 19.50561798] ; [18.50561798  8.49438202],0
b1,1,0.872379,0.025804,[31 31] ; [13 14],[30.65168539 31.34831461] ; [13.34831461 13.65168539],0
