Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,5.7e-05,16.198224,[51 42] ; [ 40 100],[36.32188841 56.67811159] ; [54.67811159 85.32188841],1
r3,1,0.264124,1.247009,[84 11] ; [124  25],[80.98360656 14.01639344] ; [127.01639344  21.98360656],0
b1,1,0.310365,1.029122,[36 61] ; [65 84],[39.82520325 57.17479675] ; [61.17479675 87.82520325],0
s6,1,0.330224,0.948019,[45 47] ; [62 84],[41.36134454 50.63865546] ; [65.63865546 80.36134454],0
n1,1,0.365789,0.817921,[ 8 11] ; [14 32],[ 6.43076923 12.56923077] ; [15.56923077 30.43076923],0
s8,1,0.404026,0.696312,[13 83] ; [ 15 134],[10.97142857 85.02857143] ; [ 17.02857143 131.97142857],0
b3,1,0.408068,0.684423,[18 39] ; [18 54],[15.90697674 41.09302326] ; [20.09302326 51.90697674],0
b2,1,0.408068,0.684423,[18 39] ; [18 54],[15.90697674 41.09302326] ; [20.09302326 51.90697674],0
p6,1,0.415907,0.661853,[22 72] ; [ 28 119],[19.50207469 74.49792531] ; [ 30.49792531 116.50207469],0
d2,1,0.488108,0.480693,[12 85] ; [ 23 125],[13.85714286 83.14285714] ; [ 21.14285714 126.85714286],0
s5,1,0.518521,0.416833,[17 75] ; [ 22 122],[15.20338983 76.79661017] ; [ 23.79661017 120.20338983],0
s1,1,0.540407,0.374785,[ 3 92] ; [  7 140],[ 3.92561983 91.07438017] ; [  6.07438017 140.92561983],0
u2,1,0.603305,0.27004,[17 26] ; [39 49],[18.38167939 24.61832061] ; [37.61832061 50.38167939],0
s3,1,0.692231,0.15668,[32 62] ; [53 92],[33.43096234 60.56903766] ; [51.56903766 93.43096234],0
b4,1,0.71394,0.134373,[55 42] ; [88 61],[56.38617886 40.61382114] ; [86.61382114 62.38617886],0
a1,1,0.714659,0.133668,[ 7 90] ; [  9 140],[ 6.30894309 90.69105691] ; [  9.69105691 139.30894309],0
s4,1,0.717116,0.131273,[13 84] ; [ 22 124],[13.97119342 83.02880658] ; [ 21.02880658 124.97119342],0
d4,1,0.803465,0.061934,[53 44] ; [79 70],[52.04878049 44.95121951] ; [79.95121951 69.04878049],0
a8,1,0.812469,0.056284,[10 80] ; [ 17 123],[10.56521739 79.43478261] ; [ 16.43478261 123.56521739],0
d3,1,0.823665,0.049655,[37 60] ; [54 93],[36.17622951 60.82377049] ; [54.82377049 92.17622951],0
s2,1,0.832988,0.044467,[23 71] ; [ 38 110],[23.69421488 70.30578512] ; [ 37.30578512 110.69421488],0
p8,1,0.857344,0.032312,[36 58] ; [58 89],[36.66390041 57.33609959] ; [57.33609959 89.66390041],0
p12,1,0.87523,0.024655,[ 5 91] ; [  7 140],[ 4.74074074 91.25925926] ; [  7.25925926 139.74074074],0
p5,1,0.927084,0.008375,[ 5 91] ; [  8 138],[ 5.15702479 90.84297521] ; [  7.84297521 138.15702479],0
