Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000602,11.770015,[78  7] ; [33 15],[70.93984962 14.06015038] ; [40.06015038  7.93984962],1
b5,1,0.262445,1.255816,[53 34] ; [25 24],[49.89705882 37.10294118] ; [28.10294118 20.89705882],0
s2,1,0.26318,1.251952,[34 52] ; [14 33],[31.03759398 54.96240602] ; [16.96240602 30.03759398],0
v3,1,0.274981,1.191729,[19 68] ; [14 32],[21.58646617 65.41353383] ; [11.41353383 34.58646617],0
p6,1,0.306137,1.04727,[19 68] ; [ 7 41],[16.75555556 70.24444444] ; [ 9.24444444 38.75555556],0
d1,1,0.312272,1.021041,[ 5 82] ; [ 1 48],[ 3.83823529 83.16176471] ; [ 2.16176471 46.83823529],0
b3,1,0.35429,0.858034,[15 34] ; [13 19],[16.9382716 32.0617284] ; [11.0617284 20.9382716],0
b2,1,0.35429,0.858034,[15 34] ; [13 19],[16.9382716 32.0617284] ; [11.0617284 20.9382716],0
v1,1,0.377178,0.77988,[37 46] ; [18 31],[34.58333333 48.41666667] ; [20.41666667 28.58333333],0
s5,1,0.394327,0.725556,[18 68] ; [ 7 40],[16.16541353 69.83458647] ; [ 8.83458647 38.16541353],0
n5,1,0.394524,0.724953,[56 30] ; [34 13],[58.19548872 27.80451128] ; [31.80451128 15.19548872],0
b4,1,0.427432,0.62979,[47 40] ; [23 26],[44.77941176 42.22058824] ; [25.22058824 23.77941176],0
a6,1,0.444606,0.584367,[45 42] ; [22 27],[42.86029412 44.13970588] ; [24.13970588 24.86029412],0
a2,1,0.502987,0.448628,[ 6 81] ; [ 2 47],[ 5.11764706 81.88235294] ; [ 2.88235294 46.11764706],0
n4,1,0.533158,0.388369,[49 37] ; [30 18],[50.70149254 35.29850746] ; [28.29850746 19.70149254],0
p5,1,0.54194,0.371956,[ 5 82] ; [ 4 43],[ 5.84328358 81.15671642] ; [ 3.15671642 43.84328358],0
u3,1,0.548531,0.359955,[20 23] ; [11 17],[18.77464789 24.22535211] ; [12.22535211 15.77464789],0
a3,1,0.557282,0.344432,[43 43] ; [21 26],[41.38345865 44.61654135] ; [22.61654135 24.38345865],0
a5,1,0.595098,0.282453,[36 51] ; [18 31],[34.54411765 52.45588235] ; [19.45588235 29.54411765],0
u2,1,0.704475,0.143859,[18 25] ; [13 15],[18.77464789 24.22535211] ; [12.22535211 15.77464789],0
n3,1,0.762369,0.091429,[18 10] ; [12  8],[17.5 10.5] ; [12.5  7.5],0
a8,1,0.83276,0.04459,[11 67] ; [ 6 41],[10.608 67.392] ; [ 6.392 40.608],0
n2,1,0.85183,0.034888,[21  7] ; [17  5],[21.28  6.72] ; [16.72  5.28],0
b1,1,0.866829,0.028119,[36 51] ; [21 28],[36.46323529 50.53676471] ; [20.53676471 28.46323529],0
s4,1,0.868356,0.027472,[15 71] ; [ 8 41],[14.65185185 71.34814815] ; [ 8.34814815 40.65185185],0
u1,1,0.888109,0.019796,[ 4 83] ; [ 2 47],[ 3.83823529 83.16176471] ; [ 2.16176471 46.83823529],0
d2,1,0.942598,0.005185,[20 67] ; [11 38],[19.83088235 67.16911765] ; [11.16911765 37.83088235],0
