Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,51.096365,[ 28 101] ; [138  88],[60.32112676 68.67887324] ; [105.67887324 120.32112676],1
u4,1,0.363353,0.826272,[  2 131] ; [  7 223],[  3.29752066 129.70247934] ; [  5.70247934 224.29752066],0
s1,1,0.370992,0.800339,[  5 127] ; [  5 224],[  3.6565097 128.3434903] ; [  6.3434903 222.6565097],0
b1,1,0.397748,0.715123,[61 72] ; [ 95 135],[57.15702479 75.84297521] ; [ 98.84297521 131.15702479],0
b5,1,0.450401,0.569643,[80 53] ; [129 101],[76.57575758 56.42424242] ; [132.42424242  97.57575758],0
b4,1,0.479695,0.499556,[73 60] ; [135  95],[76.20936639 56.79063361] ; [131.79063361  98.20936639],0
u2,1,0.523374,0.40724,[24 21] ; [27 18],[25.5 19.5] ; [25.5 19.5],0
n1,1,0.576999,0.311111,[ 8 13] ; [16 19],[ 9. 12.] ; [15. 20.],0
s3,1,0.623631,0.240798,[70 62] ; [127 101],[72.23333333 59.76666667] ; [124.76666667 103.23333333],0
p5,1,0.634813,0.22559,[ 26 105] ; [ 41 189],[ 24.31301939 106.68698061] ; [ 42.68698061 187.31301939],0
p4,1,0.706172,0.14213,[103  30] ; [182  48],[104.4214876  28.5785124] ; [180.5785124  49.4214876],0
p1,1,0.718928,0.129522,[ 18 115] ; [ 28 201],[ 16.90055249 116.09944751] ; [ 29.09944751 199.90055249],0
u3,1,0.8633,0.029644,[26 18] ; [28 18],[26.4 17.6] ; [27.6 18.4],0
a1,1,0.977926,0.000766,[  8 125] ; [ 14 216],[  8.06060606 124.93939394] ; [ 13.93939394 216.06060606],0
