Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,138.866813,[ 13 131] ; [138  48],[65.89090909 78.10909091] ; [ 85.10909091 100.89090909],1
n6,1,0.464503,0.535021,[112  33] ; [149  36],[114.68181818  30.31818182] ; [146.31818182  38.68181818],0
a1,1,0.465333,0.533038,[  6 139] ; [  5 181],[  4.81873112 140.18126888] ; [  6.18126888 179.81873112],0
d5,1,0.480164,0.498491,[113  32] ; [150  35],[115.56060606  29.43939394] ; [147.43939394  37.56060606],0
a8,1,0.559007,0.341427,[ 14 118] ; [ 22 150],[ 15.63157895 116.36842105] ; [ 20.36842105 151.63157895],0
b1,1,0.561727,0.336722,[57 88] ; [ 79 107],[59.57703927 85.42296073] ; [ 76.42296073 109.57703927],0
v4,1,0.5817,0.303494,[135  10] ; [174  10],[136.18541033   8.81458967] ; [172.81458967  11.18541033],0
p1,1,0.588048,0.293402,[  8 136] ; [ 13 172],[  9.19148936 134.80851064] ; [ 11.80851064 173.19148936],0
n1,1,0.610574,0.25934,[15 34] ; [16 29],[16.15957447 32.84042553] ; [14.84042553 30.15957447],0
s1,1,0.621672,0.243524,[  6 137] ; [ 10 176],[  6.95440729 136.04559271] ; [  9.04559271 176.95440729],0
u2,1,0.633019,0.227989,[27 20] ; [29 26],[25.80392157 21.19607843] ; [30.19607843 24.80392157],0
b4,1,0.635972,0.224048,[82 63] ; [110  76],[84.10876133 60.89123867] ; [107.89123867  78.10876133],0
v3,1,0.637798,0.221634,[42 96] ; [ 51 131],[40.10625 97.89375] ; [ 52.89375 129.10625],0
p12,1,0.66774,0.184257,[  7 137] ; [ 11 174],[  7.87841945 136.12158055] ; [ 10.12158055 174.87841945],0
a3,1,0.699034,0.149479,[97 47] ; [129  57],[98.61818182 45.38181818] ; [127.38181818  58.61818182],0
b5,1,0.732695,0.116651,[76 69] ; [101  85],[77.53776435 67.46223565] ; [99.46223565 86.53776435],0
a6,1,0.735134,0.11445,[97 48] ; [127  58],[98.42424242 46.57575758] ; [125.57575758  59.42424242],0
p5,1,0.751533,0.100247,[ 11 133] ; [ 16 170],[ 11.78181818 132.21818182] ; [ 15.21818182 170.78181818],0
u4,1,0.859454,0.031354,[  1 144] ; [  1 185],[  0.87613293 144.12386707] ; [  1.12386707 184.87613293],0
v2,1,0.901122,0.015437,[61 75] ; [82 98],[61.5443038 74.4556962] ; [81.4556962 98.5443038],0
a5,1,0.989407,0.000176,[103  42] ; [132  54],[102.94561934  42.05438066] ; [132.05438066  53.94561934],0
