Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,7.2e-05,15.746962,[42 28] ; [ 9 33],[31.875 38.125] ; [19.125 22.875],1
a4,1,0.22631,1.463906,[23 47] ; [19 24],[26.01769912 43.98230088] ; [15.98230088 27.01769912],0
n4,1,0.227909,1.453866,[50 20] ; [26 17],[47.07964602 22.92035398] ; [28.92035398 14.07964602],0
d5,1,0.24573,1.347417,[57 13] ; [31 12],[54.51327434 15.48672566] ; [33.48672566  9.51327434],0
s4,1,0.302063,1.065063,[11 57] ; [ 4 39],[ 9.18918919 58.81081081] ; [ 5.81081081 37.18918919],0
p10,1,0.478388,0.502536,[21 49] ; [10 32],[19.375 50.625] ; [11.625 30.375],0
s6,1,0.500626,0.45361,[35 34] ; [19 24],[33.26785714 35.73214286] ; [20.73214286 22.26785714],0
a8,1,0.505534,0.443301,[ 5 56] ; [ 5 36],[ 5.98039216 55.01960784] ; [ 4.01960784 36.98039216],0
b1,1,0.519869,0.414154,[38 32] ; [26 17],[39.6460177 30.3539823] ; [24.3539823 18.6460177],0
u1,1,0.523943,0.406125,[13 57] ; [ 6 37],[11.7699115 58.2300885] ; [ 7.2300885 35.7699115],0
a6,1,0.538773,0.377819,[51 19] ; [29 14],[49.55752212 20.44247788] ; [30.44247788 12.55752212],0
n1,1,0.57672,0.311568,[10 12] ; [ 7 12],[ 9.12195122 12.87804878] ; [ 7.87804878 11.12195122],0
v2,1,0.591786,0.287563,[32 36] ; [18 25],[30.63063063 37.36936937] ; [19.36936937 23.63063063],0
p5,1,0.598976,0.276543,[ 2 68] ; [ 2 40],[ 2.5 67.5] ; [ 1.5 40.5],0
a3,1,0.606347,0.265529,[45 25] ; [29 13],[46.25 23.75] ; [27.75 14.25],0
u3,1,0.613819,0.254651,[14 11] ; [9 5],[14.74358974 10.25641026] ; [8.25641026 5.74358974],0
d4,1,0.621512,0.243748,[56 14] ; [36  7],[56.99115044 13.00884956] ; [35.00884956  7.99115044],0
p1,1,0.697084,0.151524,[ 5 64] ; [ 4 39],[ 5.54464286 63.45535714] ; [ 3.45535714 39.54464286],0
b2,1,0.705012,0.143311,[13 30] ; [ 9 17],[13.71014493 29.28985507] ; [ 8.28985507 17.71014493],0
b3,1,0.705012,0.143311,[13 30] ; [ 9 17],[13.71014493 29.28985507] ; [ 8.28985507 17.71014493],0
a2,1,0.741615,0.108712,[16 54] ; [11 32],[16.72566372 53.27433628] ; [10.27433628 32.72566372],0
d1,1,0.746713,0.104314,[38 32] ; [22 21],[37.16814159 32.83185841] ; [22.83185841 20.16814159],0
a5,1,0.799282,0.064656,[44 26] ; [26 17],[43.36283186 26.63716814] ; [26.63716814 16.36283186],0
v3,1,0.813602,0.055593,[21 48] ; [14 29],[21.5625 47.4375] ; [13.4375 29.5625],0
b4,1,0.872506,0.025753,[45 25] ; [27 16],[44.60176991 25.39823009] ; [27.39823009 15.60176991],0
s5,1,0.887808,0.019903,[10 57] ; [ 6 37],[ 9.74545455 57.25454545] ; [ 6.25454545 36.74545455],0
n5,1,0.917119,0.010829,[40 30] ; [25 18],[40.26548673 29.73451327] ; [24.73451327 18.26548673],0
