Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,51.803286,[151  98] ; [ 36 116],[116.11720698 132.88279302] ; [70.88279302 81.11720698],1
s5,1,0.50809,0.437998,[106 139] ; [59 89],[102.86259542 142.13740458] ; [62.13740458 85.86259542],0
p1,1,0.633442,0.227422,[ 30 223] ; [ 21 135],[ 31.54767726 221.45232274] ; [ 19.45232274 136.54767726],0
s7,1,0.640491,0.218101,[142 100] ; [81 63],[139.80829016 102.19170984] ; [83.19170984 60.80829016],0
b5,1,0.649983,0.205921,[144 110] ; [92 64],[146.20487805 107.79512195] ; [89.79512195 66.20487805],0
s6,1,0.663616,0.189161,[180  70] ; [111  39],[181.875  68.125] ; [109.125  40.875],0
s2,1,0.673713,0.177289,[133 118] ; [86 70],[135.05896806 115.94103194] ; [83.94103194 72.05896806],0
p5,1,0.700001,0.148471,[ 44 210] ; [ 29 125],[ 45.44607843 208.55392157] ; [ 27.55392157 126.44607843],0
r2,1,0.789002,0.071614,[249   4] ; [152   3],[248.65931373   4.34068627] ; [152.34068627   2.65931373],0
p4,1,0.80815,0.058958,[206  48] ; [125  31],[205.05853659  48.94146341] ; [125.94146341  30.05853659],0
a4,1,0.81644,0.053883,[123 130] ; [74 82],[121.8606357 131.1393643] ; [75.1393643 80.8606357],0
a1,1,0.964272,0.002006,[ 16 238] ; [ 10 146],[ 16.10731707 237.89268293] ; [  9.89268293 146.10731707],0
p6,1,0.976533,0.000865,[123 127] ; [76 78],[123.14356436 126.85643564] ; [75.85643564 78.14356436],0
r3,1,0.981336,0.000547,[249   5] ; [152   3],[249.03178484   4.96821516] ; [151.96821516   3.03178484],0
u2,1,1.0,0.0,[28 21] ; [28 21],[28. 21.] ; [28. 21.],0
