Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,1e-06,24.603134,[81 16] ; [32 36],[66.43030303 30.56969697] ; [46.56969697 21.43030303],1
n4,1,0.397843,0.714836,[62 36] ; [38 29],[59.39393939 38.60606061] ; [40.60606061 26.39393939],0
u2,1,0.401157,0.704855,[10 21] ; [14 19],[11.625 19.375] ; [12.375 20.625],0
a8,1,0.427102,0.630691,[12 75] ; [ 6 57],[10.44 76.56] ; [ 7.56 55.44],0
a1,1,0.436239,0.606155,[ 9 89] ; [ 4 64],[ 7.6746988 90.3253012] ; [ 5.3253012 62.6746988],0
b4,1,0.442798,0.589021,[62 36] ; [39 29],[59.62650602 38.37349398] ; [41.37349398 26.62650602],0
b3,1,0.461428,0.542429,[15 48] ; [13 30],[16.64150943 46.35849057] ; [11.35849057 31.64150943],0
b2,1,0.461428,0.542429,[15 48] ; [13 30],[16.64150943 46.35849057] ; [11.35849057 31.64150943],0
p9,1,0.474142,0.512306,[31 61] ; [19 48],[28.93081761 63.06918239] ; [21.06918239 45.93081761],0
s5,1,0.579876,0.306436,[18 79] ; [15 53],[19.4 77.6] ; [13.6 54.4],0
n1,1,0.602067,0.271889,[15 23] ; [10 20],[13.97058824 24.02941176] ; [11.02941176 18.97058824],0
p7,1,0.683552,0.166154,[34 62] ; [22 46],[32.7804878 63.2195122] ; [23.2195122 44.7804878],0
d2,1,0.685363,0.164151,[48 49] ; [31 36],[46.72560976 50.27439024] ; [32.27439024 34.72560976],0
n2,1,0.694939,0.15379,[21 17] ; [18 12],[21.79411765 16.20588235] ; [17.20588235 12.79411765],0
s2,1,0.733326,0.116079,[28 69] ; [21 46],[28.98170732 68.01829268] ; [20.01829268 46.98170732],0
a4,1,0.754977,0.097396,[40 57] ; [26 41],[39.03658537 57.96341463] ; [26.96341463 40.03658537],0
u4,1,0.786225,0.073558,[ 2 96] ; [ 1 67],[ 1.77108434 96.22891566] ; [ 1.22891566 66.77108434],0
s7,1,0.820658,0.051393,[24 69] ; [15 47],[23.4 69.6] ; [15.6 46.4],0
n6,1,0.885059,0.020898,[59 38] ; [40 27],[58.55487805 38.44512195] ; [40.44512195 26.55487805],0
s4,1,0.893663,0.017868,[15 82] ; [10 58],[14.6969697 82.3030303] ; [10.3030303 57.6969697],0
s3,1,0.925121,0.008833,[39 56] ; [28 39],[39.29012346 55.70987654] ; [27.70987654 39.29012346],0
n5,1,0.932473,0.00718,[52 46] ; [36 31],[52.26666667 45.73333333] ; [35.73333333 31.26666667],0
p1,1,0.939022,0.005852,[ 4 92] ; [ 3 65],[ 4.09756098 91.90243902] ; [ 2.90243902 65.09756098],0
p11,1,0.97555,0.000939,[43 55] ; [30 38],[43.09638554 54.90361446] ; [29.90361446 38.09638554],0
p3,1,0.993125,7.4e-05,[26 72] ; [18 50],[25.97590361 72.02409639] ; [18.02409639 49.97590361],0
