Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,61.584906,[81 25] ; [21 77],[53. 53.] ; [49. 49.],1
b5,1,0.408396,0.683466,[67 39] ; [68 31],[69.80487805 36.19512195] ; [65.19512195 33.80487805],0
a7,1,0.411544,0.674337,[78 28] ; [67 31],[75.34313725 30.65686275] ; [69.65686275 28.34313725],0
p8,1,0.429075,0.625326,[38 67] ; [30 67],[35.34653465 69.65346535] ; [32.65346535 64.34653465],0
u3,1,0.506282,0.441743,[22 14] ; [17 15],[20.64705882 15.35294118] ; [18.35294118 13.64705882],0
a2,1,0.546304,0.363981,[24 82] ; [26 73],[25.85365854 80.14634146] ; [24.14634146 74.85365854],0
u2,1,0.558067,0.343062,[16 20] ; [16 15],[17.19402985 18.80597015] ; [14.80597015 16.19402985],0
n4,1,0.568369,0.325419,[65 39] ; [58 41],[63.01477833 40.98522167] ; [59.98522167 39.01477833],0
p6,1,0.578254,0.309066,[33 71] ; [27 69],[31.2 72.8] ; [28.8 67.2],0
a3,1,0.586533,0.295792,[68 37] ; [67 31],[69.82758621 35.17241379] ; [65.17241379 32.82758621],0
s1,1,0.62454,0.239537,[ 7 97] ; [ 5 93],[ 6.17821782 97.82178218] ; [ 5.82178218 92.17821782],0
n5,1,0.691765,0.157182,[65 40] ; [58 40],[63.62068966 41.37931034] ; [59.37931034 38.62068966],0
d3,1,0.694744,0.153998,[72 33] ; [64 33],[70.69306931 34.30693069] ; [65.30693069 31.69306931],0
a6,1,0.735691,0.113951,[65 40] ; [59 40],[63.82352941 41.17647059] ; [60.17647059 38.82352941],0
v2,1,0.769189,0.086105,[48 52] ; [45 53],[46.96969697 53.03030303] ; [46.03030303 51.96969697],0
p3,1,0.895188,0.017356,[41 64] ; [37 60],[40.54455446 64.45544554] ; [37.45544554 59.54455446],0
a1,1,0.911792,0.012272,[  5 101] ; [ 5 94],[  5.17073171 100.82926829] ; [ 4.82926829 94.17073171],0
b1,1,0.927136,0.008363,[55 51] ; [52 47],[55.32682927 50.67317073] ; [51.67317073 47.32682927],0
a5,1,0.946479,0.004506,[69 37] ; [64 35],[68.77073171 37.22926829] ; [64.22926829 34.77073171],0
b2,1,0.948426,0.004184,[15 35] ; [15 36],[14.85148515 35.14851485] ; [15.14851485 35.85148515],0
b3,1,0.948426,0.004184,[15 35] ; [15 36],[14.85148515 35.14851485] ; [15.14851485 35.85148515],0
n6,1,0.949681,0.003983,[75 29] ; [71 28],[74.79802956 29.20197044] ; [71.20197044 27.79802956],0
d4,1,0.963741,0.002067,[83 22] ; [78 21],[82.86764706 22.13235294] ; [78.13235294 20.86764706],0
b4,1,0.980334,0.000608,[58 48] ; [54 45],[57.91219512 48.08780488] ; [54.08780488 44.91219512],0
