Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1.9e-05,18.253974,[ 9 39] ; [59 47],[21.19480519 26.80519481] ; [46.80519481 59.19480519],1
n6,1,0.226861,1.460436,[38 10] ; [92 14],[40.51948052  7.48051948] ; [89.48051948 16.51948052],0
b2,1,0.270604,1.213683,[11 20] ; [34 38],[13.54368932 17.45631068] ; [31.45631068 40.54368932],0
b3,1,0.270604,1.213683,[11 20] ; [34 38],[13.54368932 17.45631068] ; [31.45631068 40.54368932],0
a8,1,0.299068,1.078345,[ 4 39] ; [16 85],[ 5.97222222 37.02777778] ; [14.02777778 86.97222222],0
r2,1,0.303979,1.056655,[43  5] ; [98  6],[44.52631579  3.47368421] ; [96.47368421  7.52631579],0
s6,1,0.345821,0.888732,[39  8] ; [93 12],[40.81578947  6.18421053] ; [91.18421053 13.81578947],0
s7,1,0.361035,0.834289,[32 15] ; [76 25],[34.2972973 12.7027027] ; [73.7027027 27.2972973],0
s4,1,0.425831,0.634167,[10 37] ; [29 77],[11.98039216 35.01960784] ; [27.01960784 78.98039216],0
u3,1,0.426931,0.631158,[9 3] ; [18 11],[7.90243902 4.09756098] ; [19.09756098  9.90243902],0
p12,1,0.429211,0.624958,[ 3 44] ; [11 95],[ 4.30065359 42.69934641] ; [ 9.69934641 96.30065359],0
a1,1,0.434026,0.612027,[ 1 47] ; [  5 101],[ 1.87012987 46.12987013] ; [  4.12987013 101.87012987],0
p11,1,0.467322,0.528302,[36 12] ; [85 21],[37.71428571 10.28571429] ; [83.28571429 22.71428571],0
n3,1,0.482096,0.494118,[12  5] ; [15 10],[10.92857143  6.07142857] ; [16.07142857  8.92857143],0
d4,1,0.485812,0.485788,[37 11] ; [86 19],[38.58823529  9.41176471] ; [84.41176471 20.58823529],0
b4,1,0.500427,0.45403,[23 25] ; [57 49],[24.93506494 23.06493506] ; [55.06493506 50.93506494],0
s5,1,0.524554,0.404929,[18 30] ; [43 57],[19.78378378 28.21621622] ; [41.21621622 58.78378378],0
b1,1,0.525254,0.403564,[20 28] ; [50 56],[21.81818182 26.18181818] ; [48.18181818 57.81818182],0
a7,1,0.57621,0.312402,[29 19] ; [69 37],[30.54545455 17.45454545] ; [67.45454545 38.54545455],0
d5,1,0.625462,0.238265,[40  8] ; [84 21],[38.90196078  9.09803922] ; [85.09803922 19.90196078],0
r1,1,0.625462,0.238265,[40  8] ; [84 21],[38.90196078  9.09803922] ; [85.09803922 19.90196078],0
r4,1,0.700156,0.14831,[43  5] ; [97  9],[43.63636364  4.36363636] ; [96.36363636  9.63636364],0
a5,1,0.733367,0.116043,[37 11] ; [79 27],[36.15584416 11.84415584] ; [79.84415584 26.15584416],0
a2,1,0.735579,0.114051,[13 35] ; [26 80],[12.15584416 35.84415584] ; [26.84415584 79.15584416],0
a3,1,0.759059,0.094075,[36 12] ; [77 29],[35.22077922 12.77922078] ; [77.77922078 28.22077922],0
a6,1,0.810664,0.057393,[28 20] ; [64 42],[28.67532468 19.32467532] ; [63.32467532 42.67532468],0
d2,1,0.845612,0.037916,[25 23] ; [57 49],[25.55844156 22.44155844] ; [56.44155844 49.55844156],0
s1,1,0.860869,0.030719,[ 2 46] ; [ 5 99],[ 2.21052632 45.78947368] ; [ 4.78947368 99.21052632],0
u1,1,0.902092,0.015134,[ 9 39] ; [19 87],[ 8.72727273 39.27272727] ; [19.27272727 86.72727273],0
a4,1,0.931487,0.007392,[23 25] ; [50 56],[22.75324675 25.24675325] ; [50.24675325 55.75324675],0
u2,1,0.943702,0.004987,[8 4] ; [19 10],[7.90243902 4.09756098] ; [19.09756098  9.90243902],0
v3,1,0.959988,0.002517,[11 37] ; [23 79],[10.88 37.12] ; [23.12 78.88],0
b5,1,0.967282,0.001682,[27 21] ; [60 46],[27.11688312 20.88311688] ; [59.88311688 46.11688312],0
