Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,95.711872,[ 49 194] ; [149  82],[101.50632911 141.49367089] ; [ 96.49367089 134.50632911],1
r1,1,0.052919,3.746489,[179  64] ; [185  43],[187.79617834  55.20382166] ; [176.20382166  51.79617834],0
s5,1,0.05699,3.622883,[ 59 176] ; [ 74 149],[ 68.24235808 166.75764192] ; [ 64.75764192 158.24235808],0
a3,1,0.062304,3.474958,[159  83] ; [170  61],[168.3255814  73.6744186] ; [160.6744186  70.3255814],0
n6,1,0.068458,3.319622,[191  50] ; [197  33],[198.53078556  42.46921444] ; [189.46921444  40.53078556],0
p1,1,0.095829,2.77362,[ 11 232] ; [ 19 211],[ 15.41226216 227.58773784] ; [ 14.58773784 215.41226216],0
d3,1,0.096503,2.762411,[154  89] ; [163  68],[162.51265823  80.48734177] ; [154.48734177  76.51265823],0
v3,1,0.096785,2.757738,[ 78 157] ; [ 88 128],[ 86.49667406 148.50332594] ; [ 79.50332594 136.49667406],0
a6,1,0.109457,2.562042,[158  85] ; [166  65],[166.10126582  76.89873418] ; [157.89873418  73.10126582],0
d4,1,0.116534,2.463291,[188  55] ; [192  39],[194.81012658  48.18987342] ; [185.18987342  45.81012658],0
s4,1,0.119131,2.428707,[ 43 199] ; [ 29 201],[ 36.91525424 205.08474576] ; [ 35.08474576 194.91525424],0
u1,1,0.120073,2.416363,[ 29 215] ; [ 39 192],[ 34.93052632 209.06947368] ; [ 33.06947368 197.93052632],0
a2,1,0.122574,2.384123,[ 45 199] ; [ 56 175],[ 51.88210526 192.11789474] ; [ 49.11789474 181.88210526],0
b4,1,0.147515,2.097761,[146  98] ; [123 108],[138.18105263 105.81894737] ; [130.81894737 100.18105263],0
n1,1,0.190102,1.716825,[23 47] ; [19 23],[26.25 43.75] ; [15.75 26.25],0
a4,1,0.245311,1.349811,[ 96 147] ; [103 127],[102.2346723 140.7653277] ; [ 96.7653277 133.2346723],0
p11,1,0.257134,1.28412,[194  50] ; [193  38],[198.79578947  45.20421053] ; [188.20421053  42.79578947],0
v2,1,0.261706,1.259712,[119 109] ; [127  94],[124.91759465 103.08240535] ; [121.08240535  99.91759465],0
b1,1,0.269533,1.219123,[ 76 168] ; [ 83 148],[ 81.67578947 162.32421053] ; [ 77.32421053 153.67578947],0
s3,1,0.341597,0.904428,[127 114] ; [129  97],[132.11134904 108.88865096] ; [123.88865096 102.11134904],0
u4,1,0.467248,0.528477,[  4 240] ; [  6 225],[  5.13684211 238.86315789] ; [  4.86315789 226.13684211],0
p12,1,0.474061,0.512494,[ 13 230] ; [ 16 215],[ 14.86708861 228.13291139] ; [ 14.13291139 216.86708861],0
s1,1,0.490076,0.47636,[  5 236] ; [  7 220],[  6.17948718 234.82051282] ; [  5.82051282 221.17948718],0
r3,1,0.493243,0.469444,[227  15] ; [220  11],[228.69767442  13.30232558] ; [218.30232558  12.69767442],0
a8,1,0.503587,0.44737,[ 35 194] ; [ 27 180],[ 32.56422018 196.43577982] ; [ 29.43577982 177.56422018],0
a1,1,0.691055,0.157945,[  9 235] ; [  7 224],[  8.21894737 235.78105263] ; [  7.78105263 223.21894737],0
n2,1,0.739874,0.110237,[56 15] ; [32 10],[55.2920354 15.7079646] ; [32.7079646  9.2920354],0
a7,1,0.806749,0.05984,[175  69] ; [168  63],[176.19368421  67.80631579] ; [166.80631579  64.19368421],0
b5,1,0.926201,0.00858,[151  93] ; [142  89],[150.50947368  93.49052632] ; [142.49052632  88.50947368],0
r2,1,0.974887,0.000991,[222  18] ; [212  17],[222.08955224  17.91044776] ; [211.91044776  17.08955224],0
n3,1,0.987108,0.000261,[54 17] ; [32 10],[54.03539823 16.96460177] ; [31.96460177 10.03539823],0
b2,1,0.994173,5.3e-05,[45 88] ; [49 96],[44.97122302 88.02877698] ; [49.02877698 95.97122302],0
b3,1,0.994173,5.3e-05,[45 88] ; [49 96],[44.97122302 88.02877698] ; [49.02877698 95.97122302],0
