Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,42.023687,[83 15] ; [ 6 22],[69.22222222 28.77777778] ; [19.77777778  8.22222222],1
n4,1,0.287072,1.133301,[85 13] ; [22  6],[83.22222222 14.77777778] ; [23.77777778  4.22222222],0
u1,1,0.293559,1.103226,[22 76] ; [ 9 19],[24.11111111 73.88888889] ; [ 6.88888889 21.11111111],0
s6,1,0.301432,1.067846,[82 14] ; [26  2],[83.61290323 12.38709677] ; [24.38709677  3.61290323],0
p5,1,0.334271,0.932281,[34 64] ; [ 7 21],[31.88888889 66.11111111] ; [ 9.11111111 18.88888889],0
a2,1,0.342782,0.9,[26 72] ; [10 18],[28. 70.] ; [ 8. 20.],0
a6,1,0.350437,0.871875,[63 33] ; [21  7],[65.03225806 30.96774194] ; [18.96774194  9.03225806],0
a5,1,0.361673,0.832075,[84 14] ; [22  6],[82.44444444 15.55555556] ; [23.55555556  4.44444444],0
n2,1,0.364974,0.820707,[16  2] ; [6 2],[15.23076923  2.76923077] ; [6.76923077 1.23076923],0
a8,1,0.366797,0.814487,[10 82] ; [ 1 21],[ 8.87719298 83.12280702] ; [ 2.12280702 19.87719298],0
n3,1,0.373195,0.792998,[15  4] ; [5 3],[14.07407407  4.92592593] ; [5.92592593 2.07407407],0
d1,1,0.387637,0.746341,[68 30] ; [17 11],[66.11111111 31.88888889] ; [18.88888889  9.11111111],0
n1,1,0.656005,0.198413,[ 6 12] ; [3 4],[ 6.48 11.52] ; [2.52 4.48],0
r1,1,0.684818,0.164753,[89  8] ; [25  3],[88.464  8.536] ; [25.536  2.464],0
s2,1,0.800975,0.063547,[74 23] ; [22  6],[74.496 22.504] ; [21.504  6.496],0
a1,1,0.807748,0.059211,[ 9 89] ; [ 3 25],[ 9.33333333 88.66666667] ; [ 2.66666667 25.33333333],0
d4,1,0.865526,0.028678,[83 13] ; [23  4],[82.73170732 13.26829268] ; [23.26829268  3.73170732],0
r2,1,0.891977,0.018443,[95  3] ; [27  1],[94.88888889  3.11111111] ; [27.11111111  0.88888889],0
a3,1,0.925882,0.008654,[77 20] ; [22  6],[76.824 20.176] ; [22.176  5.824],0
p1,1,0.932933,0.007082,[18 79] ; [ 5 23],[17.848 79.152] ; [ 5.152 22.848],0
v1,1,0.939063,0.005844,[70 27] ; [20  8],[69.84 27.16] ; [20.16  7.84],0
d5,1,0.968622,0.001547,[82 14] ; [24  4],[82.06451613 13.93548387] ; [23.93548387  4.06451613],0
d3,1,0.977806,0.000774,[73 24] ; [21  7],[72.944 24.056] ; [21.056  6.944],0
b3,1,0.993636,6.4e-05,[25 28] ; [8 9],[24.98571429 28.01428571] ; [8.01428571 8.98571429],0
b2,1,0.993636,6.4e-05,[25 28] ; [8 9],[24.98571429 28.01428571] ; [8.01428571 8.98571429],0
a4,1,1.0,0.0,[49 49] ; [14 14],[49. 49.] ; [14. 14.],0
u3,1,1.0,0.0,[14  7] ; [4 2],[14.  7.] ; [4. 2.],0
