Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,9e-06,19.742488,[20 26] ; [ 4 55],[10.51428571 35.48571429] ; [13.48571429 45.51428571],1
d2,1,0.759451,0.093759,[17 30] ; [20 40],[16.25233645 30.74766355] ; [20.74766355 39.25233645],0
p5,1,0.802964,0.062256,[ 2 45] ; [ 2 58],[ 1.75700935 45.24299065] ; [ 2.24299065 57.75700935],0
s2,1,0.829211,0.046532,[15 32] ; [20 39],[15.51886792 31.48113208] ; [19.48113208 39.51886792],0
p9,1,0.911345,0.012397,[31 15] ; [39 18],[31.26213592 14.73786408] ; [38.73786408 18.26213592],0
p10,1,0.912328,0.012123,[27 19] ; [34 25],[26.72380952 19.27619048] ; [34.27619048 24.72380952],0
s5,1,0.938505,0.005952,[12 34] ; [15 44],[11.82857143 34.17142857] ; [15.17142857 43.82857143],0
a4,1,0.93862,0.00593,[13 34] ; [17 43],[13.17757009 33.82242991] ; [16.82242991 43.17757009],0
u1,1,0.953033,0.003469,[ 3 44] ; [ 4 56],[ 3.07476636 43.92523364] ; [ 3.92523364 56.07476636],0
n2,1,0.964357,0.001997,[13  8] ; [19 12],[12.92307692  8.07692308] ; [19.07692308 11.92307692],0
a6,1,0.997012,1.4e-05,[29 18] ; [37 23],[28.99065421 18.00934579] ; [37.00934579 22.99065421],0
