Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,5.3e-05,16.323277,[88 20] ; [21 22],[77.9602649 30.0397351] ; [31.0397351 11.9602649],1
a2,1,0.404042,0.696265,[  8 100] ; [ 5 38],[ 9.29801325 98.70198675] ; [ 3.70198675 39.29801325],0
p7,1,0.42154,0.646018,[57 49] ; [20 23],[54.77852349 51.22147651] ; [22.22147651 20.77852349],0
n3,1,0.498962,0.457143,[22  6] ; [14  6],[21.  7.] ; [15.  5.],0
a6,1,0.514127,0.425658,[59 49] ; [26 17],[60.79470199 47.20529801] ; [24.20529801 18.79470199],0
p5,1,0.528019,0.398203,[  5 103] ; [ 1 41],[  4.32 103.68] ; [ 1.68 40.32],0
u2,1,0.577804,0.309798,[22 35] ; [10 12],[23.08860759 33.91139241] ; [ 8.91139241 13.08860759],0
d2,1,0.658871,0.194898,[24 84] ; [11 32],[25.03311258 82.96688742] ; [ 9.96688742 33.03311258],0
d1,1,0.669284,0.182441,[  4 104] ; [ 1 42],[  3.57615894 104.42384106] ; [ 1.42384106 41.57615894],0
v3,1,0.680748,0.169285,[29 78] ; [10 32],[28.00671141 78.99328859] ; [10.99328859 31.00671141],0
a3,1,0.797352,0.065934,[51 56] ; [21 21],[51.70469799 55.29530201] ; [20.29530201 21.70469799],0
a5,1,0.816791,0.053673,[53 55] ; [22 21],[53.64238411 54.35761589] ; [21.35761589 21.64238411],0
n1,1,0.883848,0.021343,[11 18] ; [ 8 12],[11.24489796 17.75510204] ; [ 7.75510204 12.24489796],0
a8,1,0.915821,0.011172,[ 9 89] ; [ 4 37],[ 9.16546763 88.83453237] ; [ 3.83453237 37.16546763],0
p8,1,0.94752,0.004332,[41 65] ; [16 26],[40.82432432 65.17567568] ; [16.17567568 25.82432432],0
