Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,33.517459,[75 12] ; [113 111],[52.59163987 34.40836013] ; [135.40836013  88.59163987],1
v2,1,0.424241,0.638538,[39 49] ; [ 85 131],[35.89473684 52.10526316] ; [ 88.10526316 127.89473684],0
d5,1,0.459073,0.548153,[65 25] ; [173  54],[67.57097792 22.42902208] ; [170.42902208  56.57097792],0
p10,1,0.468612,0.525248,[74 15] ; [179  46],[71.71019108 17.28980892] ; [181.28980892  43.71019108],0
d3,1,0.489849,0.476859,[57 33] ; [153  74],[59.6214511 30.3785489] ; [150.3785489  76.6214511],0
d4,1,0.491385,0.473492,[67 22] ; [179  48],[69.28481013 19.71518987] ; [176.71518987  50.28481013],0
u4,1,0.496567,0.462265,[ 1 89] ; [  1 226],[ 0.56782334 89.43217666] ; [  1.43217666 225.56782334],0
n3,1,0.579547,0.306967,[15  4] ; [45 17],[14.07407407  4.92592593] ; [45.92592593 16.07407407],0
n2,1,0.601327,0.272999,[15  5] ; [42 19],[14.07407407  5.92592593] ; [42.92592593 18.07407407],0
a3,1,0.617905,0.248822,[56 34] ; [148  79],[57.91798107 32.08201893] ; [146.08201893  80.91798107],0
n4,1,0.673132,0.177961,[64 26] ; [166  60],[65.50632911 24.49367089] ; [164.49367089  61.50632911],0
a6,1,0.723184,0.125463,[60 30] ; [156  71],[61.32492114 28.67507886] ; [154.67507886  72.32492114],0
u2,1,0.805199,0.060824,[17 15] ; [44 35],[17.58558559 14.41441441] ; [43.41441441 35.58558559],0
a7,1,0.82474,0.049042,[62 27] ; [161  66],[62.80696203 26.19303797] ; [160.19303797  66.80696203],0
v4,1,0.837315,0.04216,[82  6] ; [210  17],[81.57460317  6.42539683] ; [210.42539683  16.57460317],0
d1,1,0.857119,0.032416,[47 43] ; [116 111],[46.27760252 43.72239748] ; [116.72239748 110.27760252],0
