Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,27.571665,[47 20] ; [ 1 20],[36.54545455 30.45454545] ; [11.45454545  9.54545455],1
n4,1,0.453094,0.5629,[32 35] ; [12  9],[33.5 33.5] ; [10.5 10.5],0
p11,1,0.464302,0.535503,[42 25] ; [15  6],[43.39772727 23.60227273] ; [13.60227273  7.39772727],0
s7,1,0.50512,0.444163,[32 34] ; [ 8 12],[30.69767442 35.30232558] ; [ 9.30232558 10.69767442],0
u1,1,0.53548,0.383981,[ 6 61] ; [ 1 20],[ 5.32954545 61.67045455] ; [ 1.67045455 19.32954545],0
p1,1,0.572929,0.317807,[ 4 63] ; [ 2 19],[ 4.56818182 62.43181818] ; [ 1.43181818 19.56818182],0
n1,1,0.580912,0.304762,[10 18] ; [2 2],[10.5 17.5] ; [1.5 2.5],0
n2,1,0.580912,0.304762,[24  4] ; [3 1],[23.625  4.375] ; [3.375 0.625],0
p9,1,0.610374,0.25963,[50 15] ; [15  6],[49.12790698 15.87209302] ; [15.87209302  5.12790698],0
p2,1,0.662243,0.19081,[54 13] ; [16  5],[53.29545455 13.70454545] ; [16.70454545  4.29545455],0
v4,1,0.714295,0.134025,[62  5] ; [18  2],[61.6091954  5.3908046] ; [18.3908046  1.6091954],0
v3,1,0.747886,0.103316,[15 45] ; [ 6 15],[15.55555556 44.44444444] ; [ 5.44444444 15.55555556],0
p8,1,0.748497,0.102798,[30 34] ; [ 9 12],[29.36470588 34.63529412] ; [ 9.63529412 11.36470588],0
v1,1,0.753797,0.098368,[33 31] ; [10 11],[32.37647059 31.62352941] ; [10.62352941 10.37647059],0
n5,1,0.767748,0.087215,[29 37] ; [10 11],[29.5862069 36.4137931] ; [ 9.4137931 11.5862069],0
r4,1,0.777032,0.080196,[53 14] ; [16  5],[52.53409091 14.46590909] ; [16.46590909  4.53409091],0
s3,1,0.779391,0.078463,[45 21] ; [15  6],[45.51724138 20.48275862] ; [14.48275862  6.51724138],0
s5,1,0.78161,0.076852,[21 42] ; [ 6 14],[20.4939759 42.5060241] ; [ 6.5060241 13.4939759],0
b1,1,0.802519,0.062544,[33 34] ; [11 10],[33.5 33.5] ; [10.5 10.5],0
p5,1,0.812673,0.056159,[ 4 61] ; [ 1 20],[ 3.77906977 61.22093023] ; [ 1.22093023 19.77906977],0
p7,1,0.815896,0.054208,[39 23] ; [12  8],[38.56097561 23.43902439] ; [12.43902439  7.56097561],0
b4,1,0.819414,0.05212,[37 30] ; [11 10],[36.54545455 30.45454545] ; [11.45454545  9.54545455],0
u2,1,0.910578,0.012613,[18  5] ; [8 2],[18.12121212  4.87878788] ; [7.87878788 2.12121212],0
b5,1,0.948514,0.00417,[42 25] ; [13  8],[41.875 25.125] ; [13.125  7.875],0
a1,1,0.956478,0.002978,[ 3 64] ; [ 1 20],[ 3.04545455 63.95454545] ; [ 0.95454545 20.04545455],0
b3,1,1.0,0.0,[12 30] ; [ 4 10],[12. 30.] ; [ 4. 10.],0
b2,1,1.0,0.0,[12 30] ; [ 4 10],[12. 30.] ; [ 4. 10.],0
