Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,9e-06,19.697635,[ 2 30] ; [21 16],[10.66666667 21.33333333] ; [12.33333333 24.66666667],1
p11,1,0.430837,0.620566,[16 16] ; [22 15],[17.62318841 14.37681159] ; [20.37681159 16.62318841],0
n5,1,0.516321,0.421236,[15 16] ; [15 22],[13.67647059 17.32352941] ; [16.32352941 20.67647059],0
u3,1,0.576086,0.312605,[8 9] ; [8 6],[8.77419355 8.22580645] ; [7.22580645 6.77419355],0
s3,1,0.584463,0.299074,[19 13] ; [19 17],[17.88235294 14.11764706] ; [20.11764706 15.88235294],0
v3,1,0.590014,0.290323,[ 6 25] ; [ 8 24],[ 6.88888889 24.11111111] ; [ 7.11111111 24.88888889],0
p5,1,0.626147,0.237322,[ 1 31] ; [ 2 34],[ 1.41176471 30.58823529] ; [ 1.58823529 34.41176471],0
v1,1,0.684072,0.165578,[14 18] ; [18 19],[14.84057971 17.15942029] ; [17.15942029 19.84057971],0
b2,1,0.724058,0.124638,[ 8 12] ; [ 8 15],[ 7.44186047 12.55813953] ; [ 8.55813953 14.44186047],0
b3,1,0.724058,0.124638,[ 8 12] ; [ 8 15],[ 7.44186047 12.55813953] ; [ 8.55813953 14.44186047],0
n3,1,0.75706,0.095694,[8 4] ; [11  7],[7.6 4.4] ; [11.4  6.6],0
p1,1,0.852249,0.034689,[ 3 29] ; [ 3 34],[ 2.7826087 29.2173913] ; [ 3.2173913 33.7826087],0
p3,1,0.854567,0.033597,[10 22] ; [12 24],[10.35294118 21.64705882] ; [11.64705882 24.35294118],0
b5,1,0.883067,0.021633,[15 17] ; [18 19],[15.30434783 16.69565217] ; [17.69565217 19.30434783],0
p2,1,0.924173,0.009059,[17 15] ; [19 16],[17.19402985 14.80597015] ; [18.80597015 16.19402985],0
p9,1,0.924173,0.009059,[16 15] ; [19 17],[16.19402985 14.80597015] ; [18.80597015 17.19402985],0
n2,1,0.955212,0.003154,[10  3] ; [14  4],[10.06451613  2.93548387] ; [13.93548387  4.06451613],0
