Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.003578,8.48658,[ 6 16] ; [24 12],[11.37931034 10.62068966] ; [18.62068966 17.37931034],0
a7,1,0.455083,0.557961,[12 10] ; [16 20],[10.62068966 11.37931034] ; [17.37931034 18.62068966],0
a6,1,0.455083,0.557961,[12 10] ; [16 20],[10.62068966 11.37931034] ; [17.37931034 18.62068966],0
s6,1,0.486498,0.484262,[ 6 16] ; [13 23],[ 7.20689655 14.79310345] ; [11.79310345 24.20689655],0
s2,1,0.487877,0.481205,[ 6 16] ; [ 7 29],[ 4.93103448 17.06896552] ; [ 8.06896552 27.93103448],0
v1,1,0.492843,0.470314,[ 8 14] ; [10 26],[ 6.82758621 15.17241379] ; [11.17241379 24.82758621],0
u3,1,0.493886,0.46805,[3 8] ; [ 3 15],[2.27586207 8.72413793] ; [ 3.72413793 14.27586207],0
b2,1,0.497465,0.46034,[ 3 11] ; [ 7 15],[ 3.88888889 10.11111111] ; [ 6.11111111 15.88888889],0
b3,1,0.497465,0.46034,[ 3 11] ; [ 7 15],[ 3.88888889 10.11111111] ; [ 6.11111111 15.88888889],0
n2,1,0.509903,0.434266,[6 4] ; [6 7],[5.2173913 4.7826087] ; [6.7826087 6.2173913],0
a1,1,0.519924,0.414044,[ 3 19] ; [ 3 33],[ 2.27586207 19.72413793] ; [ 3.72413793 32.27586207],0
d1,1,0.572947,0.317776,[ 7 15] ; [ 9 27],[ 6.06896552 15.93103448] ; [ 9.93103448 26.06896552],0
s1,1,0.580681,0.305135,[ 1 21] ; [ 3 33],[ 1.51724138 20.48275862] ; [ 2.48275862 33.51724138],0
v3,1,0.586267,0.296211,[ 2 20] ; [ 5 31],[ 2.65517241 19.34482759] ; [ 4.34482759 31.65517241],0
b1,1,0.586674,0.295568,[15  7] ; [22 14],[14.03448276  7.96551724] ; [22.96551724 13.03448276],0
s3,1,0.591144,0.288562,[ 6 15] ; [ 8 28],[ 5.15789474 15.84210526] ; [ 8.84210526 27.15789474],0
p12,1,0.606159,0.265806,[ 2 20] ; [ 2 34],[ 1.51724138 20.48275862] ; [ 2.48275862 33.51724138],0
a2,1,0.606159,0.265806,[ 2 20] ; [ 2 34],[ 1.51724138 20.48275862] ; [ 2.48275862 33.51724138],0
p4,1,0.622283,0.242672,[10 12] ; [14 22],[ 9.10344828 12.89655172] ; [14.89655172 21.10344828],0
v4,1,0.622283,0.242672,[12 10] ; [22 14],[12.89655172  9.10344828] ; [21.10344828 14.89655172],0
p8,1,0.738472,0.111474,[ 6 16] ; [11 24],[ 6.56140351 15.43859649] ; [10.43859649 24.56140351],0
p6,1,0.778068,0.079433,[ 3 18] ; [ 6 29],[ 3.375 17.625] ; [ 5.625 29.375],0
a4,1,0.789849,0.071026,[ 6 16] ; [11 25],[ 6.44827586 15.55172414] ; [10.55172414 25.44827586],0
p2,1,0.79193,0.069593,[13  9] ; [20 16],[12.51724138  9.48275862] ; [20.48275862 15.51724138],0
u2,1,0.812126,0.056494,[5 6] ; [9 9],[5.31034483 5.68965517] ; [8.68965517 9.31034483],0
n1,1,0.859234,0.031453,[2 8] ; [ 3 10],[2.17391304 7.82608696] ; [ 2.82608696 10.17391304],0
p3,1,0.874498,0.024947,[ 6 15] ; [11 25],[ 6.26315789 14.73684211] ; [10.73684211 25.26315789],0
a5,1,0.895812,0.017149,[10 12] ; [17 19],[10.24137931 11.75862069] ; [16.75862069 19.24137931],0
a3,1,0.916353,0.011031,[11 11] ; [18 17],[11.19298246 10.80701754] ; [17.80701754 17.19298246],0
d5,1,0.940171,0.005633,[12 10] ; [20 16],[12.13793103  9.86206897] ; [19.86206897 16.13793103],0
p7,1,0.940171,0.005633,[10 12] ; [16 20],[ 9.86206897 12.13793103] ; [16.13793103 19.86206897],0
s7,1,0.951541,0.003693,[ 3 17] ; [ 5 27],[ 3.07692308 16.92307692] ; [ 4.92307692 27.07692308],0
r1,1,0.966693,0.001744,[ 6 16] ; [10 26],[ 6.06896552 15.93103448] ; [ 9.93103448 26.06896552],0
