Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,116.292621,[ 72 120] ; [437 113],[131.70889488  60.29110512] ; [377.29110512 172.70889488],1
d2,1,0.50847,0.437214,[106  85] ; [290 260],[102.07287449  88.92712551] ; [293.92712551 256.07287449],0
n5,1,0.52331,0.407364,[140  49] ; [392 155],[136.61413043  52.38586957] ; [395.38586957 151.61413043],0
a4,1,0.543344,0.369377,[96 96] ; [261 289],[92.37735849 99.62264151] ; [264.62264151 285.37735849],0
u4,1,0.562744,0.334976,[  6 186] ; [ 13 538],[  4.90982503 187.09017497] ; [ 14.09017497 536.90982503],0
s6,1,0.58835,0.292928,[123  62] ; [372 170],[125.96286107  59.03713893] ; [369.03713893 172.96286107],0
p5,1,0.602353,0.271462,[ 23 166] ; [ 59 488],[ 21.05706522 167.94293478] ; [ 60.94293478 486.05706522],0
a5,1,0.804063,0.06155,[145  47] ; [421 130],[146.26110363  45.73889637] ; [419.73889637 131.26110363],0
p1,1,0.815497,0.054448,[ 13 178] ; [ 40 507],[ 13.71680217 177.28319783] ; [ 39.28319783 507.71680217],0
v3,1,0.853115,0.034279,[ 76 109] ; [212 314],[ 74.93670886 110.06329114] ; [213.06329114 312.93670886],0
s1,1,0.891996,0.018436,[  6 185] ; [ 16 527],[  5.72479564 185.27520436] ; [ 16.27520436 526.72479564],0
s2,1,0.910285,0.012696,[102  89] ; [289 257],[101.33107191  89.66892809] ; [289.66892809 256.33107191],0
p6,1,0.936995,0.006248,[ 68 115] ; [200 343],[ 67.55371901 115.44628099] ; [200.44628099 342.55371901],0
p9,1,0.952283,0.003581,[160  29] ; [457  84],[159.74383562  29.25616438] ; [457.25616438  83.74383562],0
p11,1,0.966263,0.001789,[152  40] ; [437 114],[152.20457604  39.79542396] ; [436.79542396 114.20457604],0
