Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,2e-06,22.585491,[207  77] ; [21 32],[192.14243323  91.85756677] ; [35.85756677 17.14243323],1
v2,1,0.232894,1.423097,[180 104] ; [29 24],[176.1305638 107.8694362] ; [32.8694362 20.1305638],0
p12,1,0.235046,1.41006,[ 39 257] ; [ 4 50],[ 36.36571429 259.63428571] ; [ 6.63428571 47.36571429],0
u2,1,0.253924,1.301584,[44 24] ; [9 9],[41.90697674 26.09302326] ; [11.09302326  6.90697674],0
p1,1,0.256437,1.287894,[ 31 263] ; [ 3 51],[ 28.72413793 265.27586207] ; [ 5.27586207 48.72413793],0
d2,1,0.289904,1.120066,[157 138] ; [25 30],[153.4 141.6] ; [28.6 26.4],0
u4,1,0.330639,0.946394,[ 14 284] ; [ 1 54],[ 12.66288952 285.33711048] ; [ 2.33711048 52.66288952],0
r3,1,0.362783,0.828235,[288   9] ; [52  3],[286.875  10.125] ; [53.125  1.875],0
p2,1,0.379795,0.771365,[249  47] ; [42 11],[246.80802292  49.19197708] ; [44.19197708  8.80802292],0
u3,1,0.380702,0.768433,[46 23] ; [10  8],[44.4137931 24.5862069] ; [11.5862069  6.4137931],0
a6,1,0.480805,0.497037,[191 103] ; [33 22],[188.6991404 105.3008596] ; [35.3008596 19.6991404],0
b2,1,0.593011,0.285667,[ 82 114] ; [15 17],[ 83.38596491 112.61403509] ; [13.61403509 18.38596491],0
b3,1,0.593011,0.285667,[ 82 114] ; [15 17],[ 83.38596491 112.61403509] ; [13.61403509 18.38596491],0
v3,1,0.596423,0.280425,[136 147] ; [22 28],[134.27627628 148.72372372] ; [23.72372372 26.27627628],0
b1,1,0.640526,0.218055,[120 178] ; [24 31],[121.56373938 176.43626062] ; [22.43626062 32.56373938],0
r2,1,0.644958,0.212316,[282  12] ; [52  3],[281.36389685  12.63610315] ; [52.63610315  2.36389685],0
p10,1,0.651162,0.204438,[252  43] ; [44  9],[250.91954023  44.08045977] ; [45.08045977  7.91954023],0
p11,1,0.683399,0.166325,[231  67] ; [44 11],[232.1529745  65.8470255] ; [42.8470255 12.1529745],0
a7,1,0.752514,0.099431,[216  80] ; [39 16],[215.04273504  80.95726496] ; [39.95726496 15.04273504],0
s1,1,0.830912,0.045596,[ 14 279] ; [ 3 52],[ 14.31321839 278.68678161] ; [ 2.68678161 52.31321839],0
a8,1,0.862876,0.02983,[ 50 223] ; [ 9 43],[ 49.56 223.44] ; [ 9.44 42.56],0
b4,1,0.896348,0.016972,[176 122] ; [33 22],[176.43626062 121.56373938] ; [32.56373938 22.43626062],0
n3,1,0.912566,0.012057,[40 17] ; [11  5],[39.82191781 17.17808219] ; [11.17808219  4.82191781],0
n2,1,0.951278,0.003733,[46 11] ; [12  3],[45.91666667 11.08333333] ; [12.08333333  2.91666667],0
a1,1,0.952184,0.003596,[ 21 277] ; [ 4 51],[ 21.10481586 276.89518414] ; [ 3.89518414 51.10481586],0
p7,1,0.994796,4.3e-05,[189  97] ; [35 18],[188.97935103  97.02064897] ; [35.02064897 17.97935103],0
