Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,1e-06,24.03884,[29 54] ; [ 10 116],[15.48803828 67.51196172] ; [ 23.51196172 102.48803828],1
p8,1,0.04691,3.948629,[42 42] ; [46 81],[35.03317536 48.96682464] ; [52.96682464 74.03317536],0
d5,1,0.051742,3.784084,[54 31] ; [64 64],[47.08920188 37.91079812] ; [70.91079812 57.08920188],0
a5,1,0.052159,3.770661,[53 32] ; [63 66],[46.07476636 38.92523364] ; [69.92523364 59.07476636],0
n5,1,0.054353,3.701815,[63 20] ; [81 47],[56.64454976 26.35545024] ; [87.35545024 40.64454976],0
r1,1,0.058722,3.573127,[60 25] ; [74 54],[53.4741784 31.5258216] ; [80.5258216 47.4741784],0
p3,1,0.064648,3.413927,[39 46] ; [43 86],[32.57009346 52.42990654] ; [49.42990654 79.57009346],0
p12,1,0.094463,2.796623,[ 7 77] ; [  4 124],[ 4.35849057 79.64150943] ; [  6.64150943 121.35849057],0
n4,1,0.095297,2.782536,[60 25] ; [76 52],[54.27230047 30.72769953] ; [81.72769953 46.27230047],0
u3,1,0.119401,2.425161,[24 18] ; [24 34],[20.16 21.84] ; [27.84 30.16],0
r2,1,0.137518,2.205518,[73 11] ; [101  27],[68.94339623 15.05660377] ; [105.05660377  22.94339623],0
b1,1,0.199939,1.64282,[32 53] ; [60 69],[36.54205607 48.45794393] ; [55.45794393 73.54205607],0
p2,1,0.233364,1.420237,[65 20] ; [89 40],[61.1682243 23.8317757] ; [92.8317757 36.1682243],0
v2,1,0.254921,1.296131,[40 43] ; [49 73],[36.03414634 46.96585366] ; [52.96585366 69.03414634],0
d3,1,0.256537,1.287348,[36 49] ; [44 83],[32.0754717 52.9245283] ; [47.9245283 79.0754717],0
d4,1,0.271059,1.211378,[50 35] ; [66 63],[46.07476636 38.92523364] ; [69.92523364 59.07476636],0
s1,1,0.27542,1.189554,[ 2 82] ; [  7 121],[ 3.56603774 80.43396226] ; [  5.43396226 122.56603774],0
v3,1,0.31297,1.018099,[28 55] ; [34 91],[24.74038462 58.25961538] ; [37.25961538 87.74038462],0
a4,1,0.323367,0.975281,[18 67] ; [35 94],[21.05140187 63.94859813] ; [31.94859813 97.05140187],0
a6,1,0.374176,0.789748,[52 33] ; [71 58],[48.85514019 36.14485981] ; [74.14485981 54.85514019],0
a3,1,0.385721,0.75239,[42 43] ; [71 57],[45.09389671 39.90610329] ; [67.90610329 60.09389671],0
b5,1,0.387031,0.748251,[47 38] ; [79 50],[50.04672897 34.95327103] ; [75.95327103 53.04672897],0
n3,1,0.492742,0.470533,[15 10] ; [26 12],[16.26984127  8.73015873] ; [24.73015873 13.26984127],0
a2,1,0.496184,0.463089,[ 4 81] ; [  9 120],[ 5.1635514 79.8364486] ; [  7.8364486 121.1635514],0
n1,1,0.541492,0.372781,[ 8 16] ; [16 23],[ 9.14285714 14.85714286] ; [14.85714286 24.14285714],0
s4,1,0.619224,0.246959,[11 73] ; [ 14 115],[ 9.85915493 74.14084507] ; [ 15.14084507 113.85915493],0
n2,1,0.66369,0.189072,[16  9] ; [27 12],[16.796875  8.203125] ; [26.203125 12.796875],0
p11,1,0.762005,0.091717,[59 26] ; [87 42],[57.99065421 27.00934579] ; [88.00934579 40.99065421],0
b4,1,0.795301,0.067306,[47 38] ; [69 60],[46.07476636 38.92523364] ; [69.92523364 59.07476636],0
a1,1,0.804002,0.061589,[ 6 79] ; [  8 121],[ 5.56074766 79.43925234] ; [  8.43925234 120.56074766],0
b2,1,0.807477,0.059381,[16 27] ; [30 46],[16.62184874 26.37815126] ; [29.37815126 46.62184874],0
b3,1,0.807477,0.059381,[16 27] ; [30 46],[16.62184874 26.37815126] ; [29.37815126 46.62184874],0
a8,1,0.862874,0.029831,[ 9 73] ; [ 14 105],[ 9.38308458 72.61691542] ; [ 13.61691542 105.38308458],0
u1,1,0.863052,0.029753,[ 3 82] ; [  4 125],[ 2.78037383 82.21962617] ; [  4.21962617 124.78037383],0
d2,1,0.947891,0.004271,[13 72] ; [ 20 108],[13.16901408 71.83098592] ; [ 19.83098592 108.16901408],0
