Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,99.684797,[254 112] ; [ 45 139],[198.97090909 167.02909091] ; [100.02909091  83.97090909],1
b4,1,0.077078,3.12546,[200 170] ; [114  70],[209.71119134 160.28880866] ; [104.28880866  79.71119134],0
s2,1,0.102862,2.660591,[202 164] ; [86 94],[193.05494505 172.94505495] ; [94.94505495 85.05494505],0
n2,1,0.136263,2.219662,[53 11] ; [40 16],[49.6 14.4] ; [43.4 12.6],0
s3,1,0.1371,2.210212,[216 149] ; [95 86],[207.9029304 157.0970696] ; [103.0970696  77.9029304],0
s1,1,0.178414,1.810782,[  7 358] ; [  7 175],[  9.34186472 355.65813528] ; [  4.65813528 177.34186472],0
a4,1,0.193045,1.694222,[186 183] ; [103  80],[193.19021739 175.80978261] ; [95.80978261 87.19021739],0
r2,1,0.211799,1.559088,[350  15] ; [171  12],[347.01642336  17.98357664] ; [173.98357664   9.01642336],0
s4,1,0.221906,1.492005,[ 61 302] ; [ 23 157],[ 56.15469613 306.84530387] ; [ 27.84530387 152.15469613],0
n1,1,0.258385,1.277391,[24 38] ; [27 28],[27.02564103 34.97435897] ; [23.97435897 31.02564103],0
n4,1,0.356534,0.850066,[336  33] ; [163  21],[332.96745027  36.03254973] ; [166.03254973  17.96745027],0
n3,1,0.461823,0.541473,[47 17] ; [37 18],[45.17647059 18.82352941] ; [38.82352941 16.17647059],0
d4,1,0.491935,0.47229,[327  43] ; [158  25],[324.50271248  45.49728752] ; [160.49728752  22.50271248],0
u3,1,0.543143,0.369746,[46 40] ; [26 18],[47.63076923 38.36923077] ; [24.36923077 19.63076923],0
a6,1,0.567241,0.327321,[256 113] ; [132  52],[258.9005425 110.0994575] ; [129.0994575  54.9005425],0
a5,1,0.633441,0.227424,[296  74] ; [144  40],[293.86281588  76.13718412] ; [146.13718412  37.86281588],0
d3,1,0.671328,0.180053,[271  98] ; [132  52],[268.90958409 100.09041591] ; [134.09041591  49.90958409],0
a7,1,0.67612,0.174526,[266 103] ; [135  48],[268.05978261 100.94021739] ; [132.94021739  50.05978261],0
b2,1,0.698973,0.149542,[ 94 143] ; [42 70],[ 92.35530086 144.64469914] ; [43.64469914 68.35530086],0
b3,1,0.698973,0.149542,[ 94 143] ; [42 70],[ 92.35530086 144.64469914] ; [43.64469914 68.35530086],0
a1,1,0.714365,0.133956,[ 23 347] ; [ 10 174],[ 22.03971119 347.96028881] ; [ 10.96028881 173.03971119],0
u4,1,0.715756,0.132596,[ 10 359] ; [  6 178],[ 10.67631103 358.32368897] ; [  5.32368897 178.67631103],0
d1,1,0.720367,0.128141,[260 110] ; [132  52],[261.80505415 108.19494585] ; [130.19494585  53.80505415],0
a3,1,0.775452,0.081368,[284  84] ; [140  44],[282.66666667  85.33333333] ; [141.33333333  42.66666667],0
p1,1,0.820479,0.051496,[ 30 339] ; [ 16 168],[ 30.69439421 338.30560579] ; [ 15.30560579 168.69439421],0
u1,1,0.853288,0.034197,[ 83 287] ; [ 40 144],[ 82.14801444 287.85198556] ; [ 40.85198556 143.14801444],0
a2,1,0.871889,0.026005,[107 263] ; [ 52 132],[106.19133574 263.80866426] ; [ 52.80866426 131.19133574],0
n6,1,0.916485,0.010996,[335  33] ; [167  17],[334.66666667  33.33333333] ; [167.33333333  16.66666667],0
b1,1,0.940484,0.005574,[146 224] ; [ 72 112],[145.59566787 224.40433213] ; [ 72.40433213 111.59566787],0
u2,1,0.969878,0.001426,[48 37] ; [25 19],[48.10077519 36.89922481] ; [24.89922481 19.10077519],0
p12,1,0.992579,8.7e-05,[ 32 335] ; [ 16 168],[ 31.97096189 335.02903811] ; [ 16.02903811 167.97096189],0
