Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,64.722345,[71  7] ; [ 2 24],[54.75 23.25] ; [18.25  7.75],1
u2,1,0.193855,1.688076,[15 15] ; [3 8],[13.17073171 16.82926829] ; [4.82926829 6.17073171],0
p1,1,0.249222,1.32766,[ 6 72] ; [ 4 22],[ 7.5 70.5] ; [ 2.5 23.5],0
b3,1,0.266991,1.232143,[14 34] ; [ 9 12],[16. 32.] ; [ 7. 14.],0
b2,1,0.266991,1.232143,[14 34] ; [ 9 12],[16. 32.] ; [ 7. 14.],0
n4,1,0.283858,1.148524,[67 11] ; [20  6],[65.25 12.75] ; [21.75  4.25],0
a5,1,0.300826,1.07053,[48 30] ; [13 13],[45.75 32.25] ; [15.25 10.75],0
p6,1,0.31505,1.009386,[16 60] ; [ 3 22],[14.2970297 61.7029703] ; [ 4.7029703 20.2970297],0
p12,1,0.409677,0.679739,[ 1 77] ; [ 1 25],[ 1.5 76.5] ; [ 0.5 25.5],0
b4,1,0.417397,0.657633,[49 29] ; [14 12],[47.25 30.75] ; [15.75 10.25],0
b1,1,0.494017,0.467766,[45 33] ; [13 13],[43.5 34.5] ; [14.5 11.5],0
p5,1,0.523255,0.407473,[ 6 72] ; [ 1 24],[ 5.30097087 72.69902913] ; [ 1.69902913 23.30097087],0
s5,1,0.603815,0.26928,[15 60] ; [ 4 22],[14.10891089 60.89108911] ; [ 4.89108911 21.10891089],0
n1,1,0.765243,0.089164,[ 8 11] ; [8 9],[ 8.44444444 10.55555556] ; [7.55555556 9.44444444],0
d2,1,0.872071,0.02593,[42 36] ; [13 12],[41.65048544 36.34951456] ; [13.34951456 11.65048544],0
a3,1,0.927642,0.008247,[46 32] ; [15 10],[46.19417476 31.80582524] ; [14.80582524 10.19417476],0
a4,1,0.932259,0.007226,[27 50] ; [ 9 16],[27.17647059 49.82352941] ; [ 8.82352941 16.17647059],0
