Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1.7e-05,18.484337,[78  4] ; [8 6],[73.45833333  8.54166667] ; [12.54166667  1.45833333],1
n2,1,0.371093,0.8,[12  3] ; [3 2],[11.25  3.75] ; [3.75 1.25],0
b5,1,0.375648,0.784896,[39 43] ; [9 6],[40.57731959 41.42268041] ; [7.42268041 7.57731959],0
a2,1,0.395017,0.723443,[19 63] ; [ 2 13],[17.75257732 64.24742268] ; [ 3.24742268 11.75257732],0
a1,1,0.40495,0.693579,[12 70] ; [ 1 14],[10.98969072 71.01030928] ; [ 2.01030928 12.98969072],0
p2,1,0.426131,0.633344,[71 10] ; [12  3],[70.03125 10.96875] ; [12.96875  2.03125],0
s1,1,0.436098,0.606527,[ 6 76] ; [ 2 13],[ 6.7628866 75.2371134] ; [ 1.2371134 13.7628866],0
p1,1,0.467603,0.527634,[25 57] ; [6 9],[26.20618557 55.79381443] ; [ 4.79381443 10.20618557],0
u1,1,0.52887,0.396562,[16 66] ; [ 4 11],[16.90721649 65.09278351] ; [ 3.09278351 11.90721649],0
r4,1,0.534689,0.385472,[72 10] ; [14  1],[72.70103093  9.29896907] ; [13.29896907  1.70103093],0
s8,1,0.5415,0.372767,[46 33] ; [10  5],[47.06382979 31.93617021] ; [8.93617021 6.06382979],0
r3,1,0.578046,0.309405,[73  7] ; [13  2],[72.42105263  7.57894737] ; [13.57894737  1.42105263],0
n3,1,0.605577,0.266667,[8 7] ; [2 3],[7.5 7.5] ; [2.5 2.5],0
r1,1,0.628935,0.233507,[66 15] ; [13  2],[66.65625 14.34375] ; [12.34375  2.65625],0
p4,1,0.65506,0.19958,[72  9] ; [13  1],[72.47368421  8.52631579] ; [12.52631579  1.47368421],0
s7,1,0.677392,0.173077,[54 21] ; [10  5],[53.33333333 21.66666667] ; [10.66666667  4.33333333],0
s2,1,0.696597,0.152036,[47 33] ; [8 7],[46.31578947 33.68421053] ; [8.68421053 6.31578947],0
u2,1,0.746188,0.104762,[8 6] ; [4 4],[7.63636364 6.36363636] ; [4.36363636 3.63636364],0
d2,1,0.749933,0.101587,[45 36] ; [9 6],[45.5625 35.4375] ; [8.4375 6.5625],0
v4,1,0.790798,0.07037,[76  4] ; [14  1],[75.78947368  4.21052632] ; [14.21052632  0.78947368],0
r2,1,0.799297,0.064646,[74  7] ; [14  1],[74.25  6.75] ; [13.75  1.25],0
d4,1,0.800177,0.064069,[67 14] ; [12  3],[66.65625 14.34375] ; [12.34375  2.65625],0
u3,1,0.805803,0.06044,[8 6] ; [5 3],[8.27272727 5.72727273] ; [4.72727273 3.27272727],0
a7,1,0.901182,0.015418,[56 26] ; [10  5],[55.79381443 26.20618557] ; [10.20618557  4.79381443],0
b4,1,0.943262,0.005065,[50 32] ; [9 6],[49.87628866 32.12371134] ; [9.12371134 5.87628866],0
b1,1,0.981474,0.000539,[38 44] ; [7 8],[38.04123711 43.95876289] ; [6.95876289 8.04123711],0
