Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-06,22.804086,[130  25] ; [29 27],[116.80094787  38.19905213] ; [42.19905213 13.80094787],1
d1,1,0.381487,0.765903,[77 80] ; [25 34],[74.13888889 82.86111111] ; [27.86111111 31.13888889],0
v2,1,0.430183,0.622331,[77 72] ; [25 30],[74.5 74.5] ; [27.5 27.5],0
p6,1,0.431625,0.618447,[ 39 114] ; [12 47],[ 36.80660377 116.19339623] ; [14.19339623 44.80660377],0
d4,1,0.4369,0.60441,[124  32] ; [44 15],[121.89767442  34.10232558] ; [46.10232558 12.89767442],0
u4,1,0.469458,0.523251,[  1 156] ; [ 1 58],[  1.4537037 155.5462963] ; [ 0.5462963 58.4537037],0
s7,1,0.506773,0.440724,[ 52 101] ; [16 39],[ 50.01923077 102.98076923] ; [17.98076923 37.01923077],0
n2,1,0.509399,0.435301,[37 14] ; [19 10],[35.7 15.3] ; [20.3  8.7],0
d5,1,0.569687,0.323206,[113  43] ; [45 14],[114.64186047  41.35813953] ; [43.35813953 15.64186047],0
u3,1,0.60094,0.273581,[40 23] ; [16  7],[41.02325581 21.97674419] ; [14.97674419  8.02325581],0
s2,1,0.619087,0.247153,[72 84] ; [25 34],[70.38139535 85.61860465] ; [26.61860465 32.38139535],0
p12,1,0.721981,0.126602,[  4 153] ; [ 2 56],[  4.38139535 152.61860465] ; [ 1.61860465 56.38139535],0
b2,1,0.758452,0.094565,[23 53] ; [10 20],[23.66037736 52.33962264] ; [ 9.33962264 20.66037736],0
b3,1,0.758452,0.094565,[23 53] ; [10 20],[23.66037736 52.33962264] ; [ 9.33962264 20.66037736],0
u2,1,0.78038,0.077743,[35 28] ; [12 11],[34.43023256 28.56976744] ; [12.56976744 10.43023256],0
p1,1,0.781493,0.076937,[  9 147] ; [ 4 55],[  9.43255814 146.56744186] ; [ 3.56744186 55.43255814],0
a3,1,0.785403,0.074139,[92 64] ; [36 23],[92.8744186 63.1255814] ; [35.1255814 23.8744186],0
a5,1,0.81109,0.057131,[88 69] ; [32 27],[87.22222222 69.77777778] ; [32.77777778 26.22222222],0
b4,1,0.830537,0.045802,[93 64] ; [34 25],[92.31018519 64.68981481] ; [34.68981481 24.31018519],0
s4,1,0.881415,0.022253,[ 41 116] ; [16 43],[ 41.43055556 115.56944444] ; [15.56944444 43.43055556],0
s5,1,0.885394,0.020775,[ 46 108] ; [17 38],[ 46.42105263 107.57894737] ; [16.57894737 38.42105263],0
v3,1,0.937007,0.006246,[ 39 111] ; [14 41],[ 38.7804878 111.2195122] ; [14.2195122 40.7804878],0
a2,1,0.971879,0.001243,[ 21 136] ; [ 8 51],[ 21.0787037 135.9212963] ; [ 7.9212963 51.0787037],0
