Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4.3e-05,16.726362,[86 67] ; [ 9 34],[74.15816327 78.84183673] ; [20.84183673 22.15816327],1
d2,1,0.440285,0.595539,[ 31 123] ; [11 32],[ 32.83248731 121.16751269] ; [ 9.16751269 33.83248731],0
r3,1,0.51437,0.425167,[147   7] ; [42  1],[147.74619289   6.25380711] ; [41.25380711  1.74619289],0
d3,1,0.539914,0.375698,[91 64] ; [23 20],[89.24242424 65.75757576] ; [24.75757576 18.24242424],0
a4,1,0.57584,0.313009,[ 35 120] ; [ 8 35],[ 33.66161616 121.33838384] ; [ 9.33838384 33.66161616],0
n3,1,0.609437,0.260995,[26  9] ; [9 2],[26.63043478  8.36956522] ; [8.36956522 2.63043478],0
r2,1,0.627573,0.235366,[139  14] ; [38  5],[138.16836735  14.83163265] ; [38.83163265  4.16836735],0
b4,1,0.629437,0.232826,[91 64] ; [27 16],[92.37373737 62.62626263] ; [25.62626263 17.37373737],0
d4,1,0.644227,0.213256,[106  48] ; [28 15],[104.75126904  49.24873096] ; [29.24873096 13.75126904],0
r4,1,0.656615,0.197662,[129  26] ; [37  6],[129.94949495  25.05050505] ; [36.05050505  6.94949495],0
u3,1,0.660567,0.192835,[39 35] ; [15 11],[39.96 34.04] ; [14.04 11.96],0
v2,1,0.669073,0.182688,[74 74] ; [18 21],[72.81283422 75.18716578] ; [19.18716578 19.81283422],0
u2,1,0.670867,0.18059,[42 32] ; [16 10],[42.92 31.08] ; [15.08 10.92],0
s8,1,0.740424,0.109754,[ 51 104] ; [13 30],[ 50.1010101 104.8989899] ; [13.8989899 29.1010101],0
p12,1,0.763231,0.090746,[  9 145] ; [ 2 41],[  8.59898477 145.40101523] ; [ 2.40101523 40.59898477],0
v1,1,0.802994,0.062237,[66 84] ; [18 25],[65.28497409 84.71502591] ; [18.71502591 24.28497409],0
n4,1,0.828186,0.047101,[103  51] ; [28 15],[102.40609137  51.59390863] ; [28.59390863 14.40609137],0
d1,1,0.862899,0.02982,[ 49 106] ; [13 30],[ 48.53535354 106.46464646] ; [13.46464646 29.53535354],0
s2,1,0.879787,0.022873,[64 90] ; [18 24],[64.42857143 89.57142857] ; [17.57142857 24.42857143],0
r1,1,0.89122,0.018703,[102  52] ; [28 15],[101.62436548  52.37563452] ; [28.37563452 14.62436548],0
s4,1,0.944169,0.004904,[ 29 123] ; [ 8 35],[ 28.84102564 123.15897436] ; [ 8.15897436 34.84102564],0
