Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,81.470981,[ 78 102] ; [410 108],[125.84527221  54.15472779] ; [362.15472779 155.84527221],1
s7,1,0.110582,2.545887,[101  74] ; [251 244],[91.94029851 83.05970149] ; [260.05970149 234.94029851],0
s8,1,0.122212,2.388739,[94 86] ; [235 281],[85.0862069 94.9137931] ; [243.9137931 272.0862069],0
a5,1,0.127448,2.323319,[129  51] ; [402 118],[136.54285714  43.45714286] ; [394.45714286 125.54285714],0
d5,1,0.184405,1.761761,[143  36] ; [437  82],[148.73925501  30.26074499] ; [431.26074499  87.73925501],0
u2,1,0.202268,1.625925,[22 22] ; [87 56],[25.64705882 18.35294118] ; [83.35294118 59.64705882],0
p12,1,0.215471,1.534282,[ 12 166] ; [ 51 468],[ 16.08895265 161.91104735] ; [ 46.91104735 472.08895265],0
s4,1,0.234898,1.410956,[ 37 142] ; [ 86 428],[ 31.77056277 147.22943723] ; [ 91.22943723 422.77056277],0
a1,1,0.251178,1.316738,[ 11 169] ; [ 21 499],[  8.22857143 171.77142857] ; [ 23.77142857 496.22857143],0
n1,1,0.268736,1.223187,[20 25] ; [33 62],[17.03571429 27.96428571] ; [35.96428571 59.03571429],0
p2,1,0.276271,1.185345,[148  29] ; [451  68],[152.33189655  24.66810345] ; [446.66810345  72.33189655],0
p8,1,0.318657,0.99445,[94 84] ; [293 220],[99.69030391 78.30969609] ; [287.30969609 225.69030391],0
n4,1,0.333566,0.935005,[147  33] ; [407 113],[142.45714286  37.54285714] ; [411.54285714 108.45714286],0
s2,1,0.338313,0.916815,[92 87] ; [286 229],[97.49567723 81.50432277] ; [280.50432277 234.49567723],0
b4,1,0.340578,0.908254,[100  80] ; [310 210],[105.42857143  74.57142857] ; [304.57142857 215.42857143],0
a8,1,0.35798,0.844966,[ 19 154] ; [ 64 402],[ 22.47104851 150.52895149] ; [ 60.52895149 405.47104851],0
s3,1,0.375862,0.784193,[110  68] ; [297 215],[104.9942029  73.0057971] ; [302.0057971 209.9942029],0
a3,1,0.437707,0.602286,[136  44] ; [376 142],[132.03438395  47.96561605] ; [379.96561605 138.03438395],0
s1,1,0.55242,0.352999,[  4 174] ; [ 16 498],[  5.14450867 172.85549133] ; [ 14.85549133 499.14450867],0
n2,1,0.600599,0.274093,[34 12] ; [74 21],[35.23404255 10.76595745] ; [72.76595745 22.23404255],0
p1,1,0.613722,0.254791,[ 15 164] ; [ 50 468],[ 16.69296987 162.30703013] ; [ 48.30703013 469.69296987],0
p3,1,0.6595,0.194132,[93 86] ; [279 239],[95.53515065 83.46484935] ; [276.46484935 241.53515065],0
p11,1,0.671125,0.180288,[153  27] ; [435  85],[151.2  28.8] ; [436.8  83.2],0
u4,1,0.6738,0.177189,[  4 176] ; [  9 511],[  3.34285714 176.65714286] ; [  9.65714286 510.34285714],0
v3,1,0.697105,0.151501,[ 70 105] ; [208 291],[ 72.1810089 102.8189911] ; [205.8189911 293.1810089],0
p5,1,0.754552,0.097745,[ 21 156] ; [ 66 451],[ 22.18876081 154.81123919] ; [ 64.81123919 452.18876081],0
p9,1,0.781964,0.076596,[168  11] ; [490  29],[168.74212034  10.25787966] ; [489.25787966  29.74212034],0
n3,1,0.859154,0.031489,[33 12] ; [71 24],[33.42857143 11.57142857] ; [70.57142857 24.42857143],0
n6,1,0.895875,0.017128,[157  23] ; [452  64],[157.5  22.5] ; [451.5  64.5],0
p7,1,0.901299,0.015381,[116  59] ; [338 168],[116.66666667  58.33333333] ; [337.33333333 168.66666667],0
v1,1,0.90899,0.013067,[99 77] ; [286 218],[99.64705882 76.35294118] ; [285.35294118 218.64705882],0
p6,1,0.911398,0.012382,[ 67 108] ; [200 316],[ 67.61939219 107.38060781] ; [199.38060781 316.61939219],0
s6,1,0.938449,0.005963,[122  52] ; [356 154],[121.59649123  52.40350877] ; [356.40350877 153.59649123],0
d2,1,0.95614,0.003025,[87 92] ; [253 265],[87.31707317 91.68292683] ; [252.68292683 265.31707317],0
a4,1,0.984535,0.000376,[82 98] ; [236 283],[81.88841202 98.11158798] ; [236.11158798 282.88841202],0
