Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,6e-06,20.440391,[71  6] ; [38 25],[59.95 17.05] ; [49.05 13.95],1
a6,1,0.075253,3.164556,[47 31] ; [28 34],[41.78571429 36.21428571] ; [33.21428571 28.78571429],0
s2,1,0.117284,2.453222,[25 52] ; [13 50],[20.9 56.1] ; [17.1 45.9],0
r1,1,0.124317,2.362066,[52 26] ; [34 29],[47.57446809 30.42553191] ; [38.42553191 24.57446809],0
u1,1,0.137671,2.2038,[11 67] ; [ 4 59],[ 8.29787234 69.70212766] ; [ 6.70212766 56.29787234],0
n2,1,0.166904,1.910534,[21 11] ; [15 16],[18.28571429 13.71428571] ; [17.71428571 13.28571429],0
v2,1,0.311084,1.026067,[25 52] ; [15 46],[22.31884058 54.68115942] ; [17.68115942 43.31884058],0
b2,1,0.406749,0.688283,[13 33] ; [15 26],[14.8045977 31.1954023] ; [13.1954023 27.8045977],0
b3,1,0.406749,0.688283,[13 33] ; [15 26],[14.8045977 31.1954023] ; [13.1954023 27.8045977],0
n1,1,0.430278,0.622074,[10 21] ; [13 18],[11.5 19.5] ; [11.5 19.5],0
a5,1,0.440534,0.594891,[37 41] ; [34 29],[39.27659574 38.72340426] ; [31.72340426 31.27659574],0
s6,1,0.445525,0.582011,[33 44] ; [23 40],[30.8 46.2] ; [25.2 37.8],0
a8,1,0.446656,0.579123,[ 7 62] ; [ 4 58],[ 5.79389313 63.20610687] ; [ 5.20610687 56.79389313],0
s5,1,0.469605,0.522905,[14 60] ; [ 9 54],[12.42335766 61.57664234] ; [10.57664234 52.42335766],0
v3,1,0.501783,0.451164,[13 63] ; [13 47],[14.52941176 61.47058824] ; [11.47058824 48.52941176],0
p1,1,0.533886,0.386989,[ 7 69] ; [ 4 59],[ 6.01438849 69.98561151] ; [ 4.98561151 58.01438849],0
r2,1,0.539303,0.376834,[64 13] ; [49 13],[62.5971223 14.4028777] ; [50.4028777 11.5971223],0
b4,1,0.573733,0.316477,[47 31] ; [35 28],[45.36170213 32.63829787] ; [36.63829787 26.36170213],0
p5,1,0.580912,0.304762,[ 4 74] ; [ 2 60],[ 3.34285714 74.65714286] ; [ 2.65714286 59.34285714],0
d2,1,0.582765,0.301786,[33 44] ; [29 32],[34.5942029 42.4057971] ; [27.4057971 33.5942029],0
n4,1,0.708751,0.139528,[47 31] ; [36 27],[45.91489362 32.08510638] ; [37.08510638 25.91489362],0
s4,1,0.718395,0.130036,[14 63] ; [10 53],[13.2 63.8] ; [10.8 52.2],0
u2,1,0.7485,0.102795,[16 21] ; [11 17],[15.36923077 21.63076923] ; [11.63076923 16.36923077],0
d4,1,0.777892,0.079562,[51 25] ; [43 19],[51.76811594 24.23188406] ; [42.23188406 19.76811594],0
a3,1,0.788656,0.071854,[41 37] ; [34 28],[41.78571429 36.21428571] ; [33.21428571 28.78571429],0
a2,1,0.808188,0.058934,[11 67] ; [ 8 55],[10.5106383 67.4893617] ; [ 8.4893617 54.5106383],0
a4,1,0.822788,0.050159,[30 48] ; [25 37],[30.64285714 47.35714286] ; [24.35714286 37.64285714],0
p12,1,0.878878,0.023223,[ 1 77] ; [ 1 62],[ 1.10638298 76.89361702] ; [ 0.89361702 62.10638298],0
u3,1,0.927841,0.008201,[17 20] ; [13 16],[16.81818182 20.18181818] ; [13.18181818 15.81818182],0
n5,1,0.930438,0.00762,[44 34] ; [36 27],[44.25531915 33.74468085] ; [35.74468085 27.25531915],0
d1,1,0.930438,0.00762,[34 44] ; [27 36],[33.74468085 44.25531915] ; [27.25531915 35.74468085],0
d5,1,0.946652,0.004477,[52 26] ; [41 21],[51.81428571 26.18571429] ; [41.18571429 20.81428571],0
