Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.001033,10.768131,[ 8 22] ; [34 19],[15.18072289 14.81927711] ; [26.81927711 26.18072289],0
u3,1,0.751529,0.100251,[10  9] ; [10 11],[9.5 9.5] ; [10.5 10.5],0
p10,1,0.76666,0.088059,[20 10] ; [37 16],[20.60240964  9.39759036] ; [36.39759036 16.60240964],0
v1,1,0.771154,0.084603,[14 16] ; [26 26],[14.63414634 15.36585366] ; [25.36585366 26.63414634],0
a4,1,0.779062,0.078703,[ 6 24] ; [12 41],[ 6.5060241 23.4939759] ; [11.4939759 41.5060241],0
p11,1,0.784191,0.075,[23  7] ; [42 11],[23.4939759  6.5060241] ; [41.5060241 11.4939759],0
s8,1,0.790382,0.070657,[11 19] ; [21 32],[11.56626506 18.43373494] ; [20.43373494 32.56626506],0
a8,1,0.815562,0.054408,[ 5 25] ; [ 9 39],[ 5.38461538 24.61538462] ; [ 8.61538462 39.38461538],0
p9,1,0.829545,0.046348,[22  8] ; [40 13],[22.40963855  7.59036145] ; [39.59036145 13.40963855],0
s7,1,0.876747,0.024054,[14 13] ; [25 25],[13.67532468 13.32467532] ; [25.32467532 24.67532468],0
n1,1,0.896669,0.016866,[6 5] ; [8 6],[6.16 4.84] ; [7.84 6.16],0
s3,1,0.903253,0.014775,[16 14] ; [29 24],[16.26506024 13.73493976] ; [28.73493976 24.26506024],0
a1,1,0.917775,0.010658,[ 1 29] ; [ 2 51],[ 1.08433735 28.91566265] ; [ 1.91566265 51.08433735],0
s1,1,0.917775,0.010658,[ 1 29] ; [ 2 51],[ 1.08433735 28.91566265] ; [ 1.91566265 51.08433735],0
v2,1,0.935628,0.006523,[14 14] ; [27 26],[14.17283951 13.82716049] ; [26.82716049 26.17283951],0
n5,1,0.942545,0.005194,[23  7] ; [41 12],[23.13253012  6.86746988] ; [40.86746988 12.13253012],0
p5,1,0.97068,0.001351,[ 5 25] ; [ 9 44],[ 5.06024096 24.93975904] ; [ 8.93975904 44.06024096],0
