Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,106.896053,[ 55 200] ; [99 31],[102. 153.] ; [52. 78.],1
p2,1,0.31702,1.001203,[182  85] ; [100  37],[186.37128713  80.62871287] ; [95.62871287 41.37128713],0
d4,1,0.409187,0.681163,[204  62] ; [110  27],[207.25558313  58.74441687] ; [106.74441687  30.25558313],0
a6,1,0.710395,0.137883,[177  91] ; [93 44],[178.66666667  89.33333333] ; [91.33333333 45.66666667],0
n2,1,0.714284,0.134036,[60 31] ; [27 12],[60.9 30.1] ; [26.1 12.9],0
d3,1,0.75595,0.096599,[166 101] ; [83 54],[164.56188119 102.43811881] ; [84.43811881 52.56188119],0
p5,1,0.769722,0.085696,[ 14 254] ; [  6 126],[ 13.4 254.6] ; [  6.6 125.4],0
b4,1,0.777444,0.079892,[161 108] ; [80 57],[159.6773399 109.3226601] ; [81.3226601 55.6773399],0
n3,1,0.859257,0.031442,[63 27] ; [26 12],[62.578125 27.421875] ; [26.421875 11.578125],0
a1,1,0.913618,0.011767,[ 15 254] ; [  8 129],[ 15.23891626 253.76108374] ; [  7.76108374 129.23891626],0
p1,1,0.920564,0.009945,[ 15 253] ; [  8 129],[ 15.21975309 252.78024691] ; [  7.78024691 129.21975309],0
b1,1,0.951679,0.003672,[115 154] ; [59 78],[115.28571429 153.71428571] ; [58.71428571 78.28571429],0
s1,1,0.975445,0.000947,[ 12 252] ; [  6 128],[ 11.93969849 252.06030151] ; [  6.06030151 127.93969849],0
