Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,24.11321,[18 29] ; [172  58],[32.23826715 14.76173285] ; [157.76173285  72.23826715],1
r1,1,0.073394,3.205426,[35 12] ; [195  34],[39.16666667  7.83333333] ; [190.83333333  38.16666667],0
v4,1,0.08308,3.003589,[43  4] ; [221   7],[45.12  1.88] ; [218.88   9.12],0
n4,1,0.086038,2.946986,[35 12] ; [195  35],[39.02527076  7.97472924] ; [190.97472924  39.02527076],0
n6,1,0.112403,2.5201,[39  8] ; [207  21],[42.04363636  4.95636364] ; [203.95636364  24.04363636],0
r4,1,0.14057,2.171713,[41  6] ; [215  15],[43.4368231  3.5631769] ; [212.5631769  17.4368231],0
a3,1,0.145928,2.11431,[30 16] ; [173  56],[33.95636364 12.04363636] ; [169.04363636  59.95636364],0
n5,1,0.147286,2.100136,[35 12] ; [191  38],[38.48550725  8.51449275] ; [187.51449275  41.48550725],0
s1,1,0.174712,1.842039,[ 3 43] ; [  6 223],[ 1.50545455 44.49454545] ; [  7.49454545 221.50545455],0
p12,1,0.182242,1.779244,[ 3 42] ; [ 32 198],[ 5.72727273 39.27272727] ; [ 29.27272727 200.72727273],0
s2,1,0.188326,1.730664,[24 23] ; [140  88],[28.02909091 18.97090909] ; [135.97090909  92.02909091],0
b1,1,0.267534,1.229348,[25 22] ; [102 128],[21.54873646 25.45126354] ; [105.45126354 124.54873646],0
u3,1,0.292757,1.106897,[8 9] ; [35 22],[9.87837838 7.12162162] ; [33.12162162 23.87837838],0
u2,1,0.292757,1.106897,[8 9] ; [35 22],[9.87837838 7.12162162] ; [33.12162162 23.87837838],0
b2,1,0.321145,0.984279,[15 13] ; [66 86],[12.6 15.4] ; [68.4 83.6],0
b3,1,0.321145,0.984279,[15 13] ; [66 86],[12.6 15.4] ; [68.4 83.6],0
a6,1,0.497624,0.46,[28 18] ; [152  78],[30. 16.] ; [150.  80.],0
n1,1,0.521801,0.410332,[ 5 11] ; [15 22],[6.03773585 9.96226415] ; [13.96226415 23.03773585],0
r2,1,0.561576,0.336983,[44  3] ; [217  10],[44.77007299  2.22992701] ; [216.22992701  10.77007299],0
a1,1,0.600568,0.27414,[ 3 44] ; [ 20 210],[ 3.90252708 43.09747292] ; [ 19.09747292 210.90252708],0
r3,1,0.624884,0.239062,[46  1] ; [219   8],[45.45620438  1.54379562] ; [219.54379562   7.45620438],0
s3,1,0.628715,0.233807,[27 20] ; [139  88],[28.47445255 18.52554745] ; [137.52554745  89.47445255],0
a8,1,0.663641,0.189131,[ 8 36] ; [ 32 174],[ 7.04 36.96] ; [ 32.96 173.04],0
n3,1,0.683181,0.166567,[12  4] ; [25 11],[11.38461538  4.61538462] ; [25.61538462 10.38461538],0
v2,1,0.686116,0.163323,[26 20] ; [135  91],[27.22794118 18.77205882] ; [133.77205882  92.22794118],0
p1,1,0.826726,0.047918,[ 6 41] ; [ 32 197],[ 6.47101449 40.52898551] ; [ 31.52898551 197.47101449],0
u4,1,0.844934,0.038254,[ 1 46] ; [  6 223],[ 1.19202899 45.80797101] ; [  5.80797101 223.19202899],0
n2,1,0.877877,0.023612,[12  4] ; [27 10],[11.77358491  4.22641509] ; [27.22641509  9.77358491],0
