Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2.4e-05,17.877374,[23 15] ; [ 6 35],[13.94936709 24.05063291] ; [15.05063291 25.94936709],1
v2,1,0.697137,0.151468,[12 27] ; [11 30],[11.2125 27.7875] ; [11.7875 29.2125],0
p11,1,0.702162,0.146232,[23 16] ; [23 19],[22.14814815 16.85185185] ; [23.85185185 18.14814815],0
b1,1,0.741801,0.10855,[20 19] ; [20 22],[19.25925926 19.74074074] ; [20.74074074 21.25925926],0
s2,1,0.7875,0.072662,[16 23] ; [16 26],[15.40740741 23.59259259] ; [16.59259259 25.40740741],0
d2,1,0.837834,0.041888,[14 25] ; [16 26],[14.44444444 24.55555556] ; [15.55555556 26.44444444],0
p10,1,0.847507,0.03698,[22 17] ; [24 17],[22.425 16.575] ; [23.575 17.425],0
v3,1,0.886332,0.020434,[ 6 32] ; [ 6 35],[ 5.7721519 32.2278481] ; [ 6.2278481 34.7721519],0
d5,1,0.899433,0.015971,[23 15] ; [26 16],[23.275 14.725] ; [25.725 16.275],0
p5,1,0.91818,0.010553,[ 2 36] ; [ 2 40],[ 1.9 36.1] ; [ 2.1 39.9],0
a6,1,0.921217,0.009781,[19 20] ; [20 22],[18.77777778 20.22222222] ; [20.22222222 21.77777778],0
a5,1,0.934114,0.006834,[18 21] ; [19 23],[17.81481481 21.18518519] ; [19.18518519 22.81481481],0
s4,1,0.970859,0.001334,[11 28] ; [12 30],[11.07407407 27.92592593] ; [11.92592593 30.07407407],0
s5,1,0.98985,0.000162,[10 28] ; [11 31],[ 9.975 28.025] ; [11.025 30.975],0
u3,1,1.0,0.0,[11 11] ; [10 10],[11. 11.] ; [10. 10.],0
