Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.7e-05,17.605182,[28 42] ; [178  86],[43.17365269 26.82634731] ; [162.82634731 101.17365269],1
v4,1,0.720878,0.127653,[68  3] ; [260   9],[68.49411765  2.50588235] ; [259.50588235   9.49411765],0
b1,1,0.728391,0.120594,[27 45] ; [ 96 176],[25.74418605 46.25581395] ; [ 97.25581395 174.74418605],0
u3,1,0.744954,0.10582,[14  4] ; [31 11],[13.5  4.5] ; [31.5 10.5],0
u2,1,0.754857,0.097495,[12  6] ; [29 12],[12.50847458  5.49152542] ; [28.49152542 12.50847458],0
d3,1,0.772442,0.083626,[52 20] ; [191  80],[51.00874636 20.99125364] ; [191.99125364  79.00874636],0
d1,1,0.772678,0.083448,[45 27] ; [175  97],[46.04651163 25.95348837] ; [173.95348837  98.04651163],0
p9,1,0.833824,0.044016,[65  7] ; [245  24],[65.45454545  6.54545455] ; [244.54545455  24.45454545],0
p4,1,0.892213,0.018362,[49 23] ; [186  84],[49.47368421 22.52631579] ; [185.52631579  84.47368421],0
u1,1,0.917921,0.01062,[16 56] ; [ 62 210],[16.3255814 55.6744186] ; [ 61.6744186 210.3255814],0
n3,1,0.940172,0.005633,[11  4] ; [34 13],[10.88709677  4.11290323] ; [34.11290323 12.88709677],0
p1,1,0.973857,0.001074,[ 7 65] ; [ 26 245],[ 6.9271137 65.0728863] ; [ 26.0728863 244.9271137],0
p10,1,0.981137,0.000559,[65  7] ; [244  26],[65.05263158  6.94736842] ; [243.94736842  26.05263158],0
p3,1,0.988647,0.000202,[43 29] ; [161 109],[42.94736842 29.05263158] ; [161.05263158 108.94736842],0
