Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,7.8e-05,15.613345,[28 21] ; [140  27],[38.11111111 10.88888889] ; [129.88888889  37.11111111],1
n1,1,0.281564,1.159527,[7 5] ; [15 22],[5.3877551 6.6122449] ; [16.6122449 20.3877551],0
v1,1,0.299398,1.076874,[20 32] ; [77 88],[23.24423963 28.75576037] ; [73.75576037 91.24423963],0
s2,1,0.323659,0.974105,[20 31] ; [80 90],[23.07692308 27.92307692] ; [76.92307692 93.07692308],0
s8,1,0.32498,0.968797,[15 37] ; [ 62 109],[17.95515695 34.04484305] ; [ 59.04484305 111.95515695],0
a8,1,0.326073,0.964432,[ 5 46] ; [ 24 133],[ 7.11057692 43.88942308] ; [ 21.88942308 135.11057692],0
s6,1,0.352267,0.865274,[29 22] ; [107  60],[31.81651376 19.18348624] ; [104.18348624  62.81651376],0
u4,1,0.370054,0.803484,[ 1 51] ; [  1 170],[ 0.46636771 51.53363229] ; [  1.53363229 169.46636771],0
b2,1,0.406394,0.689324,[ 5 22] ; [25 70],[ 6.63934426 20.36065574] ; [23.36065574 71.63934426],0
b3,1,0.406394,0.689324,[ 5 22] ; [25 70],[ 6.63934426 20.36065574] ; [23.36065574 71.63934426],0
d2,1,0.475514,0.509134,[10 42] ; [ 41 130],[11.89237668 40.10762332] ; [ 39.10762332 131.89237668],0
p11,1,0.535075,0.384744,[37 15] ; [129  42],[38.70852018 13.29147982] ; [127.29147982  43.70852018],0
n3,1,0.580636,0.305207,[10  2] ; [28  9],[9.30612245 2.69387755] ; [28.69387755  8.30612245],0
p12,1,0.587842,0.293727,[ 2 49] ; [ 10 160],[ 2.76923077 48.23076923] ; [  9.23076923 160.76923077],0
r2,1,0.609163,0.261396,[49  3] ; [164   7],[49.66816143  2.33183857] ; [163.33183857   7.66816143],0
u3,1,0.631707,0.229753,[21 12] ; [50 35],[19.8559322 13.1440678] ; [51.1440678 33.8559322],0
n2,1,0.851251,0.035165,[9 3] ; [26 10],[8.75 3.25] ; [26.25  9.75],0
s4,1,0.851645,0.034977,[ 9 43] ; [ 31 137],[ 9.45454545 42.54545455] ; [ 30.54545455 137.45454545],0
b4,1,0.919695,0.010164,[30 22] ; [100  71],[30.31390135 21.68609865] ; [99.68609865 71.31390135],0
r1,1,0.965913,0.001826,[39 13] ; [127  43],[38.88288288 13.11711712] ; [127.11711712  42.88288288],0
