Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3.3e-05,17.238071,[81  6] ; [63 29],[69.98882682 17.01117318] ; [74.01117318 17.98882682],1
n2,1,0.21097,1.564759,[18  7] ; [25 19],[15.57971014  9.42028986] ; [27.42028986 16.57971014],0
s4,1,0.221316,1.495819,[11 75] ; [18 74],[14.01123596 71.98876404] ; [14.98876404 77.01123596],0
p8,1,0.223394,1.482432,[30 58] ; [24 69],[26.25414365 61.74585635] ; [27.74585635 65.25414365],0
a6,1,0.233924,1.416844,[55 33] ; [50 43],[51.04972376 36.95027624] ; [53.95027624 39.04972376],0
s1,1,0.282193,1.156497,[ 4 82] ; [ 8 84],[ 5.79775281 80.20224719] ; [ 6.20224719 85.79775281],0
n5,1,0.284533,1.145312,[51 37] ; [46 46],[47.42222222 40.57777778] ; [49.57777778 42.42222222],0
a2,1,0.3011,1.069317,[12 76] ; [18 75],[14.58563536 73.41436464] ; [15.41436464 77.58563536],0
v2,1,0.322111,0.980355,[38 47] ; [34 57],[34.77272727 50.22727273] ; [37.22727273 53.77272727],0
s5,1,0.331286,0.943864,[17 69] ; [13 78],[14.57627119 71.42372881] ; [15.42372881 75.57627119],0
p3,1,0.453876,0.560955,[23 64] ; [29 63],[25.27374302 61.72625698] ; [26.72625698 65.27374302],0
b3,1,0.493501,0.468885,[15 41] ; [18 37],[16.64864865 39.35135135] ; [16.35135135 38.64864865],0
b2,1,0.493501,0.468885,[15 41] ; [18 37],[16.64864865 39.35135135] ; [16.35135135 38.64864865],0
a4,1,0.502393,0.449878,[28 59] ; [34 58],[30.13407821 56.86592179] ; [31.86592179 60.13407821],0
s6,1,0.518944,0.415991,[39 49] ; [36 55],[36.87150838 51.12849162] ; [38.12849162 52.87150838],0
a7,1,0.644726,0.212614,[54 33] ; [54 38],[52.49162011 34.50837989] ; [55.50837989 36.49162011],0
d3,1,0.672691,0.17847,[51 37] ; [51 42],[49.59116022 38.40883978] ; [52.40883978 40.59116022],0
v1,1,0.672745,0.178408,[31 57] ; [30 63],[29.65745856 58.34254144] ; [31.34254144 61.65745856],0
a3,1,0.678889,0.171379,[48 40] ; [53 39],[49.37777778 38.62222222] ; [51.62222222 40.37777778],0
p1,1,0.679645,0.170526,[ 7 80] ; [ 6 87],[ 6.28333333 80.71666667] ; [ 6.71666667 86.28333333],0
a5,1,0.781718,0.076774,[51 37] ; [52 41],[50.07734807 37.92265193] ; [52.92265193 40.07734807],0
b5,1,0.795529,0.067153,[49 39] ; [50 43],[48.13259669 39.86740331] ; [50.86740331 42.13259669],0
d1,1,0.853175,0.03425,[40 48] ; [41 52],[39.38121547 48.61878453] ; [41.61878453 51.38121547],0
u1,1,0.890007,0.019126,[11 77] ; [11 82],[10.6961326 77.3038674] ; [11.3038674 81.6961326],0
d2,1,0.925356,0.008778,[41 46] ; [44 48],[41.31284916 45.68715084] ; [43.68715084 48.31284916],0
n1,1,0.926003,0.008626,[ 9 15] ; [16 28],[ 8.82352941 15.17647059] ; [16.17647059 27.82352941],0
d5,1,0.933086,0.00705,[61 27] ; [65 28],[61.25966851 26.74033149] ; [64.74033149 28.25966851],0
d4,1,0.943928,0.004947,[62 25] ; [66 26],[62.2122905 24.7877095] ; [65.7877095 26.2122905],0
p12,1,0.96217,0.00225,[ 1 86] ; [ 1 92],[ 0.96666667 86.03333333] ; [ 1.03333333 91.96666667],0
v3,1,1.0,0.0,[25 63] ; [25 63],[25. 63.] ; [25. 63.],0
